Var1,Var2,PIP,trial,df,case
6,10,0,853,2,9
7,10,0.00192,853,2,9
8,10,0.00864,853,2,9
9,10,0.0025599999999999998,853,2,9
1,2,0.01008,854,3,9
1,3,3.1999999999999997e-4,854,3,9
2,3,0,854,3,9
1,4,0,854,3,9
2,4,0.00944,854,3,9
3,4,0,854,3,9
1,5,0.00544,854,3,9
2,5,0,854,3,9
3,5,0.00144,854,3,9
4,5,1.6e-4,854,3,9
1,6,8e-4,854,3,9
2,6,0,854,3,9
3,6,0,854,3,9
4,6,0,854,3,9
5,6,0.00128,854,3,9
1,7,0.0048,854,3,9
2,7,1.6e-4,854,3,9
3,7,0,854,3,9
4,7,0,854,3,9
5,7,1.6e-4,854,3,9
6,7,0,854,3,9
1,8,0,854,3,9
2,8,0.00544,854,3,9
3,8,0,854,3,9
4,8,0,854,3,9
5,8,0.01104,854,3,9
6,8,0,854,3,9
7,8,0,854,3,9
1,9,0,854,3,9
2,9,0.0012799999999999999,854,3,9
3,9,0,854,3,9
4,9,0.89072,854,3,9
5,9,0.0027199999999999998,854,3,9
6,9,0,854,3,9
7,9,0,854,3,9
8,9,0,854,3,9
1,10,0.00112,854,3,9
2,10,0.0016,854,3,9
3,10,3.1999999999999997e-4,854,3,9
4,10,4.8e-4,854,3,9
5,10,0.00576,854,3,9
6,10,6.399999999999999e-4,854,3,9
7,10,0,854,3,9
8,10,0.0020800000000000003,854,3,9
9,10,0.5176,854,3,9
1,2,0,855,3,9
1,3,0,855,3,9
2,3,0,855,3,9
1,4,0,855,3,9
2,4,0.00592,855,3,9
3,4,0.00384,855,3,9
1,5,0,855,3,9
2,5,0,855,3,9
3,5,0,855,3,9
4,5,0,855,3,9
1,6,0,855,3,9
2,6,1.5999999999999999e-4,855,3,9
3,6,0,855,3,9
4,6,1.6e-4,855,3,9
5,6,0,855,3,9
1,7,0,855,3,9
2,7,0,855,3,9
3,7,1.6e-4,855,3,9
4,7,0,855,3,9
5,7,0,855,3,9
6,7,0,855,3,9
1,8,0,855,3,9
2,8,0,855,3,9
3,8,0,855,3,9
4,8,0,855,3,9
5,8,0,855,3,9
6,8,0,855,3,9
7,8,0,855,3,9
1,9,0,855,3,9
2,9,8e-4,855,3,9
3,9,0,855,3,9
4,9,0.01568,855,3,9
5,9,0.0012799999999999999,855,3,9
6,9,0,855,3,9
7,9,0,855,3,9
8,9,0,855,3,9
1,10,0,855,3,9
2,10,8e-4,855,3,9
3,10,0,855,3,9
4,10,1.6e-4,855,3,9
5,10,0.0012799999999999999,855,3,9
6,10,0,855,3,9
7,10,0,855,3,9
8,10,0,855,3,9
9,10,0,855,3,9
1,2,0,856,3,9
1,3,0,856,3,9
2,3,0,856,3,9
1,4,0.06,856,3,9
2,4,1.6e-4,856,3,9
3,4,0,856,3,9
1,5,4.8e-4,856,3,9
2,5,3.1999999999999997e-4,856,3,9
3,5,0.00128,856,3,9
4,5,0.0024,856,3,9
1,6,0,856,3,9
2,6,0,856,3,9
3,6,0,856,3,9
4,6,0,856,3,9
5,6,0,856,3,9
1,7,0,856,3,9
2,7,0,856,3,9
3,7,0,856,3,9
4,7,3.2e-4,856,3,9
5,7,0,856,3,9
6,7,0,856,3,9
1,8,0.00816,856,3,9
2,8,0,856,3,9
3,8,0.0012799999999999999,856,3,9
4,8,0,856,3,9
5,8,0.06704,856,3,9
6,8,1.5999999999999999e-4,856,3,9
7,8,0,856,3,9
1,9,0,856,3,9
2,9,0,856,3,9
3,9,0,856,3,9
4,9,0.87904,856,3,9
5,9,1.5999999999999999e-4,856,3,9
6,9,1.6e-4,856,3,9
7,9,0,856,3,9
8,9,0,856,3,9
1,10,0.00736,856,3,9
2,10,0,856,3,9
3,10,0,856,3,9
4,10,3.1999999999999997e-4,856,3,9
5,10,1.5999999999999999e-4,856,3,9
6,10,0,856,3,9
7,10,0,856,3,9
8,10,1.6e-4,856,3,9
9,10,1.6e-4,856,3,9
1,2,0,857,2,9
1,3,0,857,2,9
2,3,0,857,2,9
1,4,1.6e-4,857,2,9
2,4,0.00224,857,2,9
3,4,0.00288,857,2,9
1,5,1.6e-4,857,2,9
2,5,0,857,2,9
3,5,0.00256,857,2,9
4,5,0.50144,857,2,9
1,6,0,857,2,9
2,6,8e-4,857,2,9
3,6,0,857,2,9
4,6,0,857,2,9
5,6,1.5999999999999999e-4,857,2,9
1,7,1.5999999999999999e-4,857,2,9
2,7,0,857,2,9
3,7,1.6e-4,857,2,9
4,7,0,857,2,9
5,7,4.8e-4,857,2,9
6,7,0,857,2,9
1,8,8e-4,857,2,9
2,8,0,857,2,9
3,8,0,857,2,9
4,8,0,857,2,9
5,8,4.8e-4,857,2,9
6,8,0,857,2,9
7,8,0,857,2,9
1,9,0.00208,857,2,9
2,9,1.5999999999999999e-4,857,2,9
3,9,0.0012799999999999999,857,2,9
4,9,4.8e-4,857,2,9
5,9,0.50128,857,2,9
6,9,1.5999999999999999e-4,857,2,9
7,9,8e-4,857,2,9
8,9,0.00112,857,2,9
1,10,3.1999999999999997e-4,857,2,9
2,10,0.00304,857,2,9
3,10,1.6e-4,857,2,9
4,10,0.0012799999999999999,857,2,9
5,10,8e-4,857,2,9
6,10,3.2e-4,857,2,9
7,10,0.01136,857,2,9
8,10,1.6e-4,857,2,9
9,10,0.0016,857,2,9
1,2,0.5384,858,2,9
1,3,0.00448,858,2,9
2,3,3.1999999999999997e-4,858,2,9
1,4,3.1999999999999997e-4,858,2,9
2,4,0.0030399999999999997,858,2,9
3,4,0.00176,858,2,9
1,5,0.00336,858,2,9
2,5,0.00224,858,2,9
3,5,0.00192,858,2,9
4,5,0.01216,858,2,9
1,6,0,858,2,9
2,6,0,858,2,9
3,6,0,858,2,9
4,6,0.0024000000000000002,858,2,9
5,6,1.6e-4,858,2,9
1,7,3.2e-4,858,2,9
2,7,8e-4,858,2,9
3,7,0,858,2,9
4,7,0,858,2,9
5,7,0,858,2,9
6,7,4.8e-4,858,2,9
1,8,8e-4,858,2,9
2,8,6.399999999999999e-4,858,2,9
3,8,9.6e-4,858,2,9
4,8,0,858,2,9
5,8,0.00208,858,2,9
6,8,3.1999999999999997e-4,858,2,9
7,8,0,858,2,9
1,9,0.00304,858,2,9
2,9,0.0048,858,2,9
3,9,0.0032,858,2,9
4,9,0.24912,858,2,9
5,9,0.16352,858,2,9
6,9,0,858,2,9
7,9,0,858,2,9
8,9,1.6e-4,858,2,9
1,10,0.0024000000000000002,858,2,9
2,10,0.044,858,2,9
3,10,0.01712,858,2,9
4,10,0.11776,858,2,9
5,10,0.08192,858,2,9
6,10,0.00656,858,2,9
7,10,0.00128,858,2,9
8,10,0,858,2,9
9,10,0.04512,858,2,9
1,2,0.02256,859,3,9
1,3,3.1999999999999997e-4,859,3,9
2,3,4.8e-4,859,3,9
1,4,4.8e-4,859,3,9
2,4,6.4e-4,859,3,9
3,4,0,859,3,9
1,5,0,859,3,9
2,5,8e-4,859,3,9
3,5,0,859,3,9
4,5,3.1999999999999997e-4,859,3,9
1,6,0,859,3,9
2,6,1.6e-4,859,3,9
3,6,0,859,3,9
4,6,3.1999999999999997e-4,859,3,9
5,6,0,859,3,9
1,7,0.0016,859,3,9
2,7,0.01024,859,3,9
3,7,4.8e-4,859,3,9
4,7,0,859,3,9
5,7,3.2e-4,859,3,9
6,7,0,859,3,9
1,8,0,859,3,9
2,8,0,859,3,9
3,8,0,859,3,9
4,8,1.5999999999999999e-4,859,3,9
5,8,0,859,3,9
6,8,0,859,3,9
7,8,0,859,3,9
1,9,1.6e-4,859,3,9
2,9,9.6e-4,859,3,9
3,9,4.8e-4,859,3,9
4,9,0,859,3,9
5,9,1,859,3,9
6,9,0,859,3,9
7,9,3.1999999999999997e-4,859,3,9
8,9,0,859,3,9
1,10,3.2e-4,859,3,9
2,10,4.8e-4,859,3,9
3,10,1.6e-4,859,3,9
4,10,0.01008,859,3,9
5,10,4.8e-4,859,3,9
6,10,0,859,3,9
7,10,0.00224,859,3,9
8,10,1.6e-4,859,3,9
9,10,1.5999999999999999e-4,859,3,9
1,2,3.2e-4,860,3,9
1,3,1.6e-4,860,3,9
2,3,0,860,3,9
1,4,0,860,3,9
2,4,0.00144,860,3,9
3,4,9.6e-4,860,3,9
1,5,3.2e-4,860,3,9
2,5,6.399999999999999e-4,860,3,9
3,5,0,860,3,9
4,5,0.53632,860,3,9
1,6,0,860,3,9
2,6,0,860,3,9
3,6,0,860,3,9
4,6,6.399999999999999e-4,860,3,9
5,6,0,860,3,9
1,7,0.00224,860,3,9
2,7,0,860,3,9
3,7,0,860,3,9
4,7,0,860,3,9
5,7,0,860,3,9
6,7,0,860,3,9
1,8,9.6e-4,860,3,9
2,8,0.0011200000000000001,860,3,9
3,8,0,860,3,9
4,8,0.0016,860,3,9
5,8,0,860,3,9
6,8,0,860,3,9
7,8,0,860,3,9
1,9,0,860,3,9
2,9,0.00288,860,3,9
3,9,3.2e-4,860,3,9
4,9,3.2e-4,860,3,9
5,9,0.50064,860,3,9
6,9,0,860,3,9
7,9,4.8e-4,860,3,9
8,9,3.2e-4,860,3,9
1,10,1.5999999999999999e-4,860,3,9
2,10,0.00288,860,3,9
3,10,1.5999999999999999e-4,860,3,9
4,10,0.00352,860,3,9
5,10,1.6e-4,860,3,9
6,10,0,860,3,9
7,10,0,860,3,9
8,10,1.5999999999999999e-4,860,3,9
9,10,0.0016,860,3,9
1,2,0,861,3,9
1,3,0,861,3,9
2,3,0,861,3,9
1,4,0,861,3,9
2,4,0,861,3,9
3,4,0,861,3,9
1,5,0,861,3,9
2,5,0,861,3,9
3,5,0,861,3,9
4,5,0,861,3,9
1,6,0,861,3,9
2,6,0,861,3,9
3,6,0,861,3,9
4,6,4.8e-4,861,3,9
5,6,0,861,3,9
1,7,0,861,3,9
2,7,0,861,3,9
3,7,0,861,3,9
4,7,0,861,3,9
5,7,0,861,3,9
6,7,0,861,3,9
1,8,0,861,3,9
2,8,0,861,3,9
3,8,0,861,3,9
4,8,0,861,3,9
5,8,0,861,3,9
6,8,0,861,3,9
7,8,0,861,3,9
1,9,0,861,3,9
2,9,0,861,3,9
3,9,0,861,3,9
4,9,0.00464,861,3,9
5,9,0.50016,861,3,9
6,9,0,861,3,9
7,9,0,861,3,9
8,9,0,861,3,9
1,10,0,861,3,9
2,10,0,861,3,9
3,10,0,861,3,9
4,10,0,861,3,9
5,10,0,861,3,9
6,10,0,861,3,9
7,10,0,861,3,9
8,10,0,861,3,9
9,10,0,861,3,9
1,2,0,862,3,9
1,3,0,862,3,9
2,3,0,862,3,9
1,4,0,862,3,9
2,4,4.8e-4,862,3,9
3,4,0,862,3,9
1,5,0,862,3,9
2,5,3.1999999999999997e-4,862,3,9
3,5,0,862,3,9
4,5,0,862,3,9
1,6,0,862,3,9
2,6,0,862,3,9
3,6,0,862,3,9
4,6,0,862,3,9
5,6,0,862,3,9
1,7,0,862,3,9
2,7,0,862,3,9
3,7,0,862,3,9
4,7,0,862,3,9
5,7,0,862,3,9
6,7,0,862,3,9
1,8,0,862,3,9
2,8,0,862,3,9
3,8,0,862,3,9
4,8,0,862,3,9
5,8,1.5999999999999999e-4,862,3,9
6,8,0,862,3,9
7,8,0,862,3,9
1,9,0,862,3,9
2,9,3.1999999999999997e-4,862,3,9
3,9,0,862,3,9
4,9,0,862,3,9
5,9,0,862,3,9
6,9,0,862,3,9
7,9,0,862,3,9
8,9,0,862,3,9
1,10,0,862,3,9
2,10,0,862,3,9
3,10,0,862,3,9
4,10,0.00272,862,3,9
5,10,0,862,3,9
6,10,0,862,3,9
7,10,0,862,3,9
8,10,0,862,3,9
9,10,0,862,3,9
1,2,0.27472,863,3,9
1,3,1.5999999999999999e-4,863,3,9
2,3,0.00704,863,3,9
1,4,0.0064,863,3,9
2,4,0.0096,863,3,9
3,4,0.0024000000000000002,863,3,9
1,5,4.8e-4,863,3,9
2,5,0.0448,863,3,9
3,5,0,863,3,9
4,5,0.00448,863,3,9
1,6,0,863,3,9
2,6,0.00832,863,3,9
3,6,0.00288,863,3,9
4,6,0.01696,863,3,9
5,6,0.00144,863,3,9
1,7,6.399999999999999e-4,863,3,9
2,7,0,863,3,9
3,7,0,863,3,9
4,7,4.8e-4,863,3,9
5,7,0,863,3,9
6,7,3.1999999999999997e-4,863,3,9
1,8,1.5999999999999999e-4,863,3,9
2,8,4.8e-4,863,3,9
3,8,0,863,3,9
4,8,0.00112,863,3,9
5,8,0,863,3,9
6,8,0,863,3,9
7,8,6.4e-4,863,3,9
1,9,0.06672,863,3,9
2,9,0.00624,863,3,9
3,9,0,863,3,9
4,9,0.15616,863,3,9
5,9,0.96224,863,3,9
6,9,0,863,3,9
7,9,4.8e-4,863,3,9
8,9,1.6e-4,863,3,9
1,10,0.00128,863,3,9
2,10,0.0012799999999999999,863,3,9
3,10,0,863,3,9
4,10,0.0024,863,3,9
5,10,0.00128,863,3,9
6,10,4.8e-4,863,3,9
7,10,4.8e-4,863,3,9
8,10,4.8e-4,863,3,9
9,10,0.00576,863,3,9
1,2,1.6e-4,864,2,9
1,3,1.5999999999999999e-4,864,2,9
2,3,0.0032,864,2,9
1,4,3.1999999999999997e-4,864,2,9
2,4,0.00384,864,2,9
3,4,0,864,2,9
1,5,0.0014399999999999999,864,2,9
2,5,0.13488,864,2,9
3,5,0.00208,864,2,9
4,5,6.399999999999999e-4,864,2,9
1,6,0,864,2,9
2,6,1.6e-4,864,2,9
3,6,1.5999999999999999e-4,864,2,9
4,6,0.00112,864,2,9
5,6,1.6e-4,864,2,9
1,7,0,864,2,9
2,7,6.399999999999999e-4,864,2,9
3,7,0,864,2,9
4,7,1.6e-4,864,2,9
5,7,4.8e-4,864,2,9
6,7,0,864,2,9
1,8,0,864,2,9
2,8,1.6e-4,864,2,9
3,8,0,864,2,9
4,8,0,864,2,9
5,8,0.00128,864,2,9
6,8,0,864,2,9
7,8,0,864,2,9
1,9,0.00112,864,2,9
2,9,0.00416,864,2,9
3,9,1.6e-4,864,2,9
4,9,0.98,864,2,9
5,9,0.00352,864,2,9
6,9,0,864,2,9
7,9,0,864,2,9
8,9,0,864,2,9
1,10,0.00544,864,2,9
2,10,0.00656,864,2,9
3,10,1.6e-4,864,2,9
4,10,3.1999999999999997e-4,864,2,9
5,10,8e-4,864,2,9
6,10,0.00256,864,2,9
7,10,3.2e-4,864,2,9
8,10,1.6e-4,864,2,9
9,10,0,864,2,9
1,2,0.83872,865,2,9
1,3,0,865,2,9
2,3,4.8e-4,865,2,9
1,4,1.5999999999999999e-4,865,2,9
2,4,3.1999999999999997e-4,865,2,9
3,4,0.0011200000000000001,865,2,9
1,5,3.1999999999999997e-4,865,2,9
2,5,1.6e-4,865,2,9
3,5,9.6e-4,865,2,9
4,5,0.00656,865,2,9
1,6,1.6e-4,865,2,9
2,6,0,865,2,9
3,6,0,865,2,9
4,6,1.5999999999999999e-4,865,2,9
5,6,0,865,2,9
1,7,0,865,2,9
2,7,0,865,2,9
3,7,0,865,2,9
4,7,3.2e-4,865,2,9
5,7,4.8e-4,865,2,9
6,7,0,865,2,9
1,8,0.01088,865,2,9
2,8,0,865,2,9
3,8,0,865,2,9
4,8,0,865,2,9
5,8,1.6e-4,865,2,9
6,8,0,865,2,9
7,8,0,865,2,9
1,9,0,865,2,9
2,9,6.399999999999999e-4,865,2,9
3,9,0,865,2,9
4,9,0.00176,865,2,9
5,9,0.16432,865,2,9
6,9,0,865,2,9
7,9,4.8e-4,865,2,9
8,9,0,865,2,9
1,10,3.1999999999999997e-4,865,2,9
2,10,1.6e-4,865,2,9
3,10,0.0016,865,2,9
4,10,0.00112,865,2,9
5,10,0.00224,865,2,9
6,10,0,865,2,9
7,10,0.00368,865,2,9
8,10,1.5999999999999999e-4,865,2,9
9,10,8e-4,865,2,9
1,2,0,866,3,9
1,3,0,866,3,9
2,3,8e-4,866,3,9
1,4,0,866,3,9
2,4,0,866,3,9
3,4,4.8e-4,866,3,9
1,5,1.6e-4,866,3,9
2,5,0,866,3,9
3,5,1.6e-4,866,3,9
4,5,0.50128,866,3,9
1,6,0,866,3,9
2,6,0,866,3,9
3,6,0,866,3,9
4,6,0,866,3,9
5,6,0,866,3,9
1,7,0,866,3,9
2,7,0,866,3,9
3,7,0,866,3,9
4,7,0,866,3,9
5,7,0,866,3,9
6,7,3.1999999999999997e-4,866,3,9
1,8,1.5999999999999999e-4,866,3,9
2,8,0,866,3,9
3,8,0,866,3,9
4,8,0.00272,866,3,9
5,8,4.8e-4,866,3,9
6,8,0,866,3,9
7,8,0,866,3,9
1,9,1.5999999999999999e-4,866,3,9
2,9,0,866,3,9
3,9,1.6e-4,866,3,9
4,9,0.00496,866,3,9
5,9,0.5,866,3,9
6,9,0,866,3,9
7,9,1.5999999999999999e-4,866,3,9
8,9,4.8e-4,866,3,9
1,10,9.6e-4,866,3,9
2,10,1.5999999999999999e-4,866,3,9
3,10,0.00112,866,3,9
4,10,0.00144,866,3,9
5,10,4.8e-4,866,3,9
6,10,0.00272,866,3,9
7,10,9.6e-4,866,3,9
8,10,9.6e-4,866,3,9
9,10,6.4e-4,866,3,9
1,2,6.399999999999999e-4,867,3,9
1,3,1.5999999999999999e-4,867,3,9
2,3,4.8e-4,867,3,9
1,4,0,867,3,9
2,4,8e-4,867,3,9
3,4,3.1999999999999997e-4,867,3,9
1,5,0.00144,867,3,9
2,5,0.00976,867,3,9
3,5,1.6e-4,867,3,9
4,5,0.04992,867,3,9
1,6,0,867,3,9
2,6,0,867,3,9
3,6,1.5999999999999999e-4,867,3,9
4,6,0,867,3,9
5,6,0,867,3,9
1,7,0,867,3,9
2,7,0,867,3,9
3,7,0,867,3,9
4,7,0,867,3,9
5,7,0,867,3,9
6,7,0,867,3,9
1,8,0.00288,867,3,9
2,8,0,867,3,9
3,8,6.399999999999999e-4,867,3,9
4,8,0,867,3,9
5,8,3.1999999999999997e-4,867,3,9
6,8,0,867,3,9
7,8,0,867,3,9
1,9,0,867,3,9
2,9,0,867,3,9
3,9,3.1999999999999997e-4,867,3,9
4,9,9.6e-4,867,3,9
5,9,0,867,3,9
6,9,0,867,3,9
7,9,1.6e-4,867,3,9
8,9,0,867,3,9
1,10,4.8e-4,867,3,9
2,10,4.8e-4,867,3,9
3,10,1.6e-4,867,3,9
4,10,0.01008,867,3,9
5,10,4.8e-4,867,3,9
6,10,0,867,3,9
7,10,0,867,3,9
8,10,3.1999999999999997e-4,867,3,9
9,10,0.01344,867,3,9
1,2,0.01664,868,2,9
1,3,0.00384,868,2,9
2,3,0.00672,868,2,9
1,4,8e-4,868,2,9
2,4,0.0032,868,2,9
3,4,0.01312,868,2,9
1,5,0.00176,868,2,9
2,5,0.01968,868,2,9
3,5,0.0152,868,2,9
4,5,0.00176,868,2,9
1,6,0,868,2,9
2,6,6.399999999999999e-4,868,2,9
3,6,0.00112,868,2,9
4,6,6.399999999999999e-4,868,2,9
5,6,9.6e-4,868,2,9
1,7,1.6e-4,868,2,9
2,7,0.03648,868,2,9
3,7,0.0016,868,2,9
4,7,0.00496,868,2,9
5,7,0,868,2,9
6,7,0,868,2,9
1,8,9.6e-4,868,2,9
2,8,0.00176,868,2,9
3,8,9.6e-4,868,2,9
4,8,3.1999999999999997e-4,868,2,9
5,8,0.00288,868,2,9
6,8,0,868,2,9
7,8,0,868,2,9
1,9,0.42096,868,2,9
2,9,0.00256,868,2,9
3,9,6.399999999999999e-4,868,2,9
4,9,0.51568,868,2,9
5,9,0.04208,868,2,9
6,9,0,868,2,9
7,9,1.5999999999999999e-4,868,2,9
8,9,0,868,2,9
1,10,4.8e-4,868,2,9
2,10,0.00176,868,2,9
3,10,1.5999999999999999e-4,868,2,9
4,10,1.6e-4,868,2,9
5,10,6.399999999999999e-4,868,2,9
6,10,0,868,2,9
7,10,0,868,2,9
8,10,0,868,2,9
9,10,3.1999999999999997e-4,868,2,9
1,2,0,869,3,9
1,3,0,869,3,9
2,3,0,869,3,9
1,4,0,869,3,9
2,4,0,869,3,9
3,4,0,869,3,9
1,5,0,869,3,9
2,5,0,869,3,9
3,5,1.6e-4,869,3,9
4,5,0.00128,869,3,9
1,6,3.2e-4,869,3,9
2,6,0,869,3,9
3,6,0,869,3,9
4,6,0,869,3,9
5,6,3.1999999999999997e-4,869,3,9
1,7,0,869,3,9
2,7,0,869,3,9
3,7,0,869,3,9
4,7,0,869,3,9
5,7,0,869,3,9
6,7,0,869,3,9
1,8,0,869,3,9
2,8,1.5999999999999999e-4,869,3,9
3,8,0,869,3,9
4,8,0,869,3,9
5,8,0,869,3,9
6,8,0,869,3,9
7,8,1.6e-4,869,3,9
1,9,0,869,3,9
2,9,0,869,3,9
3,9,0.00304,869,3,9
4,9,1,869,3,9
5,9,1.6e-4,869,3,9
6,9,0,869,3,9
7,9,0,869,3,9
8,9,0,869,3,9
1,10,0,869,3,9
2,10,0.00288,869,3,9
3,10,0,869,3,9
4,10,3.1999999999999997e-4,869,3,9
5,10,0.03136,869,3,9
6,10,0,869,3,9
7,10,0,869,3,9
8,10,0,869,3,9
9,10,0,869,3,9
1,2,0.0064,870,2,9
1,3,0,870,2,9
2,3,0.00112,870,2,9
1,4,0,870,2,9
2,4,0.00736,870,2,9
3,4,1.6e-4,870,2,9
1,5,0.00576,870,2,9
2,5,0.01344,870,2,9
3,5,4.8e-4,870,2,9
4,5,0.00704,870,2,9
1,6,0,870,2,9
2,6,0.00112,870,2,9
3,6,0,870,2,9
4,6,0.00144,870,2,9
5,6,1.5999999999999999e-4,870,2,9
1,7,0,870,2,9
2,7,0.00384,870,2,9
3,7,3.2e-4,870,2,9
4,7,0.03792,870,2,9
5,7,0.00992,870,2,9
6,7,0,870,2,9
1,8,6.399999999999999e-4,870,2,9
2,8,0,870,2,9
3,8,0,870,2,9
4,8,8e-4,870,2,9
5,8,4.8e-4,870,2,9
6,8,0,870,2,9
7,8,6.399999999999999e-4,870,2,9
1,9,4.8e-4,870,2,9
2,9,0.0416,870,2,9
3,9,0,870,2,9
4,9,0.46384,870,2,9
5,9,0.40271999999999997,870,2,9
6,9,0,870,2,9
7,9,8e-4,870,2,9
8,9,0,870,2,9
1,10,3.1999999999999997e-4,870,2,9
2,10,0.00304,870,2,9
3,10,1.5999999999999999e-4,870,2,9
4,10,0.00672,870,2,9
5,10,0.01552,870,2,9
6,10,6.399999999999999e-4,870,2,9
7,10,0,870,2,9
8,10,0,870,2,9
9,10,0.00352,870,2,9
1,2,3.1999999999999997e-4,871,3,9
1,3,0,871,3,9
2,3,0,871,3,9
1,4,0,871,3,9
2,4,0.01072,871,3,9
3,4,0.00176,871,3,9
1,5,9.6e-4,871,3,9
2,5,0,871,3,9
3,5,0,871,3,9
4,5,1.6e-4,871,3,9
1,6,0,871,3,9
2,6,0,871,3,9
3,6,0,871,3,9
4,6,0,871,3,9
5,6,0,871,3,9
1,7,0,871,3,9
2,7,0,871,3,9
3,7,0,871,3,9
4,7,6.399999999999999e-4,871,3,9
5,7,0,871,3,9
6,7,0,871,3,9
1,8,0,871,3,9
2,8,0,871,3,9
3,8,0,871,3,9
4,8,0,871,3,9
5,8,6.4e-4,871,3,9
6,8,0,871,3,9
7,8,0,871,3,9
1,9,0,871,3,9
2,9,1.6e-4,871,3,9
3,9,1.6e-4,871,3,9
4,9,0,871,3,9
5,9,0,871,3,9
6,9,0,871,3,9
7,9,4.8e-4,871,3,9
8,9,4.8e-4,871,3,9
1,10,0,871,3,9
2,10,0.00176,871,3,9
3,10,0.0232,871,3,9
4,10,0,871,3,9
5,10,0.00208,871,3,9
6,10,0,871,3,9
7,10,4.8e-4,871,3,9
8,10,0,871,3,9
9,10,0.0011200000000000001,871,3,9
1,2,0.90464,872,3,9
1,3,0,872,3,9
2,3,0,872,3,9
1,4,1.5999999999999999e-4,872,3,9
2,4,0,872,3,9
3,4,0,872,3,9
1,5,0,872,3,9
2,5,0,872,3,9
3,5,0,872,3,9
4,5,0,872,3,9
1,6,3.1999999999999997e-4,872,3,9
2,6,4.8e-4,872,3,9
3,6,0,872,3,9
4,6,1.5999999999999999e-4,872,3,9
5,6,0,872,3,9
1,7,0,872,3,9
2,7,0,872,3,9
3,7,0,872,3,9
4,7,0,872,3,9
5,7,0,872,3,9
6,7,0,872,3,9
1,8,0,872,3,9
2,8,0,872,3,9
3,8,0,872,3,9
4,8,1.5999999999999999e-4,872,3,9
5,8,0,872,3,9
6,8,0,872,3,9
7,8,0,872,3,9
1,9,0,872,3,9
2,9,0,872,3,9
3,9,0,872,3,9
4,9,0.00128,872,3,9
5,9,0.69888,872,3,9
6,9,0,872,3,9
7,9,0,872,3,9
8,9,0,872,3,9
1,10,0,872,3,9
2,10,0,872,3,9
3,10,0,872,3,9
4,10,0.00304,872,3,9
5,10,1.5999999999999999e-4,872,3,9
6,10,4.8e-4,872,3,9
7,10,1.6e-4,872,3,9
8,10,0,872,3,9
9,10,1.6e-4,872,3,9
1,2,0.3312,873,2,9
1,3,0,873,2,9
2,3,1.6e-4,873,2,9
1,4,3.1999999999999997e-4,873,2,9
2,4,0.01024,873,2,9
3,4,1.6e-4,873,2,9
1,5,0,873,2,9
2,5,0.00112,873,2,9
3,5,4.8e-4,873,2,9
4,5,0.00112,873,2,9
1,6,0,873,2,9
2,6,0,873,2,9
3,6,1.5999999999999999e-4,873,2,9
4,6,0,873,2,9
5,6,4.8e-4,873,2,9
1,7,8e-4,873,2,9
2,7,0.0056,873,2,9
3,7,0.0032,873,2,9
4,7,0.00176,873,2,9
5,7,3.1999999999999997e-4,873,2,9
6,7,6.399999999999999e-4,873,2,9
1,8,1.6e-4,873,2,9
2,8,0,873,2,9
3,8,4.8e-4,873,2,9
4,8,0,873,2,9
5,8,0,873,2,9
6,8,0,873,2,9
7,8,6.399999999999999e-4,873,2,9
1,9,0,873,2,9
2,9,6.4e-4,873,2,9
3,9,6.399999999999999e-4,873,2,9
4,9,0.0072,873,2,9
5,9,1,873,2,9
6,9,0,873,2,9
7,9,0.00112,873,2,9
8,9,0,873,2,9
1,10,0.0016,873,2,9
2,10,1.6e-4,873,2,9
3,10,0,873,2,9
4,10,6.399999999999999e-4,873,2,9
5,10,0,873,2,9
6,10,0,873,2,9
7,10,0.0016,873,2,9
8,10,0,873,2,9
9,10,9.6e-4,873,2,9
1,2,0.74496,874,2,9
1,3,1.5999999999999999e-4,874,2,9
2,3,8e-4,874,2,9
1,4,1.5999999999999999e-4,874,2,9
2,4,1.6e-4,874,2,9
3,4,0,874,2,9
1,5,0.0048,874,2,9
2,5,0.00656,874,2,9
3,5,0.00192,874,2,9
4,5,3.1999999999999997e-4,874,2,9
1,6,0,874,2,9
2,6,0,874,2,9
3,6,0,874,2,9
4,6,0,874,2,9
5,6,0,874,2,9
1,7,6.399999999999999e-4,874,2,9
2,7,4.8e-4,874,2,9
3,7,0,874,2,9
4,7,0,874,2,9
5,7,3.2e-4,874,2,9
6,7,0,874,2,9
1,8,0,874,2,9
2,8,0,874,2,9
3,8,0,874,2,9
4,8,0,874,2,9
5,8,3.1999999999999997e-4,874,2,9
6,8,0,874,2,9
7,8,0,874,2,9
1,9,1.6e-4,874,2,9
2,9,3.2e-4,874,2,9
3,9,1.6e-4,874,2,9
4,9,0.83824,874,2,9
5,9,0.00368,874,2,9
6,9,3.1999999999999997e-4,874,2,9
7,9,0,874,2,9
8,9,0,874,2,9
1,10,0,874,2,9
2,10,0.004,874,2,9
3,10,0,874,2,9
4,10,4.8e-4,874,2,9
5,10,9.6e-4,874,2,9
6,10,0,874,2,9
7,10,0,874,2,9
8,10,0,874,2,9
9,10,0.00288,874,2,9
1,2,4.8e-4,875,3,9
1,3,0,875,3,9
2,3,1.6e-4,875,3,9
1,4,1.6e-4,875,3,9
2,4,0.00144,875,3,9
3,4,3.2e-4,875,3,9
1,5,0,875,3,9
