variable,PIP,trial,df,case
Pb,0.0912,1294,4,13
Mo,0.03232,1294,4,13
Sb,1,1294,4,13
Sn,0.96576,1294,4,13
As,0.2712,1295,2,13
Cd,0.16272,1295,2,13
Co,0.66896,1295,2,13
Hg,0.99984,1295,2,13
Ni,1,1295,2,13
Tl,0.03424,1295,2,13
Pb,0.01504,1295,2,13
Mo,0.04528,1295,2,13
Sb,1,1295,2,13
Sn,0.32176,1295,2,13
As,0.03696,1296,2,13
Cd,0.0224,1296,2,13
Co,0.77104,1296,2,13
Hg,0.99968,1296,2,13
Ni,1,1296,2,13
Tl,0.08176,1296,2,13
Pb,0.0304,1296,2,13
Mo,0.31936,1296,2,13
Sb,1,1296,2,13
Sn,0.0776,1296,2,13
As,0.00208,1297,3,13
Cd,0.0504,1297,3,13
Co,0.012,1297,3,13
Hg,0.9992,1297,3,13
Ni,1,1297,3,13
Tl,0.00832,1297,3,13
Pb,0.00336,1297,3,13
Mo,0.0024,1297,3,13
Sb,1,1297,3,13
Sn,0.99888,1297,3,13
As,0.00624,1298,3,13
Cd,0.00784,1298,3,13
Co,0.04304,1298,3,13
Hg,0.9992,1298,3,13
Ni,1,1298,3,13
Tl,0.00736,1298,3,13
Pb,0.00864,1298,3,13
Mo,0.1088,1298,3,13
Sb,1,1298,3,13
Sn,0.84368,1298,3,13
As,0.00864,1299,3,13
Cd,0.03312,1299,3,13
Co,0.59232,1299,3,13
Hg,1,1299,3,13
Ni,1,1299,3,13
Tl,0.03136,1299,3,13
Pb,0.08416,1299,3,13
Mo,0.02416,1299,3,13
Sb,1,1299,3,13
Sn,0.9856,1299,3,13
As,0.01632,1300,3,13
Cd,0.00944,1300,3,13
Co,0.72608,1300,3,13
Hg,0.99952,1300,3,13
Ni,1,1300,3,13
Tl,0.01504,1300,3,13
Pb,0.02192,1300,3,13
Mo,0.01088,1300,3,13
Sb,1,1300,3,13
Sn,0.884,1300,3,13
As,0.01872,1301,3,14
Cd,0.059520000000000003,1301,3,14
Co,0.07648,1301,3,14
Hg,0.9992,1301,3,14
Ni,1,1301,3,14
Tl,0.01024,1301,3,14
Pb,0.01424,1301,3,14
Mo,0.10832,1301,3,14
Sb,1,1301,3,14
Sn,0.98608,1301,3,14
As,0.02064,1302,3,14
Cd,0.10128,1302,3,14
Co,0.02672,1302,3,14
Hg,0.99984,1302,3,14
Ni,1,1302,3,14
Tl,0.0128,1302,3,14
Pb,0.00688,1302,3,14
Mo,0.01264,1302,3,14
Sb,1,1302,3,14
Sn,0.99872,1302,3,14
As,0.0488,1303,2,14
Cd,0.06624,1303,2,14
Co,0.01936,1303,2,14
Hg,1,1303,2,14
Ni,1,1303,2,14
Tl,0.01104,1303,2,14
Pb,0.016,1303,2,14
Mo,0.02064,1303,2,14
Sb,1,1303,2,14
Sn,0.14864,1303,2,14
As,9.6e-4,1304,4,14
Cd,0.01168,1304,4,14
Co,0.00176,1304,4,14
Hg,1,1304,4,14
Ni,1,1304,4,14
Tl,0.00352,1304,4,14
Pb,0.00256,1304,4,14
Mo,0.00128,1304,4,14
Sb,1,1304,4,14
Sn,0.96192,1304,4,14
As,0.02816,1305,2,14
Cd,0.02384,1305,2,14
Co,0.78704,1305,2,14
Hg,1,1305,2,14
Ni,1,1305,2,14
Tl,0.03056,1305,2,14
Pb,0.014880000000000001,1305,2,14
Mo,0.01744,1305,2,14
Sb,1,1305,2,14
Sn,0.0216,1305,2,14
As,0.0304,1306,3,14
Cd,0.01168,1306,3,14
Co,0.00544,1306,3,14
Hg,1,1306,3,14
Ni,1,1306,3,14
Tl,0.00192,1306,3,14
Pb,0.01072,1306,3,14
Mo,0.0736,1306,3,14
Sb,1,1306,3,14
Sn,0.74944,1306,3,14
As,0.0128,1307,3,14
Cd,0.096,1307,3,14
Co,0.01952,1307,3,14
Hg,0.99968,1307,3,14
Ni,1,1307,3,14
Tl,0.22704,1307,3,14
Pb,0.02128,1307,3,14
Mo,0.0504,1307,3,14
Sb,1,1307,3,14
Sn,0.99952,1307,3,14
As,0.03152,1308,3,14
Cd,0.01504,1308,3,14
Co,0.03328,1308,3,14
Hg,0.99984,1308,3,14
Ni,1,1308,3,14
Tl,0.00432,1308,3,14
Pb,0.0128,1308,3,14
Mo,0.01296,1308,3,14
Sb,1,1308,3,14
Sn,0.99728000000000006,1308,3,14
As,0.00496,1309,3,14
Cd,0.00576,1309,3,14
Co,0.0216,1309,3,14
Hg,0.99808,1309,3,14
Ni,1,1309,3,14
Tl,0.05136,1309,3,14
Pb,0.28816,1309,3,14
Mo,0.00608,1309,3,14
Sb,1,1309,3,14
Sn,0.816,1309,3,14
As,0.13632,1310,2,14
Cd,0.10816,1310,2,14
Co,0.01504,1310,2,14
Hg,0.99984,1310,2,14
Ni,1,1310,2,14
Tl,0.04,1310,2,14
Pb,0.01728,1310,2,14
Mo,0.03632,1310,2,14
Sb,1,1310,2,14
Sn,0.49664,1310,2,14
As,0.00752,1311,3,14
Cd,0.0184,1311,3,14
Co,0.08784,1311,3,14
Hg,0.99952,1311,3,14
Ni,1,1311,3,14
Tl,0.00848,1311,3,14
Pb,0.6832,1311,3,14
Mo,0.01344,1311,3,14
Sb,1,1311,3,14
Sn,0.99584,1311,3,14
As,0.01904,1312,2,14
Cd,0.0208,1312,2,14
Co,0.04336,1312,2,14
Hg,1,1312,2,14
Ni,1,1312,2,14
Tl,0.03712,1312,2,14
Pb,0.0576,1312,2,14
Mo,0.01376,1312,2,14
Sb,1,1312,2,14
Sn,0.91776,1312,2,14
As,0.01616,1313,2,14
Cd,0.04576,1313,2,14
Co,0.90352,1313,2,14
Hg,1,1313,2,14
Ni,1,1313,2,14
Tl,0.0712,1313,2,14
Pb,0.068,1313,2,14
Mo,0.21152,1313,2,14
Sb,1,1313,2,14
Sn,0.72512,1313,2,14
As,0.01872,1314,3,14
Cd,0.01072,1314,3,14
Co,0.01312,1314,3,14
Hg,1,1314,3,14
Ni,0.99984,1314,3,14
Tl,0.0064,1314,3,14
Pb,0.01648,1314,3,14
Mo,0.00576,1314,3,14
Sb,1,1314,3,14
Sn,0.99888,1314,3,14
As,0.01264,1315,3,14
Cd,0.01792,1315,3,14
Co,0.0296,1315,3,14
Hg,1,1315,3,14
Ni,1,1315,3,14
Tl,0.0112,1315,3,14
Pb,0.01232,1315,3,14
Mo,0.03104,1315,3,14
Sb,1,1315,3,14
Sn,0.95216,1315,3,14
As,0.01136,1316,4,14
Cd,0.01456,1316,4,14
Co,0.0904,1316,4,14
Hg,1,1316,4,14
Ni,1,1316,4,14
Tl,0.00896,1316,4,14
Pb,0.00496,1316,4,14
Mo,0.00688,1316,4,14
Sb,1,1316,4,14
Sn,0.98736,1316,4,14
As,0.01296,1317,3,14
Cd,0.01552,1317,3,14
Co,0.02032,1317,3,14
Hg,1,1317,3,14
Ni,1,1317,3,14
Tl,0.01376,1317,3,14
Pb,0.02128,1317,3,14
Mo,0.01456,1317,3,14
Sb,1,1317,3,14
Sn,0.49264,1317,3,14
As,0.02336,1318,2,14
Cd,0.02768,1318,2,14
Co,0.08064,1318,2,14
Hg,1,1318,2,14
Ni,1,1318,2,14
Tl,0.04832,1318,2,14
Pb,0.02224,1318,2,14
Mo,0.012,1318,2,14
Sb,1,1318,2,14
Sn,0.9048,1318,2,14
As,4.8e-4,1319,4,14
Cd,0.00208,1319,4,14
Co,9.6e-4,1319,4,14
Hg,1,1319,4,14
Ni,1,1319,4,14
Tl,6.4e-4,1319,4,14
Pb,4.8e-4,1319,4,14
Mo,0.0024,1319,4,14
Sb,1,1319,4,14
Sn,0.0856,1319,4,14
As,0.01104,1320,2,14
Cd,0.01968,1320,2,14
Co,0.04064,1320,2,14
Hg,1,1320,2,14
Ni,1,1320,2,14
Tl,0.0088,1320,2,14
Pb,0.01616,1320,2,14
Mo,0.01312,1320,2,14
Sb,1,1320,2,14
Sn,0.28,1320,2,14
As,0.00304,1321,4,14
Cd,0.01536,1321,4,14
Co,0.0384,1321,4,14
Hg,0.99568,1321,4,14
Ni,1,1321,4,14
Tl,0.00208,1321,4,14
Pb,0.00128,1321,4,14
Mo,0.00176,1321,4,14
Sb,1,1321,4,14
Sn,0.04176,1321,4,14
As,0.01648,1322,3,14
Cd,0.00848,1322,3,14
Co,0.01072,1322,3,14
Hg,1,1322,3,14
Ni,1,1322,3,14
Tl,0.00416,1322,3,14
Pb,0.01328,1322,3,14
Mo,0.0064,1322,3,14
Sb,1,1322,3,14
Sn,0.9192,1322,3,14
As,0.05184,1323,3,14
Cd,0.0688,1323,3,14
Co,0.05568,1323,3,14
Hg,0.99456,1323,3,14
Ni,1,1323,3,14
Tl,0.0104,1323,3,14
Pb,0.00624,1323,3,14
Mo,0.00784,1323,3,14
Sb,1,1323,3,14
Sn,0.9976,1323,3,14
As,0.01456,1324,3,14
Cd,0.00544,1324,3,14
Co,0.0248,1324,3,14
Hg,0.99936,1324,3,14
Ni,1,1324,3,14
Tl,0.00656,1324,3,14
Pb,0.0144,1324,3,14
Mo,0.05712,1324,3,14
Sb,1,1324,3,14
Sn,0.76256,1324,3,14
As,0.12688,1325,4,14
Cd,0.00592,1325,4,14
Co,0.00608,1325,4,14
Hg,1,1325,4,14
Ni,1,1325,4,14
Tl,0.0056,1325,4,14
Pb,0.01408,1325,4,14
Mo,0.00832,1325,4,14
Sb,1,1325,4,14
Sn,0.03776,1325,4,14
As,0.12976,1326,3,14
Cd,0.01056,1326,3,14
Co,0.01696,1326,3,14
Hg,0.99984,1326,3,14
Ni,1,1326,3,14
Tl,0.00464,1326,3,14
Pb,0.03392,1326,3,14
Mo,0.05824,1326,3,14
Sb,1,1326,3,14
Sn,0.99648,1326,3,14
As,0.00464,1327,3,14
Cd,0.0024,1327,3,14
Co,0.00912,1327,3,14
Hg,0.99984,1327,3,14
Ni,1,1327,3,14
Tl,0.0048,1327,3,14
Pb,0.03584,1327,3,14
Mo,0.00464,1327,3,14
Sb,1,1327,3,14
Sn,0.59648,1327,3,14
As,0.04128,1328,3,14
Cd,0.00608,1328,3,14
Co,0.01792,1328,3,14
Hg,1,1328,3,14
Ni,1,1328,3,14
Tl,0.0016,1328,3,14
Pb,0.00256,1328,3,14
Mo,0.00672,1328,3,14
Sb,1,1328,3,14
Sn,0.05616,1328,3,14
As,0.00816,1329,4,14
Cd,0.01344,1329,4,14
Co,0.0096,1329,4,14
Hg,1,1329,4,14
Ni,1,1329,4,14
Tl,0.01888,1329,4,14
Pb,0.00368,1329,4,14
Mo,0.07328,1329,4,14
Sb,1,1329,4,14
Sn,0.23168,1329,4,14
As,0.00656,1330,4,14
Cd,0.01584,1330,4,14
Co,0.00448,1330,4,14
Hg,1,1330,4,14
Ni,1,1330,4,14
Tl,0.00368,1330,4,14
Pb,0.00752,1330,4,14
Mo,0.0072,1330,4,14
Sb,1,1330,4,14
Sn,1,1330,4,14
As,0.00432,1331,3,14
Cd,0.05008,1331,3,14
Co,0.00432,1331,3,14
Hg,1,1331,3,14
Ni,1,1331,3,14
Tl,0.0056,1331,3,14
Pb,0.02288,1331,3,14
Mo,0.024,1331,3,14
Sb,1,1331,3,14
Sn,0.94352,1331,3,14
As,0.01696,1332,4,14
Cd,0.00448,1332,4,14
Co,0.00272,1332,4,14
Hg,1,1332,4,14
Ni,1,1332,4,14
Tl,0.004,1332,4,14
Pb,0.0328,1332,4,14
Mo,0.00224,1332,4,14
Sb,1,1332,4,14
Sn,0.94544,1332,4,14
As,0.014880000000000001,1333,3,14
Cd,0.0136,1333,3,14
Co,0.01344,1333,3,14
Hg,0.98672,1333,3,14
Ni,1,1333,3,14
Tl,0.0328,1333,3,14
Pb,0.63424,1333,3,14
Mo,0.02224,1333,3,14
Sb,1,1333,3,14
Sn,0.95824,1333,3,14
As,0.01584,1334,3,14
Cd,0.01424,1334,3,14
Co,0.07136,1334,3,14
Hg,1,1334,3,14
Ni,1,1334,3,14
Tl,0.01072,1334,3,14
Pb,0.0152,1334,3,14
Mo,0.14496,1334,3,14
Sb,1,1334,3,14
Sn,0.85616,1334,3,14
As,0.36928,1335,3,14
Cd,0.04272,1335,3,14
Co,0.0152,1335,3,14
Hg,0.99936,1335,3,14
Ni,1,1335,3,14
Tl,0.03376,1335,3,14
Pb,0.01696,1335,3,14
Mo,0.03712,1335,3,14
Sb,1,1335,3,14
Sn,0.97424,1335,3,14
As,0.028,1336,3,14
Cd,0.03008,1336,3,14
Co,0.05984,1336,3,14
Hg,0.99952,1336,3,14
Ni,1,1336,3,14
Tl,0.05936,1336,3,14
Pb,0.03024,1336,3,14
Mo,0.4496,1336,3,14
Sb,1,1336,3,14
Sn,0.97392,1336,3,14
As,0.02128,1337,2,14
Cd,0.01792,1337,2,14
Co,0.0152,1337,2,14
Hg,1,1337,2,14
Ni,1,1337,2,14
Tl,0.04272,1337,2,14
Pb,0.13712,1337,2,14
Mo,0.02144,1337,2,14
Sb,1,1337,2,14
Sn,0.40976,1337,2,14
As,0.01136,1338,3,14
Cd,0.02368,1338,3,14
Co,0.08896,1338,3,14
Hg,1,1338,3,14
Ni,1,1338,3,14
Tl,0.00752,1338,3,14
Pb,0.11424,1338,3,14
Mo,0.0136,1338,3,14
Sb,1,1338,3,14
Sn,1,1338,3,14
As,0.05712,1339,3,14
Cd,0.00544,1339,3,14
Co,0.01104,1339,3,14
Hg,1,1339,3,14
Ni,1,1339,3,14
Tl,0.00208,1339,3,14
Pb,0.00368,1339,3,14
Mo,0.00352,1339,3,14
Sb,1,1339,3,14
Sn,0.9912,1339,3,14
As,0.00384,1340,4,14
Cd,9.6e-4,1340,4,14
Co,0.0016,1340,4,14
Hg,1,1340,4,14
Ni,1,1340,4,14
Tl,0.014880000000000001,1340,4,14
Pb,0.01344,1340,4,14
Mo,0.00624,1340,4,14
Sb,1,1340,4,14
Sn,0.0456,1340,4,14
As,0.01504,1341,3,14
Cd,0.10064,1341,3,14
Co,0.01728,1341,3,14
Hg,1,1341,3,14
Ni,1,1341,3,14
Tl,0.01856,1341,3,14
Pb,0.01264,1341,3,14
Mo,0.07344,1341,3,14
Sb,1,1341,3,14
Sn,0.71712,1341,3,14
As,0.01328,1342,3,14
Cd,0.01152,1342,3,14
Co,0.24736,1342,3,14
Hg,1,1342,3,14
Ni,1,1342,3,14
Tl,0.01616,1342,3,14
Pb,0.01696,1342,3,14
Mo,0.1192,1342,3,14
Sb,1,1342,3,14
Sn,0.99664,1342,3,14
As,0.01536,1343,2,14
Cd,0.01104,1343,2,14
Co,0.01824,1343,2,14
Hg,1,1343,2,14
Ni,1,1343,2,14
Tl,0.044,1343,2,14
Pb,0.0856,1343,2,14
Mo,0.01792,1343,2,14
Sb,0.99936,1343,2,14
Sn,0.17632,1343,2,14
As,0.01744,1344,2,14
Cd,0.01056,1344,2,14
Co,0.02784,1344,2,14
Hg,1,1344,2,14
Ni,1,1344,2,14
Tl,0.01328,1344,2,14
Pb,0.029760000000000002,1344,2,14
Mo,0.0256,1344,2,14
Sb,1,1344,2,14
Sn,0.98224,1344,2,14
As,0.01296,1345,4,14
Cd,0.00416,1345,4,14
Co,0.00912,1345,4,14
Hg,1,1345,4,14
Ni,1,1345,4,14
Tl,0.00624,1345,4,14
Pb,0.00224,1345,4,14
Mo,0.01296,1345,4,14
Sb,1,1345,4,14
Sn,0.98192,1345,4,14
As,0.04496,1346,3,14
Cd,0.02032,1346,3,14
Co,0.04032,1346,3,14
Hg,1,1346,3,14
Ni,1,1346,3,14
Tl,0.01872,1346,3,14
Pb,0.02288,1346,3,14
Mo,0.03952,1346,3,14
Sb,1,1346,3,14
Sn,0.9984,1346,3,14
As,0.01136,1347,3,14
Cd,0.01104,1347,3,14
Co,0.07264,1347,3,14
Hg,1,1347,3,14
Ni,1,1347,3,14
Tl,0.016,1347,3,14
Pb,0.0056,1347,3,14
Mo,0.01088,1347,3,14
Sb,1,1347,3,14
Sn,0.748,1347,3,14
As,0.00896,1348,3,14
Cd,0.00976,1348,3,14
Co,0.01968,1348,3,14
Hg,1,1348,3,14
Ni,1,1348,3,14
Tl,0.00608,1348,3,14
Pb,0.00368,1348,3,14
Mo,0.0408,1348,3,14
Sb,1,1348,3,14
Sn,0.60496,1348,3,14
As,0.01072,1349,4,14
Cd,0.00304,1349,4,14
Co,0.00784,1349,4,14
Hg,1,1349,4,14
Ni,1,1349,4,14
Tl,0.00704,1349,4,14
Pb,0.00896,1349,4,14
Mo,0.00528,1349,4,14
Sb,1,1349,4,14
Sn,0.96784,1349,4,14
As,0.00752,1350,3,14
Cd,0.05616,1350,3,14
Co,0.00912,1350,3,14
Hg,0.99664,1350,3,14
Ni,1,1350,3,14
Tl,0.0056,1350,3,14
Pb,0.012,1350,3,14
Mo,0.00624,1350,3,14
Sb,1,1350,3,14
Sn,0.97792,1350,3,14
As,0.01504,1351,3,14
Cd,0.02528,1351,3,14
Co,0.01664,1351,3,14
Hg,1,1351,3,14
Ni,1,1351,3,14
Tl,0.0064,1351,3,14
Pb,0.00432,1351,3,14
Mo,0.0376,1351,3,14
Sb,1,1351,3,14
Sn,0.09392,1351,3,14
As,0.00272,1352,4,14
Cd,0.00272,1352,4,14
Co,0.32544,1352,4,14
Hg,1,1352,4,14
Ni,1,1352,4,14
Tl,0.00704,1352,4,14
Pb,0.00288,1352,4,14
Mo,0.03696,1352,4,14
Sb,1,1352,4,14
Sn,0.01344,1352,4,14
As,0.00608,1353,3,14
Cd,0.00608,1353,3,14
Co,0.01056,1353,3,14
Hg,0.99984,1353,3,14
Ni,1,1353,3,14
Tl,0.01984,1353,3,14
Pb,0.15968,1353,3,14
Mo,0.00464,1353,3,14
Sb,1,1353,3,14
Sn,0.99728000000000006,1353,3,14
As,0.08256,1354,3,14
Cd,0.01312,1354,3,14
Co,0.0312,1354,3,14
Hg,1,1354,3,14
Ni,1,1354,3,14
Tl,0.01424,1354,3,14
Pb,0.01312,1354,3,14
Mo,0.03504,1354,3,14
Sb,1,1354,3,14
Sn,0.11472,1354,3,14
As,0.04,1355,3,14
Cd,0.008,1355,3,14
Co,0.03584,1355,3,14
Hg,0.99072,1355,3,14
Ni,0.99968,1355,3,14
Tl,0.02288,1355,3,14
Pb,0.07664,1355,3,14
Mo,0.02208,1355,3,14
Sb,1,1355,3,14
Sn,0.65872,1355,3,14
As,0.0048,1356,3,14
Cd,0.00768,1356,3,14
Co,0.00432,1356,3,14
Hg,1,1356,3,14
Ni,1,1356,3,14
Tl,0.00832,1356,3,14
Pb,0.00656,1356,3,14
Mo,0.0016,1356,3,14
Sb,1,1356,3,14
Sn,0.1536,1356,3,14
As,0.04176,1357,2,14
Cd,0.29456,1357,2,14
Co,0.04144,1357,2,14
Hg,1,1357,2,14
Ni,1,1357,2,14
Tl,0.0248,1357,2,14
Pb,0.03088,1357,2,14
Mo,0.01808,1357,2,14
Sb,1,1357,2,14
Sn,0.29728,1357,2,14
As,0.0064,1358,3,14
Cd,0.0048,1358,3,14
Co,0.00816,1358,3,14
Hg,1,1358,3,14
Ni,1,1358,3,14
Tl,0.01184,1358,3,14
Pb,0.01264,1358,3,14
Mo,0.02208,1358,3,14
Sb,1,1358,3,14
Sn,0.97808,1358,3,14
As,0.01216,1359,4,14
Cd,0.008,1359,4,14
Co,0.00784,1359,4,14
Hg,1,1359,4,14
Ni,1,1359,4,14
Tl,0.0048,1359,4,14
Pb,0.07936,1359,4,14
Mo,0.10912,1359,4,14
Sb,1,1359,4,14
Sn,0.02176,1359,4,14
As,0.02064,1360,2,14
Cd,0.05968,1360,2,14
Co,0.02224,1360,2,14
Hg,1,1360,2,14
Ni,1,1360,2,14
Tl,0.12032,1360,2,14
Pb,0.04528,1360,2,14
Mo,0.00976,1360,2,14
Sb,1,1360,2,14
Sn,0.97792,1360,2,14
As,0.00736,1361,3,14
Cd,0.00368,1361,3,14
Co,0.88096,1361,3,14
Hg,0.99984,1361,3,14
Ni,0.99616,1361,3,14
Tl,0.0072,1361,3,14
Pb,0.04208,1361,3,14
Mo,0.03824,1361,3,14
Sb,1,1361,3,14
Sn,0.16384,1361,3,14
As,0.01232,1362,3,14
Cd,0.06176,1362,3,14
Co,0.1016,1362,3,14
Hg,1,1362,3,14
Ni,1,1362,3,14
Tl,0.00848,1362,3,14
Pb,0.0096,1362,3,14
Mo,0.23072,1362,3,14
Sb,1,1362,3,14
Sn,0.12864,1362,3,14
As,0.008,1363,2,14
Cd,0.03488,1363,2,14
Co,0.07312,1363,2,14
Hg,1,1363,2,14
Ni,1,1363,2,14
Tl,0.03648,1363,2,14
Pb,0.09264,1363,2,14
Mo,0.012,1363,2,14
Sb,1,1363,2,14
Sn,0.99984,1363,2,14
As,0.02768,1364,3,14
Cd,0.20816,1364,3,14
Co,0.04144,1364,3,14
Hg,1,1364,3,14
Ni,1,1364,3,14
Tl,0.02256,1364,3,14
Pb,0.02144,1364,3,14
Mo,0.02304,1364,3,14
Sb,1,1364,3,14
Sn,0.76144,1364,3,14
As,0.00976,1365,3,14
Cd,0.00704,1365,3,14
Co,0.10736,1365,3,14
Hg,1,1365,3,14
Ni,0.99968,1365,3,14
Tl,0.01152,1365,3,14
Pb,0.00752,1365,3,14
Mo,0.004,1365,3,14
Sb,1,1365,3,14
Sn,0.06576,1365,3,14
As,0.03248,1366,2,14
Cd,0.44032,1366,2,14
Co,0.34256,1366,2,14
Hg,1,1366,2,14
Ni,1,1366,2,14
Tl,0.02432,1366,2,14
Pb,0.02384,1366,2,14
Mo,0.07872,1366,2,14
Sb,1,1366,2,14
Sn,0.1304,1366,2,14
As,0.0344,1367,4,14
Cd,0.06256,1367,4,14
Co,0.0152,1367,4,14
Hg,1,1367,4,14
Ni,1,1367,4,14
Tl,0.00912,1367,4,14
Pb,0.00992,1367,4,14
Mo,0.00928,1367,4,14
Sb,1,1367,4,14
Sn,0.98368,1367,4,14
As,0.00928,1368,3,14
Cd,0.07408,1368,3,14
Co,0.00784,1368,3,14
Hg,1,1368,3,14
Ni,1,1368,3,14
Tl,0.01312,1368,3,14
Pb,0.00608,1368,3,14
Mo,0.0216,1368,3,14
Sb,1,1368,3,14
Sn,0.81632,1368,3,14
As,6.4e-4,1369,4,14
Cd,0.00224,1369,4,14
Co,0.00272,1369,4,14
Hg,1,1369,4,14
Ni,1,1369,4,14
Tl,1.6e-4,1369,4,14
Pb,0.0016,1369,4,14
Mo,0.00496,1369,4,14
Sb,1,1369,4,14
Sn,0.03632,1369,4,14
As,0.03136,1370,2,14
Cd,0.0152,1370,2,14
Co,0.02944,1370,2,14
Hg,0.99984,1370,2,14
Ni,1,1370,2,14
Tl,0.0128,1370,2,14
Pb,0.25056,1370,2,14
Mo,0.01296,1370,2,14
Sb,1,1370,2,14
Sn,0.65552,1370,2,14
As,0.0048,1371,3,14
Cd,0.00224,1371,3,14
Co,0.03344,1371,3,14
Hg,0.99984,1371,3,14
Ni,1,1371,3,14
Tl,0.00576,1371,3,14
Pb,0.02448,1371,3,14
Mo,0.25776,1371,3,14
Sb,1,1371,3,14
Sn,0.08448,1371,3,14
As,0.004,1372,4,14
Cd,0.01008,1372,4,14
Co,0.00144,1372,4,14
Hg,1,1372,4,14
Ni,1,1372,4,14
Tl,0.00976,1372,4,14
Pb,0.01152,1372,4,14
Mo,0.0016,1372,4,14
Sb,1,1372,4,14
Sn,0.0368,1372,4,14
As,0.02336,1373,3,14
Cd,0.01136,1373,3,14
Co,0.01296,1373,3,14
Hg,0.9472,1373,3,14
Ni,1,1373,3,14
Tl,0.04912,1373,3,14
Pb,0.09472,1373,3,14
Mo,0.00976,1373,3,14
Sb,1,1373,3,14
Sn,0.18656,1373,3,14
As,0.02576,1374,3,14
Cd,0.01168,1374,3,14
Co,0.028,1374,3,14
Hg,0.99984,1374,3,14
Ni,1,1374,3,14
Tl,0.01584,1374,3,14
Pb,0.01712,1374,3,14
Mo,0.0104,1374,3,14
Sb,1,1374,3,14
Sn,0.99104,1374,3,14
As,0.75408,1375,4,14
Cd,0.01888,1375,4,14
Co,0.72768,1375,4,14
Hg,0.99888,1375,4,14
Ni,1,1375,4,14
Tl,0.64656,1375,4,14
Pb,0.0288,1375,4,14
Mo,0.01632,1375,4,14
Sb,0.99984,1375,4,14
Sn,0.74464,1375,4,14
As,0.01088,1376,3,14
Cd,0.04528,1376,3,14
Co,0.06112,1376,3,14
Hg,1,1376,3,14
Ni,1,1376,3,14
Tl,0.01824,1376,3,14
Pb,0.01664,1376,3,14
Mo,0.0736,1376,3,14
Sb,1,1376,3,14
Sn,0.93488,1376,3,14
As,0.04224,1377,2,14
Cd,0.01856,1377,2,14
Co,0.03696,1377,2,14
Hg,1,1377,2,14
Ni,0.99968,1377,2,14
Tl,0.02016,1377,2,14
Pb,0.01344,1377,2,14
Mo,0.01984,1377,2,14
Sb,1,1377,2,14
Sn,0.99952,1377,2,14
As,0.01088,1378,3,14
Cd,0.0872,1378,3,14
Co,0.06432,1378,3,14
Hg,1,1378,3,14
Ni,1,1378,3,14
Tl,0.02384,1378,3,14
Pb,0.00224,1378,3,14
Mo,0.0304,1378,3,14
Sb,1,1378,3,14
Sn,0.30448,1378,3,14
As,0.00592,1379,3,14
Cd,0.01824,1379,3,14
Co,0.04912,1379,3,14
Hg,0.99984,1379,3,14
Ni,1,1379,3,14
Tl,0.00816,1379,3,14
Pb,0.01648,1379,3,14
Mo,0.02144,1379,3,14
Sb,1,1379,3,14
Sn,0.31104,1379,3,14
As,0.00304,1380,3,14
Cd,8e-4,1380,3,14
Co,0.014880000000000001,1380,3,14
Hg,1,1380,3,14
Ni,1,1380,3,14
Tl,0.00368,1380,3,14
Pb,0.07376,1380,3,14
Mo,0.00816,1380,3,14
Sb,1,1380,3,14
Sn,0.01104,1380,3,14
As,0.012,1381,3,14
Cd,0.02848,1381,3,14
Co,0.09088,1381,3,14
Hg,1,1381,3,14
Ni,1,1381,3,14
Tl,0.01808,1381,3,14
Pb,0.00576,1381,3,14
Mo,0.05296,1381,3,14
Sb,1,1381,3,14
Sn,0.99888,1381,3,14
As,0.01008,1382,3,14
Cd,0.06064,1382,3,14
Co,0.01392,1382,3,14
Hg,0.99712,1382,3,14
Ni,1,1382,3,14
Tl,0.03424,1382,3,14
Pb,0.02384,1382,3,14
Mo,0.02016,1382,3,14
Sb,1,1382,3,14
Sn,0.90416,1382,3,14
As,0.0056,1383,3,14
Cd,0.17568,1383,3,14
Co,0.01104,1383,3,14
Hg,0.99984,1383,3,14
Ni,1,1383,3,14
Tl,0.01152,1383,3,14
Pb,0.01376,1383,3,14
Mo,0.0712,1383,3,14
Sb,1,1383,3,14
Sn,0.96256,1383,3,14
As,0.01648,1384,3,14
Cd,0.12768,1384,3,14
Co,0.02688,1384,3,14
Hg,0.99952,1384,3,14
Ni,1,1384,3,14
Tl,0.02208,1384,3,14
Pb,0.01456,1384,3,14
Mo,0.06432,1384,3,14
Sb,1,1384,3,14
Sn,0.04816,1384,3,14
As,0.00336,1385,3,14
Cd,0.012,1385,3,14
Co,0.00624,1385,3,14
Hg,0.99664,1385,3,14
Ni,1,1385,3,14
Tl,0.01504,1385,3,14
Pb,0.23072,1385,3,14
Mo,0.02896,1385,3,14
Sb,1,1385,3,14
Sn,0.96496,1385,3,14
As,0.04656,1386,2,14
Cd,0.0336,1386,2,14
Co,0.92912,1386,2,14
Hg,1,1386,2,14
Ni,0.39712,1386,2,14
Tl,0.01904,1386,2,14
Pb,0.10128,1386,2,14
Mo,0.0648,1386,2,14
Sb,1,1386,2,14
Sn,0.97472,1386,2,14
As,0.00944,1387,3,14
Cd,0.00768,1387,3,14
Co,0.02928,1387,3,14
Hg,0.99552,1387,3,14
Ni,1,1387,3,14
Tl,0.0808,1387,3,14
Pb,0.08224,1387,3,14
Mo,0.01824,1387,3,14
Sb,1,1387,3,14
Sn,0.3296,1387,3,14
As,0.01664,1388,2,14
