variable,PIP,df,race,trial,case
Pb,0.08992,3,2,226,3
Mo,0.02096,3,2,226,3
Sb,0.9952,3,2,226,3
Sn,0.99072,3,2,226,3
As,0.05664,4,3,226,3
Cd,0.02304,4,3,226,3
Co,0.02032,4,3,226,3
Hg,0.04256,4,3,226,3
Ni,0.02624,4,3,226,3
Tl,0.03136,4,3,226,3
Pb,0.0256,4,3,226,3
Mo,0.07568,4,3,226,3
Sb,0.30832,4,3,226,3
Sn,0.09488,4,3,226,3
As,0.02016,3,4,226,3
Cd,0.3144,3,4,226,3
Co,0.03088,3,4,226,3
Hg,0.99984,3,4,226,3
Ni,1,3,4,226,3
Tl,0.0248,3,4,226,3
Pb,0.4328,3,4,226,3
Mo,0.02816,3,4,226,3
Sb,0.79536,3,4,226,3
Sn,0.29616,3,4,226,3
As,0.0512,2,5,226,3
Cd,0.1008,2,5,226,3
Co,0.0312,2,5,226,3
Hg,1,2,5,226,3
Ni,1,2,5,226,3
Tl,0.01872,2,5,226,3
Pb,0.34992,2,5,226,3
Mo,0.39152,2,5,226,3
Sb,1,2,5,226,3
Sn,0.26272,2,5,226,3
As,0.02256,3,6,226,3
Cd,0.0208,3,6,226,3
Co,0.00976,3,6,226,3
Hg,0.152,3,6,226,3
Ni,0.00784,3,6,226,3
Tl,0.01008,3,6,226,3
Pb,0.0376,3,6,226,3
Mo,0.00688,3,6,226,3
Sb,0.996,3,6,226,3
Sn,0.9896,3,6,226,3
As,0.0136,2,1,227,3
Cd,0.03808,2,1,227,3
Co,0.28,2,1,227,3
Hg,0.3648,2,1,227,3
Ni,0.01904,2,1,227,3
Tl,0.04784,2,1,227,3
Pb,0.10912,2,1,227,3
Mo,0.25728,2,1,227,3
Sb,0.98352,2,1,227,3
Sn,0.02304,2,1,227,3
As,0.02528,2,2,227,3
Cd,0.0232,2,2,227,3
Co,0.0248,2,2,227,3
Hg,0.15456,2,2,227,3
Ni,0.07504,2,2,227,3
Tl,0.08576,2,2,227,3
Pb,0.0544,2,2,227,3
Mo,0.07312,2,2,227,3
Sb,0.99584,2,2,227,3
Sn,0.02816,2,2,227,3
As,0.02144,2,3,227,3
Cd,0.01856,2,3,227,3
Co,0.12576,2,3,227,3
Hg,0.02816,2,3,227,3
Ni,0.04928,2,3,227,3
Tl,0.0288,2,3,227,3
Pb,0.1184,2,3,227,3
Mo,0.05504,2,3,227,3
Sb,0.54,2,3,227,3
Sn,0.02608,2,3,227,3
As,0.24656,2,4,227,3
Cd,0.08048,2,4,227,3
Co,0.01968,2,4,227,3
Hg,0.93152,2,4,227,3
Ni,0.99824,2,4,227,3
Tl,0.0288,2,4,227,3
Pb,0.02848,2,4,227,3
Mo,0.02816,2,4,227,3
Sb,0.99568,2,4,227,3
Sn,0.04896,2,4,227,3
As,0.012,2,5,227,3
Cd,0.04224,2,5,227,3
Co,0.0664,2,5,227,3
Hg,0.99792,2,5,227,3
Ni,0.99872,2,5,227,3
Tl,0.04448,2,5,227,3
Pb,0.04368,2,5,227,3
Mo,0.0256,2,5,227,3
Sb,1,2,5,227,3
Sn,0.10464,2,5,227,3
As,0.01328,2,6,227,3
Cd,0.01792,2,6,227,3
Co,0.0272,2,6,227,3
Hg,0.05808,2,6,227,3
Ni,0.03856,2,6,227,3
Tl,0.03232,2,6,227,3
Pb,0.02112,2,6,227,3
Mo,0.02048,2,6,227,3
Sb,1,2,6,227,3
Sn,0.01728,2,6,227,3
As,0.0416,1,1,228,3
Cd,0.04448,1,1,228,3
Co,0.03936,1,1,228,3
Hg,0.06048,1,1,228,3
Ni,0.04,1,1,228,3
Tl,0.0424,1,1,228,3
Pb,0.05984,1,1,228,3
Mo,0.08464,1,1,228,3
Sb,0.05408,1,1,228,3
Sn,0.03952,1,1,228,3
As,0.29856,4,2,228,3
Cd,0.05328,4,2,228,3
Co,0.54144,4,2,228,3
Hg,0.16464,4,2,228,3
Ni,0.0224,4,2,228,3
Tl,0.01952,4,2,228,3
Pb,0.07392,4,2,228,3
Mo,0.11904000000000001,4,2,228,3
Sb,0.64032,4,2,228,3
Sn,0.03392,4,2,228,3
As,0.1328,3,3,228,3
Cd,0.21888,3,3,228,3
Co,0.07648,3,3,228,3
Hg,0.02992,3,3,228,3
Ni,0.1088,3,3,228,3
Tl,0.07712,3,3,228,3
Pb,0.2592,3,3,228,3
Mo,0.14304,3,3,228,3
Sb,0.18496,3,3,228,3
Sn,0.19504,3,3,228,3
As,0.02704,3,4,228,3
Cd,0.0144,3,4,228,3
Co,0.01648,3,4,228,3
Hg,0.96208,3,4,228,3
Ni,0.99952,3,4,228,3
Tl,0.06512,3,4,228,3
Pb,0.01712,3,4,228,3
Mo,0.14752,3,4,228,3
Sb,1,3,4,228,3
Sn,0.19792,3,4,228,3
As,0.04096,3,5,228,3
Cd,0.0264,3,5,228,3
Co,0.05504,3,5,228,3
Hg,0.95616,3,5,228,3
Ni,0.97024,3,5,228,3
Tl,0.02128,3,5,228,3
Pb,0.0256,3,5,228,3
Mo,0.0312,3,5,228,3
Sb,1,3,5,228,3
Sn,0.35296,3,5,228,3
As,0.09616,3,6,228,3
Cd,0.0208,3,6,228,3
Co,0.57408,3,6,228,3
Hg,0.26816,3,6,228,3
Ni,0.07296,3,6,228,3
Tl,0.0472,3,6,228,3
Pb,0.03936,3,6,228,3
Mo,0.2056,3,6,228,3
Sb,0.47376,3,6,228,3
Sn,0.0488,3,6,228,3
As,0.08752,4,1,229,3
Cd,0.11504,4,1,229,3
Co,0.12272,4,1,229,3
Hg,0.37952,4,1,229,3
Ni,0.13584,4,1,229,3
Tl,0.1144,4,1,229,3
Pb,0.3744,4,1,229,3
Mo,0.20192,4,1,229,3
Sb,0.91552,4,1,229,3
Sn,0.32096,4,1,229,3
As,0.0536,1,2,229,3
Cd,0.03376,1,2,229,3
Co,0.0976,1,2,229,3
Hg,0.04224,1,2,229,3
Ni,0.52272,1,2,229,3
Tl,0.04176,1,2,229,3
Pb,0.0544,1,2,229,3
Mo,0.04464,1,2,229,3
Sb,0.03152,1,2,229,3
Sn,0.69552,1,2,229,3
As,0.44272,4,3,229,3
Cd,0.11136,4,3,229,3
Co,0.81232,4,3,229,3
Hg,0.08608,4,3,229,3
Ni,0.10224,4,3,229,3
Tl,0.76448,4,3,229,3
Pb,0.19712,4,3,229,3
Mo,0.0904,4,3,229,3
Sb,0.06496,4,3,229,3
Sn,0.0472,4,3,229,3
As,0.03104,2,4,229,3
Cd,0.69824,2,4,229,3
Co,0.052,2,4,229,3
Hg,0.6616,2,4,229,3
Ni,0.99872,2,4,229,3
Tl,0.14272,2,4,229,3
Pb,0.02944,2,4,229,3
Mo,0.05088,2,4,229,3
Sb,0.99984,2,4,229,3
Sn,0.24336,2,4,229,3
As,0.03088,2,5,229,3
Cd,0.05088,2,5,229,3
Co,0.0784,2,5,229,3
Hg,0.99984,2,5,229,3
Ni,0.89872,2,5,229,3
Tl,0.18608,2,5,229,3
Pb,0.04288,2,5,229,3
Mo,0.04544,2,5,229,3
Sb,0.9992,2,5,229,3
Sn,0.15168,2,5,229,3
As,0.40384,3,6,229,3
Cd,0.02176,3,6,229,3
Co,0.03376,3,6,229,3
Hg,0.09888,3,6,229,3
Ni,0.96384,3,6,229,3
Tl,0.02992,3,6,229,3
Pb,0.13328,3,6,229,3
Mo,0.03296,3,6,229,3
Sb,0.95456,3,6,229,3
Sn,0.14496,3,6,229,3
As,0.09888,3,1,230,3
Cd,0.04208,3,1,230,3
Co,0.1624,3,1,230,3
Hg,0.49968,3,1,230,3
Ni,0.98384,3,1,230,3
Tl,0.19232,3,1,230,3
Pb,0.2528,3,1,230,3
Mo,0.12608,3,1,230,3
Sb,0.16112,3,1,230,3
Sn,0.16016,3,1,230,3
As,0.07888,3,2,230,3
Cd,0.00736,3,2,230,3
Co,0.09936,3,2,230,3
Hg,0.13664,3,2,230,3
Ni,0.96384,3,2,230,3
Tl,0.01664,3,2,230,3
Pb,0.02944,3,2,230,3
Mo,0.01792,3,2,230,3
Sb,0.99568,3,2,230,3
Sn,0.15392,3,2,230,3
As,0.09616,4,3,230,3
Cd,0.16368,4,3,230,3
Co,0.06416,4,3,230,3
Hg,0.08288,4,3,230,3
Ni,0.53456,4,3,230,3
Tl,0.37088,4,3,230,3
Pb,0.0376,4,3,230,3
Mo,0.03248,4,3,230,3
Sb,0.96864,4,3,230,3
Sn,0.068,4,3,230,3
As,0.02048,2,4,230,3
Cd,0.03184,2,4,230,3
Co,0.25584,2,4,230,3
Hg,0.23184,2,4,230,3
Ni,0.98416,2,4,230,3
Tl,0.06864,2,4,230,3
Pb,0.11248,2,4,230,3
Mo,0.02592,2,4,230,3
Sb,1,2,4,230,3
Sn,0.06048,2,4,230,3
As,0.02128,4,5,230,3
Cd,0.03776,4,5,230,3
Co,0.03552,4,5,230,3
Hg,1,4,5,230,3
Ni,0.99504,4,5,230,3
Tl,0.02272,4,5,230,3
Pb,0.02528,4,5,230,3
Mo,0.02608,4,5,230,3
Sb,0.99936,4,5,230,3
Sn,0.0928,4,5,230,3
As,0.02688,2,6,230,3
Cd,0.02384,2,6,230,3
Co,0.03312,2,6,230,3
Hg,0.33056,2,6,230,3
Ni,0.98704,2,6,230,3
Tl,0.02592,2,6,230,3
Pb,0.0384,2,6,230,3
Mo,0.0592,2,6,230,3
Sb,0.99872,2,6,230,3
Sn,0.0392,2,6,230,3
As,0.014880000000000001,4,1,231,3
Cd,0.08416,4,1,231,3
Co,0.05904,4,1,231,3
Hg,0.1832,4,1,231,3
Ni,0.03632,4,1,231,3
Tl,0.38768,4,1,231,3
Pb,0.0728,4,1,231,3
Mo,0.28368,4,1,231,3
Sb,0.43488,4,1,231,3
Sn,0.02352,4,1,231,3
As,0.05536,2,2,231,3
Cd,0.02928,2,2,231,3
Co,0.04864,2,2,231,3
Hg,0.0936,2,2,231,3
Ni,0.82048,2,2,231,3
Tl,0.48192,2,2,231,3
Pb,0.03584,2,2,231,3
Mo,0.24672,2,2,231,3
Sb,0.82208,2,2,231,3
Sn,0.08208,2,2,231,3
As,0.92832,3,3,231,3
Cd,0.0168,3,3,231,3
Co,0.51232,3,3,231,3
Hg,0.16624,3,3,231,3
Ni,0.88432,3,3,231,3
Tl,0.0296,3,3,231,3
Pb,0.04224,3,3,231,3
Mo,0.05088,3,3,231,3
Sb,0.82752,3,3,231,3
Sn,0.09136,3,3,231,3
As,0.0584,3,4,231,3
Cd,0.0408,3,4,231,3
Co,0.01536,3,4,231,3
Hg,0.9632,3,4,231,3
Ni,0.98784,3,4,231,3
Tl,0.10128,3,4,231,3
Pb,0.0208,3,4,231,3
Mo,0.06528,3,4,231,3
Sb,1,3,4,231,3
Sn,0.86,3,4,231,3
As,0.0216,3,5,231,3
Cd,0.01264,3,5,231,3
Co,0.07296,3,5,231,3
Hg,1,3,5,231,3
Ni,0.99984,3,5,231,3
Tl,0.00928,3,5,231,3
Pb,0.02736,3,5,231,3
Mo,0.01264,3,5,231,3
Sb,0.9072,3,5,231,3
Sn,0.0648,3,5,231,3
As,0.0328,3,6,231,3
Cd,0.01632,3,6,231,3
Co,0.03728,3,6,231,3
Hg,0.8968,3,6,231,3
Ni,0.99104,3,6,231,3
Tl,0.22912,3,6,231,3
Pb,0.03712,3,6,231,3
Mo,0.76928,3,6,231,3
Sb,0.98992,3,6,231,3
Sn,0.0832,3,6,231,3
As,0.03744,2,1,232,3
Cd,0.05216,2,1,232,3
Co,0.04368,2,1,232,3
Hg,0.24464,2,1,232,3
Ni,0.112,2,1,232,3
Tl,0.07472,2,1,232,3
Pb,0.10432,2,1,232,3
Mo,0.0704,2,1,232,3
Sb,0.16448,2,1,232,3
Sn,0.13728,2,1,232,3
As,0.04688,1,2,232,3
Cd,0.05664,1,2,232,3
Co,0.04832,1,2,232,3
Hg,0.52288,1,2,232,3
Ni,0.05808,1,2,232,3
Tl,0.0336,1,2,232,3
Pb,0.07648,1,2,232,3
Mo,0.02736,1,2,232,3
Sb,0.04,1,2,232,3
Sn,0.86672,1,2,232,3
As,0.01456,4,3,232,3
Cd,0.00848,4,3,232,3
Co,0.48608,4,3,232,3
Hg,0.00928,4,3,232,3
Ni,0.04,4,3,232,3
Tl,0.04256,4,3,232,3
Pb,0.01952,4,3,232,3
Mo,0.11264,4,3,232,3
Sb,0.01008,4,3,232,3
Sn,0.0288,4,3,232,3
As,0.09056,2,4,232,3
Cd,0.0456,2,4,232,3
Co,0.8888,2,4,232,3
Hg,0.50368,2,4,232,3
Ni,0.16112,2,4,232,3
Tl,0.06192,2,4,232,3
Pb,0.032,2,4,232,3
Mo,0.03392,2,4,232,3
Sb,0.99936,2,4,232,3
Sn,0.49792,2,4,232,3
As,0.01872,3,5,232,3
Cd,0.0248,3,5,232,3
Co,0.044,3,5,232,3
Hg,1,3,5,232,3
Ni,0.99488,3,5,232,3
Tl,0.0648,3,5,232,3
Pb,0.0296,3,5,232,3
Mo,0.0248,3,5,232,3
Sb,1,3,5,232,3
Sn,0.04768,3,5,232,3
As,0.04144,1,6,232,3
Cd,0.04096,1,6,232,3
Co,0.21232,1,6,232,3
Hg,0.92144,1,6,232,3
Ni,0.60064,1,6,232,3
Tl,0.06112,1,6,232,3
Pb,0.51824,1,6,232,3
Mo,0.04352,1,6,232,3
Sb,0.0336,1,6,232,3
Sn,0.95616,1,6,232,3
As,0.04464,3,1,233,3
Cd,0.86528,3,1,233,3
Co,0.04304,3,1,233,3
Hg,0.02928,3,1,233,3
Ni,0.06176,3,1,233,3
Tl,0.03856,3,1,233,3
Pb,0.0304,3,1,233,3
Mo,0.04768,3,1,233,3
Sb,0.07008,3,1,233,3
Sn,0.08256,3,1,233,3
As,0.0192,3,2,233,3
Cd,0.37824,3,2,233,3
Co,0.08496,3,2,233,3
Hg,0.83264,3,2,233,3
Ni,0.24848,3,2,233,3
Tl,0.02752,3,2,233,3
Pb,0.07152,3,2,233,3
Mo,0.28192,3,2,233,3
Sb,0.82144,3,2,233,3
Sn,0.19952,3,2,233,3
As,0.07776,3,3,233,3
Cd,0.4872,3,3,233,3
Co,0.19824,3,3,233,3
Hg,0.69952,3,3,233,3
Ni,0.46704,3,3,233,3
Tl,0.95776,3,3,233,3
Pb,0.49728,3,3,233,3
Mo,0.27104,3,3,233,3
Sb,0.14416,3,3,233,3
Sn,0.15312,3,3,233,3
As,0.02032,2,4,233,3
Cd,0.0512,2,4,233,3
Co,0.01872,2,4,233,3
Hg,0.94592,2,4,233,3
Ni,0.9984,2,4,233,3
Tl,0.1208,2,4,233,3
Pb,0.0344,2,4,233,3
Mo,0.02592,2,4,233,3
Sb,0.97584,2,4,233,3
Sn,0.02208,2,4,233,3
As,0.03104,2,5,233,3
Cd,0.02048,2,5,233,3
Co,0.02912,2,5,233,3
Hg,1,2,5,233,3
Ni,0.99104,2,5,233,3
Tl,0.03664,2,5,233,3
Pb,0.03936,2,5,233,3
Mo,0.03552,2,5,233,3
Sb,0.99856,2,5,233,3
Sn,0.05488,2,5,233,3
As,0.02208,2,6,233,3
Cd,0.08272,2,6,233,3
Co,0.34144,2,6,233,3
Hg,0.98128,2,6,233,3
Ni,0.61696,2,6,233,3
Tl,0.15536,2,6,233,3
Pb,0.0544,2,6,233,3
Mo,0.23872,2,6,233,3
Sb,1,2,6,233,3
Sn,0.03952,2,6,233,3
As,0.05536,1,1,234,3
Cd,0.05408,1,1,234,3
Co,0.04928,1,1,234,3
Hg,0.17104,1,1,234,3
Ni,0.95968,1,1,234,3
Tl,0.08272,1,1,234,3
Pb,0.04912,1,1,234,3
Mo,0.05968,1,1,234,3
Sb,0.07184,1,1,234,3
Sn,0.04768,1,1,234,3
As,0.01264,4,2,234,3
Cd,0.07456,4,2,234,3
Co,0.06384,4,2,234,3
Hg,0.04512,4,2,234,3
Ni,0.7608,4,2,234,3
Tl,0.07168,4,2,234,3
Pb,0.03232,4,2,234,3
Mo,0.0416,4,2,234,3
Sb,0.53152,4,2,234,3
Sn,0.236,4,2,234,3
As,0.22432,4,3,234,3
Cd,0.46144,4,3,234,3
Co,0.41744,4,3,234,3
Hg,0.4192,4,3,234,3
Ni,0.73952,4,3,234,3
Tl,0.52176,4,3,234,3
Pb,0.23824,4,3,234,3
Mo,0.28784,4,3,234,3
Sb,0.38448,4,3,234,3
Sn,0.7672,4,3,234,3
As,0.03568,2,4,234,3
Cd,0.03664,2,4,234,3
Co,0.03696,2,4,234,3
Hg,0.98272,2,4,234,3
Ni,0.73648,2,4,234,3
Tl,0.09968,2,4,234,3
Pb,0.07008,2,4,234,3
Mo,0.6032,2,4,234,3
Sb,0.98832,2,4,234,3
Sn,0.0712,2,4,234,3
As,0.01776,3,5,234,3
Cd,0.059520000000000003,3,5,234,3
Co,0.10896,3,5,234,3
Hg,0.99984,3,5,234,3
Ni,0.99504,3,5,234,3
Tl,0.05696,3,5,234,3
Pb,0.028,3,5,234,3
Mo,0.05696,3,5,234,3
Sb,0.97264,3,5,234,3
Sn,0.4888,3,5,234,3
As,0.04944,1,6,234,3
Cd,0.05408,1,6,234,3
Co,0.04448,1,6,234,3
Hg,0.89248,1,6,234,3
Ni,0.99552,1,6,234,3
Tl,0.04304,1,6,234,3
Pb,0.35328,1,6,234,3
Mo,0.03184,1,6,234,3
Sb,0.02624,1,6,234,3
Sn,0.04992,1,6,234,3
As,0.02832,4,1,235,3
Cd,0.05728,4,1,235,3
Co,0.0864,4,1,235,3
Hg,0.07376,4,1,235,3
Ni,0.132,4,1,235,3
Tl,0.05184,4,1,235,3
Pb,0.06528,4,1,235,3
Mo,0.0224,4,1,235,3
Sb,0.02592,4,1,235,3
Sn,0.02112,4,1,235,3
As,0.09344,2,2,235,3
Cd,0.10064,2,2,235,3
Co,0.03088,2,2,235,3
Hg,0.42864,2,2,235,3
Ni,0.10768,2,2,235,3
Tl,0.04464,2,2,235,3
Pb,0.8488,2,2,235,3
Mo,0.0904,2,2,235,3
Sb,0.9944,2,2,235,3
Sn,0.02688,2,2,235,3
As,0.17216,4,3,235,3
Cd,0.71712,4,3,235,3
Co,0.26832,4,3,235,3
Hg,0.96336,4,3,235,3
Ni,0.51952,4,3,235,3
Tl,0.48208,4,3,235,3
Pb,0.84704,4,3,235,3
Mo,0.41952,4,3,235,3
Sb,0.46736,4,3,235,3
Sn,0.6544,4,3,235,3
As,0.20512,2,4,235,3
Cd,0.1632,2,4,235,3
Co,0.68016,2,4,235,3
Hg,0.88976,2,4,235,3
Ni,0.90016,2,4,235,3
Tl,0.0192,2,4,235,3
Pb,0.05168,2,4,235,3
Mo,0.01696,2,4,235,3
Sb,0.96288,2,4,235,3
Sn,0.10176,2,4,235,3
As,0.13968,2,5,235,3
Cd,0.10096,2,5,235,3
Co,0.02464,2,5,235,3
Hg,0.99968,2,5,235,3
Ni,1,2,5,235,3
Tl,0.01792,2,5,235,3
Pb,0.02576,2,5,235,3
Mo,0.0224,2,5,235,3
Sb,0.99984,2,5,235,3
Sn,0.032,2,5,235,3
As,0.01952,3,6,235,3
Cd,0.10432,3,6,235,3
Co,0.02544,3,6,235,3
Hg,0.99296,3,6,235,3
Ni,0.0992,3,6,235,3
Tl,0.01088,3,6,235,3
Pb,0.21712,3,6,235,3
Mo,0.02112,3,6,235,3
Sb,1,3,6,235,3
Sn,0.03824,3,6,235,3
As,0.01088,4,1,236,3
Cd,0.0032,4,1,236,3
Co,0.02368,4,1,236,3
Hg,0.00448,4,1,236,3
Ni,0.9856,4,1,236,3
Tl,0.01392,4,1,236,3
Pb,0.02352,4,1,236,3
Mo,0.044,4,1,236,3
Sb,0.01952,4,1,236,3
Sn,0.07008,4,1,236,3
As,0.0184,2,2,236,3
Cd,0.072,2,2,236,3
Co,0.03696,2,2,236,3
Hg,0.99696,2,2,236,3
Ni,0.05344,2,2,236,3
Tl,0.01568,2,2,236,3
Pb,0.32608,2,2,236,3
Mo,0.05504,2,2,236,3
Sb,0.28192,2,2,236,3
Sn,0.448,2,2,236,3
As,0.0648,3,3,236,3
Cd,0.09536,3,3,236,3
Co,0.54944,3,3,236,3
Hg,0.10288,3,3,236,3
Ni,0.18688,3,3,236,3
Tl,0.22896,3,3,236,3
Pb,0.6112,3,3,236,3
Mo,0.07744,3,3,236,3
Sb,0.67808,3,3,236,3
Sn,0.40816,3,3,236,3
As,0.0112,4,4,236,3
Cd,0.0296,4,4,236,3
Co,0.00944,4,4,236,3
Hg,0.99744,4,4,236,3
Ni,1,4,4,236,3
Tl,0.03648,4,4,236,3
Pb,0.02432,4,4,236,3
Mo,0.03136,4,4,236,3
Sb,0.2272,4,4,236,3
Sn,0.1672,4,4,236,3
As,0.06432,3,5,236,3
Cd,0.11664,3,5,236,3
Co,0.0592,3,5,236,3
Hg,1,3,5,236,3
Ni,0.34656,3,5,236,3
Tl,0.17008,3,5,236,3
Pb,0.02512,3,5,236,3
Mo,0.07392,3,5,236,3
Sb,0.9656,3,5,236,3
Sn,0.7456,3,5,236,3
As,0.00688,3,6,236,3
Cd,0.06304,3,6,236,3
Co,0.07216,3,6,236,3
Hg,0.92144,3,6,236,3
Ni,0.9264,3,6,236,3
Tl,0.0136,3,6,236,3
Pb,0.06128,3,6,236,3
Mo,0.028,3,6,236,3
Sb,0.77968,3,6,236,3
Sn,0.60448,3,6,236,3
As,0.85952,3,1,237,3
Cd,0.10096,3,1,237,3
Co,0.33472,3,1,237,3
Hg,0.1448,3,1,237,3
Ni,0.8496,3,1,237,3
Tl,0.0616,3,1,237,3
Pb,0.78096,3,1,237,3
Mo,0.37264,3,1,237,3
Sb,0.30672,3,1,237,3
Sn,0.66016,3,1,237,3
As,0.084,2,2,237,3
Cd,0.09312,2,2,237,3
Co,0.01824,2,2,237,3
Hg,0.39024,2,2,237,3
Ni,0.05792,2,2,237,3
Tl,0.01808,2,2,237,3
Pb,0.03568,2,2,237,3
Mo,0.13424,2,2,237,3
Sb,0.99984,2,2,237,3
Sn,0.2664,2,2,237,3
As,0.01344,2,3,237,3
Cd,0.09936,2,3,237,3
Co,0.03536,2,3,237,3
Hg,0.01968,2,3,237,3
Ni,0.032,2,3,237,3
Tl,0.02432,2,3,237,3
Pb,0.01568,2,3,237,3
Mo,0.01232,2,3,237,3
Sb,0.05296,2,3,237,3
Sn,0.12928,2,3,237,3
As,0.0472,2,4,237,3
Cd,0.03712,2,4,237,3
Co,0.02832,2,4,237,3
Hg,0.78352,2,4,237,3
Ni,0.9992,2,4,237,3
Tl,0.03488,2,4,237,3
Pb,0.12176,2,4,237,3
Mo,0.02144,2,4,237,3
Sb,0.95728,2,4,237,3
Sn,0.44592,2,4,237,3
As,0.01856,2,5,237,3
Cd,0.10224,2,5,237,3
Co,0.076,2,5,237,3
Hg,0.99568,2,5,237,3
Ni,0.98592,2,5,237,3
Tl,0.01744,2,5,237,3
Pb,0.19936,2,5,237,3
Mo,0.01728,2,5,237,3
Sb,0.99328,2,5,237,3
Sn,0.03152,2,5,237,3
As,0.01888,2,6,237,3
Cd,0.06992,2,6,237,3
Co,0.04016,2,6,237,3
Hg,0.48752,2,6,237,3
Ni,0.61072,2,6,237,3
Tl,0.02432,2,6,237,3
Pb,0.044,2,6,237,3
Mo,0.41632,2,6,237,3
Sb,1,2,6,237,3
Sn,0.1952,2,6,237,3
As,0.0376,4,1,238,3
Cd,0.05312,4,1,238,3
Co,0.14992,4,1,238,3
Hg,0.97088,4,1,238,3
Ni,0.27264,4,1,238,3
Tl,0.51648,4,1,238,3
Pb,0.53104,4,1,238,3
Mo,0.0776,4,1,238,3
Sb,0.97808,4,1,238,3
Sn,0.63952,4,1,238,3
As,0.02688,2,2,238,3
Cd,0.02848,2,2,238,3
Co,0.09232,2,2,238,3
Hg,0.2264,2,2,238,3
Ni,0.12464,2,2,238,3
Tl,0.17808,2,2,238,3
Pb,0.25536,2,2,238,3
Mo,0.02784,2,2,238,3
Sb,0.98704,2,2,238,3
Sn,0.28256,2,2,238,3
As,0.1576,4,3,238,3
Cd,0.92976,4,3,238,3
Co,0.74496,4,3,238,3
Hg,0.97568,4,3,238,3
Ni,0.20512,4,3,238,3
Tl,0.17456,4,3,238,3
Pb,0.18944,4,3,238,3
Mo,0.25472,4,3,238,3
Sb,0.38496,4,3,238,3
Sn,0.11792,4,3,238,3
As,0.09168,2,4,238,3
Cd,0.032,2,4,238,3
Co,0.09568,2,4,238,3
Hg,0.99376,2,4,238,3
Ni,0.98432,2,4,238,3
Tl,0.13616,2,4,238,3
Pb,0.13968,2,4,238,3
Mo,0.02192,2,4,238,3
Sb,0.99936,2,4,238,3
Sn,0.23328,2,4,238,3
As,0.04032,2,5,238,3
Cd,0.05312,2,5,238,3
Co,0.7312,2,5,238,3
Hg,0.99968,2,5,238,3
Ni,0.28576,2,5,238,3
Tl,0.04256,2,5,238,3
Pb,0.05984,2,5,238,3
Mo,0.0216,2,5,238,3
Sb,0.9992,2,5,238,3
Sn,0.97424,2,5,238,3
As,0.02368,2,6,238,3
Cd,0.06192,2,6,238,3
Co,0.0216,2,6,238,3
Hg,0.9992,2,6,238,3
Ni,0.37568,2,6,238,3
Tl,0.0296,2,6,238,3
Pb,0.09552,2,6,238,3
Mo,0.08144,2,6,238,3
Sb,0.99904,2,6,238,3
Sn,0.5832,2,6,238,3
As,0.0272,2,1,239,3
Cd,0.04128,2,1,239,3
Co,0.14288,2,1,239,3
Hg,0.11904000000000001,2,1,239,3
Ni,0.34096,2,1,239,3
Tl,0.11408,2,1,239,3
Pb,0.45328,2,1,239,3
Mo,0.08592,2,1,239,3
Sb,0.59424,2,1,239,3
Sn,0.02464,2,1,239,3
As,0.0152,2,2,239,3
Cd,0.0328,2,2,239,3
Co,0.0168,2,2,239,3
Hg,0.25184,2,2,239,3
Ni,0.08016,2,2,239,3
Tl,0.01376,2,2,239,3
Pb,0.22112,2,2,239,3
Mo,0.23696,2,2,239,3
Sb,0.49456,2,2,239,3
Sn,0.03344,2,2,239,3
As,0.06208,2,3,239,3
Cd,0.05824,2,3,239,3
Co,0.02944,2,3,239,3
Hg,0.04288,2,3,239,3
Ni,0.04,2,3,239,3
Tl,0.02896,2,3,239,3
Pb,0.03168,2,3,239,3
Mo,0.03248,2,3,239,3
Sb,0.96912,2,3,239,3
Sn,0.33152,2,3,239,3
As,0.0128,3,4,239,3
Cd,0.36192,3,4,239,3
Co,0.07088,3,4,239,3
Hg,0.08832,3,4,239,3
Ni,0.83376,3,4,239,3
Tl,0.00656,3,4,239,3
Pb,0.04272,3,4,239,3
Mo,0.00496,3,4,239,3
Sb,1,3,4,239,3
Sn,0.06912,3,4,239,3
As,0.01632,2,5,239,3
Cd,0.0344,2,5,239,3
Co,0.29328,2,5,239,3
Hg,0.92752,2,5,239,3
Ni,1,2,5,239,3
Tl,0.0144,2,5,239,3
Pb,0.04224,2,5,239,3
Mo,0.0528,2,5,239,3
Sb,1,2,5,239,3
Sn,0.0776,2,5,239,3
As,0.02016,2,6,239,3
Cd,0.01808,2,6,239,3
Co,0.03376,2,6,239,3
Hg,0.75248,2,6,239,3
Ni,0.75312,2,6,239,3
Tl,0.01376,2,6,239,3
Pb,0.33904,2,6,239,3
Mo,0.2072,2,6,239,3
Sb,0.99984,2,6,239,3
Sn,0.34816,2,6,239,3
As,0.09392,2,1,240,3
Cd,0.0904,2,1,240,3
Co,0.09968,2,1,240,3
Hg,0.20784,2,1,240,3
Ni,0.18704,2,1,240,3
Tl,0.10864,2,1,240,3
Pb,0.15232,2,1,240,3
Mo,0.08976,2,1,240,3
Sb,0.052,2,1,240,3
Sn,0.17472,2,1,240,3
As,0.01232,2,2,240,3
Cd,0.00816,2,2,240,3
Co,0.03712,2,2,240,3
Hg,0.04752,2,2,240,3
Ni,0.06544,2,2,240,3
Tl,0.01568,2,2,240,3
Pb,0.05552,2,2,240,3
Mo,0.0296,2,2,240,3
