variable,PIP,df,race,trial,case
Co,0.56336,4,3,239,3
Hg,0.54288,4,3,239,3
Ni,0.51056,4,3,239,3
Tl,0.56496,4,3,239,3
Pb,0.63328,4,3,239,3
Mo,0.55568,4,3,239,3
Sb,0.70176,4,3,239,3
Sn,0.53808,4,3,239,3
As,0.25968,2,4,239,3
Cd,0.05376,2,4,239,3
Co,0.10736,2,4,239,3
Hg,0.0864,2,4,239,3
Ni,0.94528,2,4,239,3
Tl,0.05248,2,4,239,3
Pb,0.03184,2,4,239,3
Mo,0.10464,2,4,239,3
Sb,0.9984,2,4,239,3
Sn,0.03072,2,4,239,3
As,0.0304,3,5,239,3
Cd,0.04048,3,5,239,3
Co,0.10704,3,5,239,3
Hg,0.988,3,5,239,3
Ni,0.80272,3,5,239,3
Tl,0.03728,3,5,239,3
Pb,0.10576,3,5,239,3
Mo,0.05056,3,5,239,3
Sb,0.9872,3,5,239,3
Sn,0.91776,3,5,239,3
As,0.17696,1,6,239,3
Cd,0.08032,1,6,239,3
Co,0.16768,1,6,239,3
Hg,0.5056,1,6,239,3
Ni,0.58896,1,6,239,3
Tl,0.08144,1,6,239,3
Pb,0.07808,1,6,239,3
Mo,0.18032,1,6,239,3
Sb,0.04896,1,6,239,3
Sn,0.19824,1,6,239,3
As,0.53376,4,1,240,3
Cd,0.61424,4,1,240,3
Co,0.62576,4,1,240,3
Hg,0.54544,4,1,240,3
Ni,0.57488,4,1,240,3
Tl,0.52048,4,1,240,3
Pb,0.6224,4,1,240,3
Mo,0.5752,4,1,240,3
Sb,0.52832,4,1,240,3
Sn,0.61008,4,1,240,3
As,0.1176,4,2,240,3
Cd,0.25664,4,2,240,3
Co,0.09856,4,2,240,3
Hg,0.09744,4,2,240,3
Ni,0.50496,4,2,240,3
Tl,0.18192,4,2,240,3
Pb,0.08096,4,2,240,3
Mo,0.0808,4,2,240,3
Sb,0.42352,4,2,240,3
Sn,0.06768,4,2,240,3
As,0.53952,2,3,240,3
Cd,0.4176,2,3,240,3
Co,0.43872,2,3,240,3
Hg,0.43952,2,3,240,3
Ni,0.46752,2,3,240,3
Tl,0.46912,2,3,240,3
Pb,0.49312,2,3,240,3
Mo,0.50384,2,3,240,3
Sb,0.6696,2,3,240,3
Sn,0.44656,2,3,240,3
As,0.03424,1,4,240,3
Cd,0.12976,1,4,240,3
Co,0.09312,1,4,240,3
Hg,0.17344,1,4,240,3
Ni,0.0344,1,4,240,3
Tl,0.03776,1,4,240,3
Pb,0.03168,1,4,240,3
Mo,0.09472,1,4,240,3
Sb,0.03792,1,4,240,3
Sn,0.13824,1,4,240,3
As,0.22416,4,5,240,3
Cd,0.09888,4,5,240,3
Co,0.62976,4,5,240,3
Hg,0.36368,4,5,240,3
Ni,0.2744,4,5,240,3
Tl,0.248,4,5,240,3
Pb,0.45696,4,5,240,3
Mo,0.46016,4,5,240,3
Sb,0.66672,4,5,240,3
Sn,0.26496,4,5,240,3
As,0.00848,4,6,240,3
Cd,0.0784,4,6,240,3
Co,0.16144,4,6,240,3
Hg,0.03056,4,6,240,3
Ni,0.1984,4,6,240,3
Tl,0.02208,4,6,240,3
Pb,0.07728,4,6,240,3
Mo,0.0888,4,6,240,3
Sb,0.21344,4,6,240,3
Sn,0.30352,4,6,240,3
As,0.46432,3,1,241,3
Cd,0.51952,3,1,241,3
Co,0.48928,3,1,241,3
Hg,0.43392,3,1,241,3
Ni,0.48448,3,1,241,3
Tl,0.4088,3,1,241,3
Pb,0.46464,3,1,241,3
Mo,0.45664,3,1,241,3
Sb,0.43872,3,1,241,3
Sn,0.48144,3,1,241,3
As,0.05216,3,2,241,3
Cd,0.27472,3,2,241,3
Co,0.12416,3,2,241,3
Hg,0.73376,3,2,241,3
Ni,0.16688,3,2,241,3
Tl,0.05856,3,2,241,3
Pb,0.23536,3,2,241,3
Mo,0.0704,3,2,241,3
Sb,0.3104,3,2,241,3
Sn,0.2608,3,2,241,3
As,0.35312,4,3,241,3
Cd,0.26912,4,3,241,3
Co,0.33264,4,3,241,3
Hg,0.49424,4,3,241,3
Ni,0.50304,4,3,241,3
Tl,0.41232,4,3,241,3
Pb,0.3896,4,3,241,3
Mo,0.30448,4,3,241,3
Sb,0.58768,4,3,241,3
Sn,0.59296,4,3,241,3
As,0.16544,1,4,241,3
Cd,0.02848,1,4,241,3
Co,0.04768,1,4,241,3
Hg,0.74496,1,4,241,3
Ni,0.416,1,4,241,3
Tl,0.05792,1,4,241,3
Pb,0.05392,1,4,241,3
Mo,0.03856,1,4,241,3
Sb,0.03328,1,4,241,3
Sn,0.10208,1,4,241,3
As,0.03312,2,5,241,3
Cd,0.03296,2,5,241,3
Co,0.08624,2,5,241,3
Hg,0.0728,2,5,241,3
Ni,0.28912,2,5,241,3
Tl,0.06864,2,5,241,3
Pb,0.11184,2,5,241,3
Mo,0.03952,2,5,241,3
Sb,0.99552,2,5,241,3
Sn,0.13472,2,5,241,3
As,0.02416,4,6,241,3
Cd,0.02144,4,6,241,3
Co,0.03984,4,6,241,3
Hg,0.99552,4,6,241,3
Ni,0.03664,4,6,241,3
Tl,0.016,4,6,241,3
Pb,0.03184,4,6,241,3
Mo,0.02736,4,6,241,3
Sb,0.1384,4,6,241,3
Sn,0.0568,4,6,241,3
As,0.6352,4,1,242,3
Cd,0.15984,4,1,242,3
Co,0.25216,4,1,242,3
Hg,0.14192,4,1,242,3
Ni,0.8256,4,1,242,3
Tl,0.41184,4,1,242,3
Pb,0.26576,4,1,242,3
Mo,0.70416,4,1,242,3
Sb,0.12448,4,1,242,3
Sn,0.19824,4,1,242,3
As,0.05024,4,2,242,3
Cd,0.1584,4,2,242,3
Co,0.13648,4,2,242,3
Hg,0.04352,4,2,242,3
Ni,0.04048,4,2,242,3
Tl,0.04096,4,2,242,3
Pb,0.056,4,2,242,3
Mo,0.22896,4,2,242,3
Sb,0.0824,4,2,242,3
Sn,0.16,4,2,242,3
As,0.51056,3,3,242,3
Cd,0.5312,3,3,242,3
Co,0.4704,3,3,242,3
Hg,0.43376,3,3,242,3
Ni,0.50624,3,3,242,3
Tl,0.49376,3,3,242,3
Pb,0.49728,3,3,242,3
Mo,0.5392,3,3,242,3
Sb,0.57856,3,3,242,3
Sn,0.42816,3,3,242,3
As,0.05008,2,4,242,3
Cd,0.02736,2,4,242,3
Co,0.55056,2,4,242,3
Hg,0.06736,2,4,242,3
Ni,0.036,2,4,242,3
Tl,0.07008,2,4,242,3
Pb,0.13968,2,4,242,3
Mo,0.03632,2,4,242,3
Sb,0.9392,2,4,242,3
Sn,0.04608,2,4,242,3
As,0.16464,2,5,242,3
Cd,0.08512,2,5,242,3
Co,0.33728,2,5,242,3
Hg,0.06368,2,5,242,3
Ni,0.1544,2,5,242,3
Tl,0.35344,2,5,242,3
Pb,0.05552,2,5,242,3
Mo,0.01344,2,5,242,3
Sb,0.33184,2,5,242,3
Sn,0.07376,2,5,242,3
As,0.0832,1,6,242,3
Cd,0.29472,1,6,242,3
Co,0.1224,1,6,242,3
Hg,0.11168,1,6,242,3
Ni,0.83056,1,6,242,3
Tl,0.07312,1,6,242,3
Pb,0.0968,1,6,242,3
Mo,0.4792,1,6,242,3
Sb,0.3952,1,6,242,3
Sn,0.0992,1,6,242,3
As,0.0192,4,1,243,3
Cd,0.12688,4,1,243,3
Co,0.01136,4,1,243,3
Hg,0.01824,4,1,243,3
Ni,0.012,4,1,243,3
Tl,0.01312,4,1,243,3
Pb,0.07008,4,1,243,3
Mo,0.00704,4,1,243,3
Sb,0.90816,4,1,243,3
Sn,0.06096,4,1,243,3
As,0.61616,4,2,243,3
Cd,0.52048,4,2,243,3
Co,0.36432,4,2,243,3
Hg,0.44848,4,2,243,3
Ni,0.20864,4,2,243,3
Tl,0.20576,4,2,243,3
Pb,0.3792,4,2,243,3
Mo,0.46496,4,2,243,3
Sb,0.58576,4,2,243,3
Sn,0.36048,4,2,243,3
As,0.27152,4,3,243,3
Cd,0.30944,4,3,243,3
Co,0.46624,4,3,243,3
Hg,0.25776,4,3,243,3
Ni,0.68176,4,3,243,3
Tl,0.79696,4,3,243,3
Pb,0.45648,4,3,243,3
Mo,0.284,4,3,243,3
Sb,0.29856,4,3,243,3
Sn,0.23968,4,3,243,3
As,0.04368,2,4,243,3
Cd,0.02416,2,4,243,3
Co,0.03456,2,4,243,3
Hg,0.06896,2,4,243,3
Ni,0.036,2,4,243,3
Tl,0.40464,2,4,243,3
Pb,0.04912,2,4,243,3
Mo,0.02832,2,4,243,3
Sb,0.19696,2,4,243,3
Sn,0.2568,2,4,243,3
As,0.03936,3,5,243,3
Cd,0.04592,3,5,243,3
Co,0.27712,3,5,243,3
Hg,0.43776,3,5,243,3
Ni,0.70144,3,5,243,3
Tl,0.30352,3,5,243,3
Pb,0.04224,3,5,243,3
Mo,0.03408,3,5,243,3
Sb,0.06192,3,5,243,3
Sn,0.7752,3,5,243,3
As,0.27856,3,6,243,3
Cd,0.232,3,6,243,3
Co,0.11696,3,6,243,3
Hg,0.32048,3,6,243,3
Ni,0.23088,3,6,243,3
Tl,0.30352,3,6,243,3
Pb,0.28352,3,6,243,3
Mo,0.22256,3,6,243,3
Sb,0.696,3,6,243,3
Sn,0.04336,3,6,243,3
As,0.49472,4,1,244,3
Cd,0.57488,4,1,244,3
Co,0.5456,4,1,244,3
Hg,0.55344,4,1,244,3
Ni,0.55872,4,1,244,3
Tl,0.52592,4,1,244,3
Pb,0.4496,4,1,244,3
Mo,0.55392,4,1,244,3
Sb,0.49312,4,1,244,3
Sn,0.56464,4,1,244,3
As,0.0736,4,2,244,3
Cd,0.11072,4,2,244,3
Co,0.1184,4,2,244,3
Hg,0.9408,4,2,244,3
Ni,0.96592,4,2,244,3
Tl,0.21424,4,2,244,3
Pb,0.98432,4,2,244,3
Mo,0.0768,4,2,244,3
Sb,0.11184,4,2,244,3
Sn,0.05984,4,2,244,3
As,0.50704,4,3,244,3
Cd,0.492,4,3,244,3
Co,0.34368,4,3,244,3
Hg,0.3904,4,3,244,3
Ni,0.42816,4,3,244,3
Tl,0.3296,4,3,244,3
Pb,0.37776,4,3,244,3
Mo,0.37984,4,3,244,3
Sb,0.67728,4,3,244,3
Sn,0.38832,4,3,244,3
As,0.06816,1,4,244,3
Cd,0.11904000000000001,1,4,244,3
Co,0.0544,1,4,244,3
Hg,0.9536,1,4,244,3
Ni,0.6552,1,4,244,3
Tl,0.05472,1,4,244,3
Pb,0.09552,1,4,244,3
Mo,0.05088,1,4,244,3
Sb,0.39408,1,4,244,3
Sn,0.5536,1,4,244,3
As,0.04144,1,5,244,3
Cd,0.09072,1,5,244,3
Co,0.08048,1,5,244,3
Hg,0.856,1,5,244,3
Ni,0.9936,1,5,244,3
Tl,0.1424,1,5,244,3
Pb,0.43408,1,5,244,3
Mo,0.04864,1,5,244,3
Sb,0.06128,1,5,244,3
Sn,0.0648,1,5,244,3
As,0.05376,4,6,244,3
Cd,0.57408,4,6,244,3
Co,0.32224,4,6,244,3
Hg,0.78576,4,6,244,3
Ni,0.59568,4,6,244,3
Tl,0.13072,4,6,244,3
Pb,0.73424,4,6,244,3
Mo,0.3192,4,6,244,3
Sb,0.84736,4,6,244,3
Sn,0.17136,4,6,244,3
As,0.14992,4,1,245,3
Cd,0.12304,4,1,245,3
Co,0.60976,4,1,245,3
Hg,0.208,4,1,245,3
Ni,0.50576,4,1,245,3
Tl,0.19104,4,1,245,3
Pb,0.91936,4,1,245,3
Mo,0.11616,4,1,245,3
Sb,0.23632,4,1,245,3
Sn,0.13696,4,1,245,3
As,0.12288,2,2,245,3
Cd,0.72624,2,2,245,3
Co,0.1224,2,2,245,3
Hg,0.07136,2,2,245,3
Ni,0.74928,2,2,245,3
Tl,0.072,2,2,245,3
Pb,0.05568,2,2,245,3
Mo,0.13344,2,2,245,3
Sb,0.94256,2,2,245,3
Sn,0.41104,2,2,245,3
As,0.27408,2,3,245,3
Cd,0.44592,2,3,245,3
Co,0.36768,2,3,245,3
Hg,0.43264,2,3,245,3
Ni,0.25024,2,3,245,3
Tl,0.5392,2,3,245,3
Pb,0.29264,2,3,245,3
Mo,0.21712,2,3,245,3
Sb,0.26,2,3,245,3
Sn,0.21552,2,3,245,3
As,0.03408,1,4,245,3
Cd,0.03536,1,4,245,3
Co,0.0384,1,4,245,3
Hg,0.20368,1,4,245,3
Ni,0.03712,1,4,245,3
Tl,0.0392,1,4,245,3
Pb,0.06656,1,4,245,3
Mo,0.03504,1,4,245,3
Sb,0.13776,1,4,245,3
Sn,0.45248,1,4,245,3
As,0.02688,2,5,245,3
Cd,0.0304,2,5,245,3
Co,0.02864,2,5,245,3
Hg,0.0256,2,5,245,3
Ni,0.03136,2,5,245,3
Tl,0.09968,2,5,245,3
Pb,0.01792,2,5,245,3
Mo,0.0136,2,5,245,3
Sb,0.99664,2,5,245,3
Sn,0.11568,2,5,245,3
As,0.49072,3,6,245,3
Cd,0.11776,3,6,245,3
Co,0.0232,3,6,245,3
Hg,0.6592,3,6,245,3
Ni,0.0688,3,6,245,3
Tl,0.08656,3,6,245,3
Pb,0.07216,3,6,245,3
Mo,0.03072,3,6,245,3
Sb,0.95312,3,6,245,3
Sn,0.08272,3,6,245,3
As,0.28928,4,1,246,3
Cd,0.232,4,1,246,3
Co,0.37488,4,1,246,3
Hg,0.88528,4,1,246,3
Ni,0.28432,4,1,246,3
Tl,0.268,4,1,246,3
Pb,0.272,4,1,246,3
Mo,0.30016,4,1,246,3
Sb,0.56112,4,1,246,3
Sn,0.35696,4,1,246,3
As,0.20768,3,2,246,3
Cd,0.08736,3,2,246,3
Co,0.16128,3,2,246,3
Hg,0.67328,3,2,246,3
Ni,0.2824,3,2,246,3
Tl,0.11264,3,2,246,3
Pb,0.12704,3,2,246,3
Mo,0.07808,3,2,246,3
Sb,0.856,3,2,246,3
Sn,0.09584,3,2,246,3
As,0.5232,3,3,246,3
Cd,0.6528,3,3,246,3
Co,0.45568,3,3,246,3
Hg,0.48784,3,3,246,3
Ni,0.51888,3,3,246,3
Tl,0.49792,3,3,246,3
Pb,0.4384,3,3,246,3
Mo,0.53472,3,3,246,3
Sb,0.56496,3,3,246,3
Sn,0.5976,3,3,246,3
As,0.09632,4,4,246,3
Cd,0.03088,4,4,246,3
Co,0.24656,4,4,246,3
Hg,0.06112,4,4,246,3
Ni,0.16928,4,4,246,3
Tl,0.85584,4,4,246,3
Pb,0.01808,4,4,246,3
Mo,0.1384,4,4,246,3
Sb,0.1672,4,4,246,3
Sn,0.07184,4,4,246,3
As,0.02992,2,5,246,3
Cd,0.06784,2,5,246,3
Co,0.06432,2,5,246,3
Hg,0.0424,2,5,246,3
Ni,0.42032,2,5,246,3
Tl,0.03136,2,5,246,3
Pb,0.01856,2,5,246,3
Mo,0.52784,2,5,246,3
Sb,0.63504,2,5,246,3
Sn,0.04704,2,5,246,3
As,0.08544,2,6,246,3
Cd,0.56912,2,6,246,3
Co,0.03088,2,6,246,3
Hg,0.0864,2,6,246,3
Ni,0.02144,2,6,246,3
Tl,0.03248,2,6,246,3
Pb,0.0208,2,6,246,3
Mo,0.04912,2,6,246,3
Sb,0.99008,2,6,246,3
Sn,0.02112,2,6,246,3
As,0.48128,3,1,247,3
Cd,0.43104,3,1,247,3
Co,0.49216,3,1,247,3
Hg,0.49616,3,1,247,3
Ni,0.49104,3,1,247,3
Tl,0.48464,3,1,247,3
Pb,0.44144,3,1,247,3
Mo,0.51392,3,1,247,3
Sb,0.54864,3,1,247,3
Sn,0.46208,3,1,247,3
As,0.13296,3,2,247,3
Cd,0.3472,3,2,247,3
Co,0.66352,3,2,247,3
Hg,0.28512,3,2,247,3
Ni,0.55792,3,2,247,3
Tl,0.51024,3,2,247,3
Pb,0.27792,3,2,247,3
Mo,0.40112,3,2,247,3
Sb,0.63536,3,2,247,3
Sn,0.19456,3,2,247,3
As,0.37168,4,3,247,3
Cd,0.3168,4,3,247,3
Co,0.39872,4,3,247,3
Hg,0.50208,4,3,247,3
Ni,0.45344,4,3,247,3
Tl,0.33984,4,3,247,3
Pb,0.31952,4,3,247,3
Mo,0.35056,4,3,247,3
Sb,0.57632,4,3,247,3
Sn,0.39808,4,3,247,3
As,0.1096,3,4,247,3
Cd,0.0104,3,4,247,3
Co,0.13168,3,4,247,3
Hg,0.03312,3,4,247,3
Ni,0.66848,3,4,247,3
Tl,0.02096,3,4,247,3
Pb,0.09568,3,4,247,3
Mo,0.03088,3,4,247,3
Sb,0.1496,3,4,247,3
Sn,0.0408,3,4,247,3
As,0.02656,1,5,247,3
Cd,0.02944,1,5,247,3
Co,0.04384,1,5,247,3
Hg,0.9984,1,5,247,3
Ni,0.05472,1,5,247,3
Tl,0.05168,1,5,247,3
Pb,0.0416,1,5,247,3
Mo,0.02864,1,5,247,3
Sb,0.03504,1,5,247,3
Sn,0.03072,1,5,247,3
As,0.02944,3,6,247,3
Cd,0.02384,3,6,247,3
Co,0.79056,3,6,247,3
Hg,0.03968,3,6,247,3
Ni,0.55008,3,6,247,3
Tl,0.16368,3,6,247,3
Pb,0.12256,3,6,247,3
Mo,0.06464,3,6,247,3
Sb,0.9792,3,6,247,3
Sn,0.11904000000000001,3,6,247,3
As,0.36768,3,1,248,3
Cd,0.62752,3,1,248,3
Co,0.456,3,1,248,3
Hg,0.44992,3,1,248,3
Ni,0.46352,3,1,248,3
Tl,0.55056,3,1,248,3
Pb,0.40656,3,1,248,3
Mo,0.64464,3,1,248,3
Sb,0.43744,3,1,248,3
Sn,0.49248,3,1,248,3
As,0.45856,4,2,248,3
Cd,0.61328,4,2,248,3
Co,0.26736,4,2,248,3
Hg,0.2976,4,2,248,3
Ni,0.28352,4,2,248,3
Tl,0.59296,4,2,248,3
Pb,0.5448,4,2,248,3
Mo,0.35216,4,2,248,3
Sb,0.36016,4,2,248,3
Sn,0.36864,4,2,248,3
As,0.61456,3,3,248,3
Cd,0.73568,3,3,248,3
Co,0.56704,3,3,248,3
Hg,0.48816,3,3,248,3
Ni,0.67232,3,3,248,3
Tl,0.61984,3,3,248,3
Pb,0.52176,3,3,248,3
Mo,0.43408,3,3,248,3
Sb,0.49792,3,3,248,3
Sn,0.46848,3,3,248,3
As,0.03664,1,4,248,3
Cd,0.04144,1,4,248,3
Co,0.05344,1,4,248,3
Hg,0.07344,1,4,248,3
Ni,0.05232,1,4,248,3
Tl,0.84224,1,4,248,3
Pb,0.088,1,4,248,3
Mo,0.09104,1,4,248,3
Sb,0.26928,1,4,248,3
Sn,0.03712,1,4,248,3
As,0.04016,1,5,248,3
Cd,0.13056,1,5,248,3
Co,0.11568,1,5,248,3
Hg,0.98464,1,5,248,3
Ni,0.98416,1,5,248,3
Tl,0.03088,1,5,248,3
Pb,0.03712,1,5,248,3
Mo,0.08592,1,5,248,3
Sb,0.11936,1,5,248,3
Sn,0.12032,1,5,248,3
As,0.768,3,6,248,3
Cd,0.924,3,6,248,3
Co,0.5136,3,6,248,3
Hg,0.2128,3,6,248,3
Ni,0.8464,3,6,248,3
Tl,0.28672,3,6,248,3
Pb,0.48208,3,6,248,3
Mo,0.32208,3,6,248,3
Sb,0.55888,3,6,248,3
Sn,0.16096,3,6,248,3
As,0.3856,3,1,249,3
Cd,0.36288,3,1,249,3
Co,0.51024,3,1,249,3
Hg,0.39712,3,1,249,3
Ni,0.3952,3,1,249,3
Tl,0.5904,3,1,249,3
Pb,0.53648,3,1,249,3
Mo,0.42832,3,1,249,3
Sb,0.5104,3,1,249,3
Sn,0.3528,3,1,249,3
As,0.15632,4,2,249,3
Cd,0.056,4,2,249,3
Co,0.20832,4,2,249,3
Hg,0.27008,4,2,249,3
Ni,0.3224,4,2,249,3
Tl,0.1944,4,2,249,3
Pb,0.28496,4,2,249,3
Mo,0.10384,4,2,249,3
Sb,0.16528,4,2,249,3
Sn,0.36512,4,2,249,3
As,0.36944,3,3,249,3
Cd,0.69392,3,3,249,3
Co,0.33984,3,3,249,3
Hg,0.35968,3,3,249,3
Ni,0.39392,3,3,249,3
Tl,0.39088,3,3,249,3
Pb,0.31056,3,3,249,3
Mo,0.21824,3,3,249,3
Sb,0.63376,3,3,249,3
Sn,0.34544,3,3,249,3
As,0.014880000000000001,2,4,249,3
Cd,0.01072,2,4,249,3
Co,0.0448,2,4,249,3
Hg,0.20624,2,4,249,3
Ni,0.032,2,4,249,3
Tl,0.05824,2,4,249,3
Pb,0.0576,2,4,249,3
Mo,0.01424,2,4,249,3
Sb,0.0984,2,4,249,3
Sn,0.03712,2,4,249,3
As,0.8824,4,5,249,3
Cd,0.05072,4,5,249,3
Co,0.01584,4,5,249,3
Hg,0.99632,4,5,249,3
Ni,0.03424,4,5,249,3
Tl,0.18992,4,5,249,3
Pb,0.97168,4,5,249,3
Mo,0.03152,4,5,249,3
Sb,0.98128,4,5,249,3
Sn,0.01792,4,5,249,3
As,0.04224,3,6,249,3
Cd,0.0096,3,6,249,3
Co,0.0776,3,6,249,3
Hg,0.01296,3,6,249,3
Ni,0.01808,3,6,249,3
Tl,0.10112,3,6,249,3
Pb,0.0576,3,6,249,3
Mo,0.02256,3,6,249,3
Sb,0.51296,3,6,249,3
Sn,0.02784,3,6,249,3
As,0.42528,4,1,250,3
Cd,0.368,4,1,250,3
Co,0.35776,4,1,250,3
Hg,0.68928,4,1,250,3
Ni,0.37648,4,1,250,3
Tl,0.46464,4,1,250,3
Pb,0.268,4,1,250,3
Mo,0.364,4,1,250,3
Sb,0.36912,4,1,250,3
Sn,0.28016,4,1,250,3
As,0.08496,2,2,250,3
Cd,0.08288,2,2,250,3
Co,0.13488,2,2,250,3
Hg,0.62992,2,2,250,3
Ni,0.8648,2,2,250,3
Tl,0.35376,2,2,250,3
Pb,0.09792,2,2,250,3
Mo,0.04768,2,2,250,3
Sb,0.06576,2,2,250,3
Sn,0.11104,2,2,250,3
As,0.47728,4,3,250,3
Cd,0.5224,4,3,250,3
Co,0.52432,4,3,250,3
Hg,0.5504,4,3,250,3
Ni,0.49696,4,3,250,3
Tl,0.5168,4,3,250,3
Pb,0.53152,4,3,250,3
Mo,0.60864,4,3,250,3
Sb,0.52912,4,3,250,3
Sn,0.50064,4,3,250,3
As,0.16048,4,4,250,3
Cd,0.14144,4,4,250,3
Co,0.31792,4,4,250,3
Hg,0.1808,4,4,250,3
Ni,0.62032,4,4,250,3
Tl,0.45536,4,4,250,3
Pb,0.17568,4,4,250,3
Mo,0.19648,4,4,250,3
Sb,0.61312,4,4,250,3
Sn,0.31216,4,4,250,3
As,0.01664,2,5,250,3
Cd,0.13024,2,5,250,3
Co,0.0504,2,5,250,3
Hg,0.0336,2,5,250,3
Ni,0.02144,2,5,250,3
Tl,0.02752,2,5,250,3
Pb,0.05104,2,5,250,3
Mo,0.11728,2,5,250,3
Sb,0.61216,2,5,250,3
Sn,0.1896,2,5,250,3
As,0.04448,2,6,250,3
Cd,0.06144,2,6,250,3
Co,0.1072,2,6,250,3
Hg,0.59216,2,6,250,3
Ni,0.85552,2,6,250,3
Tl,0.33232,2,6,250,3
Pb,0.09712,2,6,250,3
Mo,0.0688,2,6,250,3
Sb,0.26976,2,6,250,3
Sn,0.05392,2,6,250,3
As,0.13696,2,1,251,3
Cd,0.55232,2,1,251,3
Co,0.36208,2,1,251,3
Hg,0.27952,2,1,251,3
Ni,0.94416,2,1,251,3
Tl,0.1792,2,1,251,3
Pb,0.512,2,1,251,3
Mo,0.35536,2,1,251,3
Sb,0.13936,2,1,251,3
Sn,0.1408,2,1,251,3
As,0.44816,3,2,251,3
Cd,0.60448,3,2,251,3
Co,0.23136,3,2,251,3
Hg,0.10896,3,2,251,3
Ni,0.72656,3,2,251,3
Tl,0.4184,3,2,251,3
Pb,0.28416,3,2,251,3
Mo,0.3968,3,2,251,3
Sb,0.63952,3,2,251,3
Sn,0.48192,3,2,251,3
As,0.44096,4,3,251,3
Cd,0.5584,4,3,251,3
Co,0.51744,4,3,251,3
Hg,0.50224,4,3,251,3
Ni,0.46528,4,3,251,3
Tl,0.528,4,3,251,3
Pb,0.51152,4,3,251,3
Mo,0.42848,4,3,251,3
Sb,0.53472,4,3,251,3
Sn,0.4544,4,3,251,3
As,0.05504,1,4,251,3
Cd,0.0352,1,4,251,3
Co,0.03984,1,4,251,3
Hg,0.32832,1,4,251,3
Ni,0.15552,1,4,251,3
Tl,0.03664,1,4,251,3
Pb,0.0528,1,4,251,3
Mo,0.0328,1,4,251,3
Sb,0.044,1,4,251,3
Sn,0.06464,1,4,251,3
As,0.12032,1,5,251,3
Cd,0.05824,1,5,251,3
Co,0.97232,1,5,251,3
Hg,0.99712,1,5,251,3
Ni,0.1136,1,5,251,3
Tl,0.06352,1,5,251,3
Pb,0.09632,1,5,251,3
Mo,0.04688,1,5,251,3
Sb,0.04848,1,5,251,3
Sn,0.05136,1,5,251,3
As,0.01904,2,6,251,3
Cd,0.20736,2,6,251,3
Co,0.0288,2,6,251,3
Hg,0.12992,2,6,251,3
Ni,0.93248,2,6,251,3
Tl,0.05376,2,6,251,3
Pb,0.03456,2,6,251,3
Mo,0.02304,2,6,251,3
Sb,0.18304,2,6,251,3
Sn,0.0616,2,6,251,3
As,0.23472,1,1,252,3
Cd,0.82848,1,1,252,3
Co,0.35328,1,1,252,3
Hg,0.26368,1,1,252,3
Ni,0.62848,1,1,252,3
Tl,0.96848,1,1,252,3
Pb,0.32224,1,1,252,3
Mo,0.224,1,1,252,3
Sb,0.28512,1,1,252,3
Sn,0.73216,1,1,252,3
As,0.11184,3,2,252,3
Cd,0.16256,3,2,252,3
Co,0.17152,3,2,252,3
Hg,0.3208,3,2,252,3
Ni,0.8848,3,2,252,3
Tl,0.82128,3,2,252,3
Pb,0.48832,3,2,252,3
Mo,0.26416,3,2,252,3
Sb,0.13584,3,2,252,3
Sn,0.43008,3,2,252,3
As,1.6e-4,3,3,252,3
Cd,0,3,3,252,3
Co,6.4e-4,3,3,252,3
Hg,3.2e-4,3,3,252,3
Ni,0.0016,3,3,252,3
Tl,8e-4,3,3,252,3
Pb,1.6e-4,3,3,252,3
Mo,0.02528,3,3,252,3
Sb,0,3,3,252,3
Sn,0.00176,3,3,252,3
As,0.03056,3,4,252,3
Cd,0.04432,3,4,252,3
Co,0.02736,3,4,252,3
Hg,0.1696,3,4,252,3
Ni,0.03408,3,4,252,3
Tl,0.4336,3,4,252,3
Pb,0.04336,3,4,252,3
Mo,0.04064,3,4,252,3
Sb,0.04256,3,4,252,3
Sn,0.01696,3,4,252,3
As,0.03904,3,5,252,3
Cd,0.0256,3,5,252,3
Co,0.04048,3,5,252,3
Hg,0.99984,3,5,252,3
Ni,0.99952,3,5,252,3
Tl,0.02576,3,5,252,3
Pb,0.01824,3,5,252,3
Mo,0.04848,3,5,252,3
Sb,0.25872,3,5,252,3
Sn,0.02224,3,5,252,3
As,0.02624,3,6,252,3
Cd,0.28384,3,6,252,3
Co,0.0808,3,6,252,3
Hg,0.05376,3,6,252,3
Ni,0.98976,3,6,252,3
Tl,0.16064,3,6,252,3
Pb,0.02944,3,6,252,3
Mo,0.8656,3,6,252,3
Sb,0.0344,3,6,252,3
Sn,0.10624,3,6,252,3
As,0.364,3,1,253,3
Cd,0.2648,3,1,253,3
Co,0.26224,3,1,253,3
Hg,0.33664,3,1,253,3
Ni,0.97856,3,1,253,3
Tl,0.37712,3,1,253,3
Pb,0.25888,3,1,253,3
Mo,0.18528,3,1,253,3
Sb,0.31328,3,1,253,3
Sn,0.36592,3,1,253,3
As,0.25184,4,2,253,3
Cd,0.55472,4,2,253,3
Co,0.74352,4,2,253,3
Hg,0.36992,4,2,253,3
Ni,0.63392,4,2,253,3
Tl,0.32176,4,2,253,3
Pb,0.4904,4,2,253,3
Mo,0.52256,4,2,253,3
Sb,0.27232,4,2,253,3
Sn,0.428,4,2,253,3
