variable,PIP,df,race,trial,case
Mo,0.02352,3,6,21,1
Sb,0.98128,3,6,21,1
Sn,0.06288,3,6,21,1
As,0,3,1,22,1
Cd,6.4e-4,3,1,22,1
Co,1.6e-4,3,1,22,1
Hg,0.00192,3,1,22,1
Ni,0.00272,3,1,22,1
Tl,0.00176,3,1,22,1
Pb,0.09472,3,1,22,1
Mo,0.00128,3,1,22,1
Sb,0.15952,3,1,22,1
Sn,0,3,1,22,1
As,0.30112,4,2,22,1
Cd,0.33136,4,2,22,1
Co,0.26304,4,2,22,1
Hg,0.42928,4,2,22,1
Ni,0.3704,4,2,22,1
Tl,0.39744,4,2,22,1
Pb,0.2112,4,2,22,1
Mo,0.4096,4,2,22,1
Sb,0.30352,4,2,22,1
Sn,0.44176,4,2,22,1
As,0.36512,3,3,22,1
Cd,0.41648,3,3,22,1
Co,0.48832,3,3,22,1
Hg,0.51328,3,3,22,1
Ni,0.5208,3,3,22,1
Tl,0.43392,3,3,22,1
Pb,0.49744,3,3,22,1
Mo,0.60672,3,3,22,1
Sb,0.4448,3,3,22,1
Sn,0.34912,3,3,22,1
As,0.04032,3,4,22,1
Cd,0.78432,3,4,22,1
Co,0.1064,3,4,22,1
Hg,0.48464,3,4,22,1
Ni,0.92656,3,4,22,1
Tl,0.98304,3,4,22,1
Pb,0.09504,3,4,22,1
Mo,0.10432,3,4,22,1
Sb,0.11456,3,4,22,1
Sn,0.74272,3,4,22,1
As,0.87216,4,5,22,1
Cd,0.6952,4,5,22,1
Co,0.23312,4,5,22,1
Hg,0.976,4,5,22,1
Ni,0.50384,4,5,22,1
Tl,0.02576,4,5,22,1
Pb,0.1512,4,5,22,1
Mo,0.04896,4,5,22,1
Sb,0.1472,4,5,22,1
Sn,0.13776,4,5,22,1
As,0.11344,3,6,22,1
Cd,0.05264,3,6,22,1
Co,0.06128,3,6,22,1
Hg,0.1336,3,6,22,1
Ni,0.124,3,6,22,1
Tl,0.21376,3,6,22,1
Pb,0.09856,3,6,22,1
Mo,0.12352,3,6,22,1
Sb,0.07712,3,6,22,1
Sn,0.21024,3,6,22,1
As,0.64928,4,1,23,1
Cd,0.34208,4,1,23,1
Co,0.1984,4,1,23,1
Hg,0.09248,4,1,23,1
Ni,0.10688,4,1,23,1
Tl,0.1928,4,1,23,1
Pb,0.1712,4,1,23,1
Mo,0.2672,4,1,23,1
Sb,0.24384,4,1,23,1
Sn,0.10528,4,1,23,1
As,0.08016,2,2,23,1
Cd,0.35312,2,2,23,1
Co,0.23104,2,2,23,1
Hg,0.28016,2,2,23,1
Ni,0.08832,2,2,23,1
Tl,0.37296,2,2,23,1
Pb,0.13936,2,2,23,1
Mo,0.13312,2,2,23,1
Sb,0.41088,2,2,23,1
Sn,0.0688,2,2,23,1
As,0.47952,3,3,23,1
Cd,0.49408,3,3,23,1
Co,0.47392,3,3,23,1
Hg,0.50448,3,3,23,1
Ni,0.47104,3,3,23,1
Tl,0.47008,3,3,23,1
Pb,0.4592,3,3,23,1
Mo,0.46304,3,3,23,1
Sb,0.83456,3,3,23,1
Sn,0.46624,3,3,23,1
As,0.08176,2,4,23,1
Cd,0.1248,2,4,23,1
Co,0.09952,2,4,23,1
Hg,0.45184,2,4,23,1
Ni,0.57136,2,4,23,1
Tl,0.04544,2,4,23,1
Pb,0.17456,2,4,23,1
Mo,0.04912,2,4,23,1
Sb,0.83744,2,4,23,1
Sn,0.15536,2,4,23,1
As,0.12592,2,5,23,1
Cd,0.0232,2,5,23,1
Co,0.0272,2,5,23,1
Hg,0.024,2,5,23,1
Ni,0.11408,2,5,23,1
Tl,0.03232,2,5,23,1
Pb,0.07712,2,5,23,1
Mo,0.05136,2,5,23,1
Sb,0.71072,2,5,23,1
Sn,0.0896,2,5,23,1
As,0.02048,3,6,23,1
Cd,0.05456,3,6,23,1
Co,0.01328,3,6,23,1
Hg,0.01296,3,6,23,1
Ni,0.00944,3,6,23,1
Tl,0.00656,3,6,23,1
Pb,0.0064,3,6,23,1
Mo,0.0128,3,6,23,1
Sb,0.11632,3,6,23,1
Sn,0.04128,3,6,23,1
As,0.516,4,1,24,1
Cd,0.61584,4,1,24,1
Co,0.64912,4,1,24,1
Hg,0.50048,4,1,24,1
Ni,0.46992,4,1,24,1
Tl,0.468,4,1,24,1
Pb,0.46592,4,1,24,1
Mo,0.49712,4,1,24,1
Sb,0.50608,4,1,24,1
Sn,0.92848,4,1,24,1
As,0.03824,4,2,24,1
Cd,0.05776,4,2,24,1
Co,0.16144,4,2,24,1
Hg,0.18816,4,2,24,1
Ni,0.06992,4,2,24,1
Tl,0.26688,4,2,24,1
Pb,0.37488,4,2,24,1
Mo,0.25568,4,2,24,1
Sb,0.02768,4,2,24,1
Sn,0.12592,4,2,24,1
As,0.37776,3,3,24,1
Cd,0.44608,3,3,24,1
Co,0.44512,3,3,24,1
Hg,0.3968,3,3,24,1
Ni,0.49376,3,3,24,1
Tl,0.47424,3,3,24,1
Pb,0.3616,3,3,24,1
Mo,0.29536,3,3,24,1
Sb,0.54096,3,3,24,1
Sn,0.50672,3,3,24,1
As,0.85648,4,4,24,1
Cd,0.01776,4,4,24,1
Co,0.03872,4,4,24,1
Hg,0.04816,4,4,24,1
Ni,0.23456,4,4,24,1
Tl,0.02208,4,4,24,1
Pb,0.0264,4,4,24,1
Mo,0.03088,4,4,24,1
Sb,0.10192,4,4,24,1
Sn,0.10144,4,4,24,1
As,0.068,2,5,24,1
Cd,0.09792,2,5,24,1
Co,0.03824,2,5,24,1
Hg,0.18032,2,5,24,1
Ni,0.64528,2,5,24,1
Tl,0.4216,2,5,24,1
Pb,0.05664,2,5,24,1
Mo,0.50288,2,5,24,1
Sb,0.97856,2,5,24,1
Sn,0.5976,2,5,24,1
As,0.05792,1,6,24,1
Cd,0.0936,1,6,24,1
Co,0.10288,1,6,24,1
Hg,0.67184,1,6,24,1
Ni,0.17152,1,6,24,1
Tl,0.19456,1,6,24,1
Pb,0.11584,1,6,24,1
Mo,0.04096,1,6,24,1
Sb,0.07136,1,6,24,1
Sn,0.08112,1,6,24,1
As,0.58784,3,1,25,1
Cd,0.29888,3,1,25,1
Co,0.41456,3,1,25,1
Hg,0.368,3,1,25,1
Ni,0.36896,3,1,25,1
Tl,0.42608,3,1,25,1
Pb,0.49856,3,1,25,1
Mo,0.30176,3,1,25,1
Sb,0.55664,3,1,25,1
Sn,0.61072,3,1,25,1
As,0.22832,3,2,25,1
Cd,0.1824,3,2,25,1
Co,0.07312,3,2,25,1
Hg,0.05376,3,2,25,1
Ni,0.0656,3,2,25,1
Tl,0.23056,3,2,25,1
Pb,0.04752,3,2,25,1
Mo,0.18496,3,2,25,1
Sb,0.04976,3,2,25,1
Sn,0.09776,3,2,25,1
As,0.4928,3,3,25,1
Cd,0.32,3,3,25,1
Co,0.25008,3,3,25,1
Hg,0.3336,3,3,25,1
Ni,0.3704,3,3,25,1
Tl,0.33344,3,3,25,1
Pb,0.30752,3,3,25,1
Mo,0.38224,3,3,25,1
Sb,0.52352,3,3,25,1
Sn,0.75856,3,3,25,1
As,0.04208,1,4,25,1
Cd,0.03936,1,4,25,1
Co,0.05184,1,4,25,1
Hg,0.09216,1,4,25,1
Ni,0.31184,1,4,25,1
Tl,0.0664,1,4,25,1
Pb,0.08656,1,4,25,1
Mo,0.1512,1,4,25,1
Sb,0.0456,1,4,25,1
Sn,0.04256,1,4,25,1
As,0.47968,3,5,25,1
Cd,0.008,3,5,25,1
Co,0.01856,3,5,25,1
Hg,0.00624,3,5,25,1
Ni,0.02272,3,5,25,1
Tl,0.00896,3,5,25,1
Pb,0.1224,3,5,25,1
Mo,0.01216,3,5,25,1
Sb,0.02496,3,5,25,1
Sn,0.00656,3,5,25,1
As,0.05232,1,6,25,1
Cd,0.06208,1,6,25,1
Co,0.04256,1,6,25,1
Hg,0.06912,1,6,25,1
Ni,0.0584,1,6,25,1
Tl,0.46992,1,6,25,1
Pb,0.05568,1,6,25,1
Mo,0.04992,1,6,25,1
Sb,0.11264,1,6,25,1
Sn,0.74704,1,6,25,1
As,0.18,4,1,26,1
Cd,0.22416,4,1,26,1
Co,0.40688,4,1,26,1
Hg,0.24288,4,1,26,1
Ni,0.18832,4,1,26,1
Tl,0.9432,4,1,26,1
Pb,0.17424,4,1,26,1
Mo,0.1376,4,1,26,1
Sb,0.49008,4,1,26,1
Sn,0.15104,4,1,26,1
As,0.12368,2,2,26,1
Cd,0.1472,2,2,26,1
Co,0.1688,2,2,26,1
Hg,0.34064,2,2,26,1
Ni,0.31296,2,2,26,1
Tl,0.09008,2,2,26,1
Pb,0.35488,2,2,26,1
Mo,0.25264,2,2,26,1
Sb,0.56528,2,2,26,1
Sn,0.13968,2,2,26,1
As,0.51888,4,3,26,1
Cd,0.5432,4,3,26,1
Co,0.5456,4,3,26,1
Hg,0.50944,4,3,26,1
Ni,0.53616,4,3,26,1
Tl,0.5144,4,3,26,1
Pb,0.49792,4,3,26,1
Mo,0.46896,4,3,26,1
Sb,0.51472,4,3,26,1
Sn,0.50832,4,3,26,1
As,0.02176,2,4,26,1
Cd,0.01552,2,4,26,1
Co,0.6992,2,4,26,1
Hg,0.02576,2,4,26,1
Ni,0.55072,2,4,26,1
Tl,0.02752,2,4,26,1
Pb,0.04896,2,4,26,1
Mo,0.02928,2,4,26,1
Sb,0.53184,2,4,26,1
Sn,0.02656,2,4,26,1
As,0.03264,1,5,26,1
Cd,0.03216,1,5,26,1
Co,0.03312,1,5,26,1
Hg,0.16768,1,5,26,1
Ni,0.07584,1,5,26,1
Tl,0.02448,1,5,26,1
Pb,0.07552,1,5,26,1
Mo,0.02768,1,5,26,1
Sb,0.04112,1,5,26,1
Sn,0.39248,1,5,26,1
As,0.01712,3,6,26,1
Cd,0.01168,3,6,26,1
Co,0.16352,3,6,26,1
Hg,0.03312,3,6,26,1
Ni,0.05536,3,6,26,1
Tl,0.0384,3,6,26,1
Pb,0.02896,3,6,26,1
Mo,0.01232,3,6,26,1
Sb,0.99888,3,6,26,1
Sn,0.04608,3,6,26,1
As,0.3784,4,1,27,1
Cd,0.32912,4,1,27,1
Co,0.44544,4,1,27,1
Hg,0.48064,4,1,27,1
Ni,0.67904,4,1,27,1
Tl,0.50416,4,1,27,1
Pb,0.47344,4,1,27,1
Mo,0.48528,4,1,27,1
Sb,0.36912,4,1,27,1
Sn,0.50016,4,1,27,1
As,0.22352,4,2,27,1
Cd,0.34592,4,2,27,1
Co,0.20432,4,2,27,1
Hg,0.11824,4,2,27,1
Ni,0.14272,4,2,27,1
Tl,0.22768,4,2,27,1
Pb,0.2024,4,2,27,1
Mo,0.14192,4,2,27,1
Sb,0.4104,4,2,27,1
Sn,0.2376,4,2,27,1
As,0.43632,4,3,27,1
Cd,0.46016,4,3,27,1
Co,0.49888,4,3,27,1
Hg,0.50096,4,3,27,1
Ni,0.53392,4,3,27,1
Tl,0.5488,4,3,27,1
Pb,0.43824,4,3,27,1
Mo,0.50672,4,3,27,1
Sb,0.43728,4,3,27,1
Sn,0.49536,4,3,27,1
As,0.01328,4,4,27,1
Cd,0.0904,4,4,27,1
Co,0.02272,4,4,27,1
Hg,0.19344,4,4,27,1
Ni,0.01072,4,4,27,1
Tl,0.06112,4,4,27,1
Pb,0.01664,4,4,27,1
Mo,0.00848,4,4,27,1
Sb,0.0144,4,4,27,1
Sn,0.00624,4,4,27,1
As,0.02816,3,5,27,1
Cd,0.02416,3,5,27,1
Co,0.0248,3,5,27,1
Hg,0.97936,3,5,27,1
Ni,0.93776,3,5,27,1
Tl,0.1544,3,5,27,1
Pb,0.352,3,5,27,1
Mo,0.02528,3,5,27,1
Sb,0.94864,3,5,27,1
Sn,0.029760000000000002,3,5,27,1
As,0.07776,2,6,27,1
Cd,0.03184,2,6,27,1
Co,0.06064,2,6,27,1
Hg,0.07184,2,6,27,1
Ni,0.04272,2,6,27,1
Tl,0.152,2,6,27,1
Pb,0.05152,2,6,27,1
Mo,0.03808,2,6,27,1
Sb,0.0616,2,6,27,1
Sn,0.08,2,6,27,1
As,0.45056,3,1,28,1
Cd,0.47056,3,1,28,1
Co,0.63168,3,1,28,1
Hg,0.3624,3,1,28,1
Ni,0.46176,3,1,28,1
Tl,0.45056,3,1,28,1
Pb,0.416,3,1,28,1
Mo,0.45776,3,1,28,1
Sb,0.4688,3,1,28,1
Sn,0.47776,3,1,28,1
As,0.21152,4,2,28,1
Cd,0.36096,4,2,28,1
Co,0.19696,4,2,28,1
Hg,0.15584,4,2,28,1
Ni,0.47408,4,2,28,1
Tl,0.32688,4,2,28,1
Pb,0.18064,4,2,28,1
Mo,0.08336,4,2,28,1
Sb,0.33312,4,2,28,1
Sn,0.06032,4,2,28,1
As,0.47744,4,3,28,1
Cd,0.48224,4,3,28,1
Co,0.6408,4,3,28,1
Hg,0.59664,4,3,28,1
Ni,0.36928,4,3,28,1
Tl,0.4816,4,3,28,1
Pb,0.5384,4,3,28,1
Mo,0.42384,4,3,28,1
Sb,0.63808,4,3,28,1
Sn,0.67008,4,3,28,1
As,0.13536,4,4,28,1
Cd,0.012,4,4,28,1
Co,0.13424,4,4,28,1
Hg,0.05104,4,4,28,1
Ni,0.94144,4,4,28,1
Tl,0.0128,4,4,28,1
Pb,0.17936,4,4,28,1
Mo,0.01936,4,4,28,1
Sb,0.11472,4,4,28,1
Sn,0.01424,4,4,28,1
As,0.01776,3,5,28,1
Cd,0.04432,3,5,28,1
Co,0.06256,3,5,28,1
Hg,0.06688,3,5,28,1
Ni,0.04256,3,5,28,1
Tl,0.02192,3,5,28,1
Pb,0.0904,3,5,28,1
Mo,0.51728,3,5,28,1
Sb,0.08608,3,5,28,1
Sn,0.01776,3,5,28,1
As,0.10032,3,6,28,1
Cd,0.07168,3,6,28,1
Co,0.0744,3,6,28,1
Hg,0.05904,3,6,28,1
Ni,0.2272,3,6,28,1
Tl,0.38304,3,6,28,1
Pb,0.348,3,6,28,1
Mo,0.06656,3,6,28,1
Sb,0.54928,3,6,28,1
Sn,0.11168,3,6,28,1
As,0.30368,2,1,29,1
Cd,0.42544,2,1,29,1
Co,0.52944,2,1,29,1
Hg,0.8128,2,1,29,1
Ni,0.56432,2,1,29,1
Tl,0.28832,2,1,29,1
Pb,0.48592,2,1,29,1
Mo,0.5984,2,1,29,1
Sb,0.52704,2,1,29,1
Sn,0.38064,2,1,29,1
As,0.18,4,2,29,1
Cd,0.4288,4,2,29,1
Co,0.30432,4,2,29,1
Hg,0.57216,4,2,29,1
Ni,0.12928,4,2,29,1
Tl,0.16592,4,2,29,1
Pb,0.6072,4,2,29,1
Mo,0.2584,4,2,29,1
Sb,0.4856,4,2,29,1
Sn,0.20672,4,2,29,1
As,0.46688,4,3,29,1
Cd,0.4744,4,3,29,1
Co,0.43984,4,3,29,1
Hg,0.492,4,3,29,1
Ni,0.45312,4,3,29,1
Tl,0.51104,4,3,29,1
Pb,0.48784,4,3,29,1
Mo,0.43632,4,3,29,1
Sb,0.4536,4,3,29,1
Sn,0.4512,4,3,29,1
As,0.04864,4,4,29,1
Cd,0.06304,4,4,29,1
Co,0.50768,4,4,29,1
Hg,0.06464,4,4,29,1
Ni,0.10032,4,4,29,1
Tl,0.04432,4,4,29,1
Pb,0.01952,4,4,29,1
Mo,0.0312,4,4,29,1
Sb,0.19584,4,4,29,1
Sn,0.04736,4,4,29,1
As,0.03888,1,5,29,1
Cd,0.052,1,5,29,1
Co,0.06096,1,5,29,1
Hg,0.88208,1,5,29,1
Ni,0.46512,1,5,29,1
Tl,0.064,1,5,29,1
Pb,0.83824,1,5,29,1
Mo,0.0392,1,5,29,1
Sb,0.41952,1,5,29,1
Sn,0.02912,1,5,29,1
As,0.06544,4,6,29,1
Cd,0.35536,4,6,29,1
Co,0.35984,4,6,29,1
Hg,0.49056,4,6,29,1
Ni,0.13808,4,6,29,1
Tl,0.10384,4,6,29,1
Pb,0.47712,4,6,29,1
Mo,0.2816,4,6,29,1
Sb,0.77472,4,6,29,1
Sn,0.11952,4,6,29,1
As,0.30192,4,1,2,1
Cd,0.47536,4,1,2,1
Co,0.47072,4,1,2,1
Hg,0.28384,4,1,2,1
Ni,0.30672,4,1,2,1
Tl,0.28176,4,1,2,1
Pb,0.29952,4,1,2,1
Mo,0.54352,4,1,2,1
Sb,0.45456,4,1,2,1
Sn,0.54064,4,1,2,1
As,0.44496,4,2,2,1
Cd,0.42208,4,2,2,1
Co,0.31648,4,2,2,1
Hg,0.50656,4,2,2,1
Ni,0.54176,4,2,2,1
Tl,0.40736,4,2,2,1
Pb,0.5928,4,2,2,1
Mo,0.60336,4,2,2,1
Sb,0.56304,4,2,2,1
Sn,0.19696,4,2,2,1
As,0.31088,4,3,2,1
Cd,0.2392,4,3,2,1
Co,0.59424,4,3,2,1
Hg,0.34688,4,3,2,1
Ni,0.5352,4,3,2,1
Tl,0.32816,4,3,2,1
Pb,0.59552,4,3,2,1
Mo,0.32336,4,3,2,1
Sb,0.33824,4,3,2,1
Sn,0.25984,4,3,2,1
As,0.03136,2,4,2,1
Cd,0.04288,2,4,2,1
Co,0.02448,2,4,2,1
Hg,0.13904,2,4,2,1
Ni,0.96096,2,4,2,1
Tl,0.02176,2,4,2,1
Pb,0.04048,2,4,2,1
Mo,0.32288,2,4,2,1
Sb,0.99792,2,4,2,1
Sn,0.04304,2,4,2,1
As,0.02848,3,5,2,1
Cd,0.03008,3,5,2,1
Co,0.12192,3,5,2,1
Hg,0.0968,3,5,2,1
Ni,0.99616,3,5,2,1
Tl,0.03088,3,5,2,1
Pb,0.42048,3,5,2,1
Mo,0.03728,3,5,2,1
Sb,0.99856,3,5,2,1
Sn,0.24672,3,5,2,1
As,0.05856,1,6,2,1
Cd,0.03632,1,6,2,1
Co,0.05136,1,6,2,1
Hg,0.21008,1,6,2,1
Ni,0.0672,1,6,2,1
Tl,0.25808,1,6,2,1
Pb,0.08592,1,6,2,1
Mo,0.04352,1,6,2,1
Sb,0.12448,1,6,2,1
Sn,0.0888,1,6,2,1
As,0.53776,3,1,30,1
Cd,0.44048,3,1,30,1
Co,0.56928,3,1,30,1
Hg,0.4632,3,1,30,1
Ni,0.49616,3,1,30,1
Tl,0.50464,3,1,30,1
Pb,0.5456,3,1,30,1
Mo,0.50608,3,1,30,1
Sb,0.472,3,1,30,1
Sn,0.51008,3,1,30,1
As,0.2656,4,2,30,1
Cd,0.34736,4,2,30,1
Co,0.32384,4,2,30,1
Hg,0.5016,4,2,30,1
Ni,0.1552,4,2,30,1
Tl,0.1936,4,2,30,1
Pb,0.22096,4,2,30,1
Mo,0.27568,4,2,30,1
Sb,0.8912,4,2,30,1
Sn,0.13984,4,2,30,1
As,0.41632,3,3,30,1
Cd,0.39744,3,3,30,1
Co,0.41344,3,3,30,1
Hg,0.70976,3,3,30,1
Ni,0.58496,3,3,30,1
Tl,0.61168,3,3,30,1
Pb,0.51664,3,3,30,1
Mo,0.35072,3,3,30,1
Sb,0.48,3,3,30,1
Sn,0.40464,3,3,30,1
As,0.10144,4,4,30,1
Cd,0.86896,4,4,30,1
Co,0.04992,4,4,30,1
Hg,0.87632,4,4,30,1
Ni,0.99904,4,4,30,1
Tl,0.064,4,4,30,1
Pb,0.04224,4,4,30,1
Mo,0.12768,4,4,30,1
Sb,0.0784,4,4,30,1
Sn,0.17856,4,4,30,1
As,0.09504,1,5,30,1
Cd,0.03312,1,5,30,1
Co,0.04352,1,5,30,1
Hg,0.15664,1,5,30,1
Ni,0.448,1,5,30,1
Tl,0.3176,1,5,30,1
Pb,0.0896,1,5,30,1
Mo,0.06144,1,5,30,1
Sb,0.13056,1,5,30,1
Sn,0.05104,1,5,30,1
As,0.19824,4,6,30,1
Cd,0.46576,4,6,30,1
Co,0.04464,4,6,30,1
Hg,0.22352,4,6,30,1
Ni,0.1768,4,6,30,1
Tl,0.18624,4,6,30,1
Pb,0.20976,4,6,30,1
Mo,0.03296,4,6,30,1
Sb,0.70896,4,6,30,1
Sn,0.25184,4,6,30,1
As,0.43872,4,1,31,1
Cd,0.1944,4,1,31,1
Co,0.50928,4,1,31,1
Hg,0.3344,4,1,31,1
Ni,0.23344,4,1,31,1
Tl,0.34784,4,1,31,1
Pb,0.58384,4,1,31,1
Mo,0.30128,4,1,31,1
Sb,0.2152,4,1,31,1
Sn,0.33472,4,1,31,1
As,0.1272,4,2,31,1
Cd,0.28896,4,2,31,1
Co,0.684,4,2,31,1
Hg,0.92704,4,2,31,1
Ni,0.44576,4,2,31,1
Tl,0.14096,4,2,31,1
Pb,0.19616,4,2,31,1
Mo,0.37456,4,2,31,1
Sb,0.236,4,2,31,1
Sn,0.22096,4,2,31,1
As,0.39968,3,3,31,1
Cd,0.44736,3,3,31,1
Co,0.56608,3,3,31,1
Hg,0.50112,3,3,31,1
Ni,0.53232,3,3,31,1
Tl,0.39824,3,3,31,1
Pb,0.3536,3,3,31,1
Mo,0.35472,3,3,31,1
Sb,0.52816,3,3,31,1
Sn,0.30816,3,3,31,1
As,0.14048,2,4,31,1
Cd,0.10416,2,4,31,1
Co,0.12624,2,4,31,1
Hg,0.1424,2,4,31,1
Ni,0.12464,2,4,31,1
Tl,0.06832,2,4,31,1
Pb,0.04512,2,4,31,1
Mo,0.29552,2,4,31,1
Sb,0.78624,2,4,31,1
Sn,0.028,2,4,31,1
As,0.04384,3,5,31,1
Cd,0.07488,3,5,31,1
Co,0.15776,3,5,31,1
Hg,0.91136,3,5,31,1
Ni,0.59936,3,5,31,1
Tl,0.03568,3,5,31,1
Pb,0.08208,3,5,31,1
Mo,0.128,3,5,31,1
Sb,0.89488,3,5,31,1
Sn,0.92816,3,5,31,1
As,0.00816,3,6,31,1
Cd,0.20864,3,6,31,1
Co,0.14976,3,6,31,1
Hg,0.05424,3,6,31,1
Ni,0.0456,3,6,31,1
Tl,0.02064,3,6,31,1
Pb,0.52816,3,6,31,1
Mo,0.74592,3,6,31,1
Sb,0.0608,3,6,31,1
Sn,0.01632,3,6,31,1
As,0.66064,2,1,32,1
Cd,0.2448,2,1,32,1
Co,0.19408,2,1,32,1
Hg,0.26704,2,1,32,1
Ni,0.28592,2,1,32,1
Tl,0.44928,2,1,32,1
Pb,0.36496,2,1,32,1
Mo,0.86432,2,1,32,1
Sb,0.45136,2,1,32,1
Sn,0.61104,2,1,32,1
As,0.34736,2,2,32,1
Cd,0.30096,2,2,32,1
Co,0.60224,2,2,32,1
Hg,0.40992,2,2,32,1
Ni,0.83088,2,2,32,1
Tl,0.85952,2,2,32,1
Pb,0.78704,2,2,32,1
Mo,0.40992,2,2,32,1
Sb,0.50352,2,2,32,1
Sn,0.21664,2,2,32,1
As,0.64432,3,3,32,1
Cd,0.46432,3,3,32,1
Co,0.41872,3,3,32,1
Hg,0.40256,3,3,32,1
Ni,0.34784,3,3,32,1
Tl,0.46592,3,3,32,1
Pb,0.41376,3,3,32,1
Mo,0.4984,3,3,32,1
Sb,0.51056,3,3,32,1
Sn,0.40992,3,3,32,1
As,0.3624,3,4,32,1
Cd,0.33392,3,4,32,1
Co,0.01504,3,4,32,1
Hg,0.06672,3,4,32,1
Ni,0.03184,3,4,32,1
Tl,0.0224,3,4,32,1
Pb,0.03056,3,4,32,1
Mo,0.02688,3,4,32,1
Sb,0.82608,3,4,32,1
Sn,0.04336,3,4,32,1
As,0.02624,3,5,32,1
Cd,0.0576,3,5,32,1
Co,0.06944,3,5,32,1
Hg,0.8824,3,5,32,1
Ni,0.36432,3,5,32,1
Tl,0.01456,3,5,32,1
Pb,0.11152,3,5,32,1
Mo,0.09696,3,5,32,1
Sb,0.11536,3,5,32,1
Sn,0.26272,3,5,32,1
As,0.12208,3,6,32,1
Cd,0.1128,3,6,32,1
Co,0.1464,3,6,32,1
Hg,0.07984,3,6,32,1
Ni,0.94096,3,6,32,1
Tl,0.01456,3,6,32,1
Pb,0.08384,3,6,32,1
Mo,0.02336,3,6,32,1
Sb,0.12064,3,6,32,1
Sn,0.07024,3,6,32,1
As,0.55648,3,1,33,1
Cd,0.49296,3,1,33,1
Co,0.38688,3,1,33,1
Hg,0.33392,3,1,33,1
Ni,0.51552,3,1,33,1
Tl,0.48976,3,1,33,1
Pb,0.51392,3,1,33,1
Mo,0.35776,3,1,33,1
Sb,0.48944,3,1,33,1
Sn,0.3424,3,1,33,1
As,0.42576,4,2,33,1
Cd,0.07264,4,2,33,1
Co,0.11232,4,2,33,1
Hg,0.08544,4,2,33,1
Ni,0.4048,4,2,33,1
Tl,0.29616,4,2,33,1
Pb,0.13904,4,2,33,1
Mo,0.4992,4,2,33,1
Sb,0.13024,4,2,33,1
Sn,0.12864,4,2,33,1
As,0.57616,2,3,33,1
Cd,0.44784,2,3,33,1
Co,0.78896,2,3,33,1
Hg,0.58,2,3,33,1
Ni,0.52016,2,3,33,1
Tl,0.3984,2,3,33,1
Pb,0.44784,2,3,33,1
Mo,0.63856,2,3,33,1
Sb,0.6488,2,3,33,1
Sn,0.47408,2,3,33,1
As,0.08336,1,4,33,1
Cd,0.06368,1,4,33,1
Co,0.03792,1,4,33,1
Hg,0.38016,1,4,33,1
Ni,0.05664,1,4,33,1
Tl,0.05424,1,4,33,1
Pb,0.34127999999999997,1,4,33,1
Mo,0.06752,1,4,33,1
Sb,0.86448,1,4,33,1
Sn,0.88304,1,4,33,1
As,0.0432,1,5,33,1
Cd,0.05232,1,5,33,1
Co,0.168,1,5,33,1
Hg,0.06144,1,5,33,1
Ni,0.212,1,5,33,1
Tl,0.03328,1,5,33,1
Pb,0.12496,1,5,33,1
Mo,0.03216,1,5,33,1
Sb,0.07648,1,5,33,1
Sn,0.04336,1,5,33,1
As,0.06144,1,6,33,1
Cd,0.05088,1,6,33,1
Co,0.07424,1,6,33,1
Hg,0.47232,1,6,33,1
Ni,0.75872,1,6,33,1
Tl,0.09184,1,6,33,1
Pb,0.04496,1,6,33,1
Mo,0.19904,1,6,33,1
Sb,0.07248,1,6,33,1
Sn,0.04608,1,6,33,1
As,0.22736,3,1,34,1
Cd,0.30096,3,1,34,1
Co,0.18416,3,1,34,1
Hg,0.1904,3,1,34,1
Ni,0.2504,3,1,34,1
Tl,0.20336,3,1,34,1
Pb,0.46896,3,1,34,1
Mo,0.33344,3,1,34,1
Sb,0.30464,3,1,34,1
Sn,0.844,3,1,34,1
As,0.064,2,2,34,1
Cd,0.13168,2,2,34,1
Co,0.26784,2,2,34,1
Hg,0.82816,2,2,34,1
Ni,0.88128,2,2,34,1
Tl,0.39744,2,2,34,1
Pb,0.18384,2,2,34,1
Mo,0.17808,2,2,34,1
Sb,0.99504,2,2,34,1
Sn,0.08496,2,2,34,1
As,0.39664,4,3,34,1
Cd,0.51456,4,3,34,1
Co,0.53616,4,3,34,1
Hg,0.32128,4,3,34,1
Ni,0.3856,4,3,34,1
Tl,0.41536,4,3,34,1
Pb,0.46288,4,3,34,1
Mo,0.46544,4,3,34,1
Sb,0.44144,4,3,34,1
Sn,0.46928,4,3,34,1
As,0.02384,4,4,34,1
Cd,0.1264,4,4,34,1
Co,0.01472,4,4,34,1
Hg,0.02224,4,4,34,1
Ni,0.68192,4,4,34,1
Tl,0.05616,4,4,34,1
Pb,0.0272,4,4,34,1
Mo,0.04736,4,4,34,1
Sb,0.04016,4,4,34,1
Sn,0.11296,4,4,34,1
As,0.34256,4,5,34,1
Cd,0.05152,4,5,34,1
Co,0.08112,4,5,34,1
Hg,0.7856,4,5,34,1
Ni,0.96832,4,5,34,1
Tl,0.01952,4,5,34,1
Pb,0.17504,4,5,34,1
Mo,0.1048,4,5,34,1
Sb,0.18896,4,5,34,1
Sn,0.08624,4,5,34,1
As,0.004,3,6,34,1
Cd,0.00528,3,6,34,1
Co,0.01616,3,6,34,1
Hg,0.00512,3,6,34,1
Ni,0.27152,3,6,34,1
Tl,0.07872,3,6,34,1
