variable,PIP,trial,df,case
As,0.0256,1471,3,15
Cd,0.12032,1471,3,15
Co,0.10912,1471,3,15
Hg,0.47968,1471,3,15
Ni,0.99856,1471,3,15
Tl,0.3136,1471,3,15
Pb,0.104,1471,3,15
Mo,0.0288,1471,3,15
Sb,0.98288,1471,3,15
Sn,0.02528,1471,3,15
As,0.01216,1472,2,15
Cd,0.044,1472,2,15
Co,0.03536,1472,2,15
Hg,0.9136,1472,2,15
Ni,0.99888,1472,2,15
Tl,0.17456,1472,2,15
Pb,0.03856,1472,2,15
Mo,0.04528,1472,2,15
Sb,0.8648,1472,2,15
Sn,0.87984,1472,2,15
As,0.08896,1473,1,15
Cd,0.02784,1473,1,15
Co,0.05984,1473,1,15
Hg,0.98176,1473,1,15
Ni,0.99776,1473,1,15
Tl,0.04368,1473,1,15
Pb,0.04736,1473,1,15
Mo,0.02688,1473,1,15
Sb,0.49824,1473,1,15
Sn,0.03248,1473,1,15
As,0.05584,1474,3,15
Cd,0.029760000000000002,1474,3,15
Co,0.0296,1474,3,15
Hg,0.216,1474,3,15
Ni,0.9992,1474,3,15
Tl,0.02512,1474,3,15
Pb,0.01296,1474,3,15
Mo,0.11728,1474,3,15
Sb,0.97728,1474,3,15
Sn,0.07008,1474,3,15
As,0.0568,1475,3,15
Cd,0.03104,1475,3,15
Co,0.05792,1475,3,15
Hg,0.8392,1475,3,15
Ni,0.91648,1475,3,15
Tl,0.06896,1475,3,15
Pb,0.02704,1475,3,15
Mo,0.0552,1475,3,15
Sb,0.99888,1475,3,15
Sn,0.0544,1475,3,15
As,0.02336,1476,3,15
Cd,0.00384,1476,3,15
Co,0.01712,1476,3,15
Hg,0.00416,1476,3,15
Ni,0.58416,1476,3,15
Tl,0.00768,1476,3,15
Pb,0.00672,1476,3,15
Mo,0.03056,1476,3,15
Sb,0.99968,1476,3,15
Sn,0.0144,1476,3,15
As,0.0192,1477,1,15
Cd,0.15776,1477,1,15
Co,0.04624,1477,1,15
Hg,0.07248,1477,1,15
Ni,0.94304,1477,1,15
Tl,0.02336,1477,1,15
Pb,0.0248,1477,1,15
Mo,0.03072,1477,1,15
Sb,0.08064,1477,1,15
Sn,0.02416,1477,1,15
As,0.02288,1478,2,15
Cd,0.05728,1478,2,15
Co,0.05568,1478,2,15
Hg,0.22752,1478,2,15
Ni,0.9992,1478,2,15
Tl,0.04736,1478,2,15
Pb,0.028,1478,2,15
Mo,0.0368,1478,2,15
Sb,0.98032,1478,2,15
Sn,0.0616,1478,2,15
As,0.08192,1479,2,15
Cd,0.1464,1479,2,15
Co,0.08576,1479,2,15
Hg,0.87616,1479,2,15
Ni,0.78928,1479,2,15
Tl,0.15776,1479,2,15
Pb,0.06032,1479,2,15
Mo,0.0464,1479,2,15
Sb,0.99984,1479,2,15
Sn,0.96224,1479,2,15
As,0.23184,1480,2,15
Cd,0.04672,1480,2,15
Co,0.09504,1480,2,15
Hg,0.91216,1480,2,15
Ni,0.41184,1480,2,15
Tl,0.0192,1480,2,15
Pb,0.14304,1480,2,15
Mo,0.02736,1480,2,15
Sb,0.99296,1480,2,15
Sn,0.30656,1480,2,15
As,0.02768,1481,3,15
Cd,0.03968,1481,3,15
Co,0.01792,1481,3,15
Hg,0.44288,1481,3,15
Ni,1,1481,3,15
Tl,0.05424,1481,3,15
Pb,0.02176,1481,3,15
Mo,0.25232,1481,3,15
Sb,0.91856,1481,3,15
Sn,0.06784,1481,3,15
As,0.028,1482,3,15
Cd,0.0176,1482,3,15
Co,0.02048,1482,3,15
Hg,0.04288,1482,3,15
Ni,0.99488,1482,3,15
Tl,0.03168,1482,3,15
Pb,0.02992,1482,3,15
Mo,0.01616,1482,3,15
Sb,0.99952,1482,3,15
Sn,0.26848,1482,3,15
As,0.22544,1483,3,15
Cd,0.01664,1483,3,15
Co,0.04848,1483,3,15
Hg,0.572,1483,3,15
Ni,0.8016,1483,3,15
Tl,0.02416,1483,3,15
Pb,0.01216,1483,3,15
Mo,0.048,1483,3,15
Sb,0.97872,1483,3,15
Sn,0.04704,1483,3,15
As,0.02864,1484,3,15
Cd,0.02384,1484,3,15
Co,0.04176,1484,3,15
Hg,0.07632,1484,3,15
Ni,0.94432,1484,3,15
Tl,0.0376,1484,3,15
Pb,0.03072,1484,3,15
Mo,0.03008,1484,3,15
Sb,0.93984,1484,3,15
Sn,0.02416,1484,3,15
As,0.13712,1485,3,15
Cd,0.04368,1485,3,15
Co,0.02816,1485,3,15
Hg,0.69648,1485,3,15
Ni,0.98288,1485,3,15
Tl,0.67824,1485,3,15
Pb,0.18096,1485,3,15
Mo,0.0216,1485,3,15
Sb,0.99792,1485,3,15
Sn,0.44544,1485,3,15
As,0.12928,1486,2,15
Cd,0.088,1486,2,15
Co,0.03488,1486,2,15
Hg,0.02368,1486,2,15
Ni,0.99808,1486,2,15
Tl,0.00864,1486,2,15
Pb,0.01104,1486,2,15
Mo,0.05264,1486,2,15
Sb,0.99552,1486,2,15
Sn,0.09408,1486,2,15
As,0.08064,1487,1,15
Cd,0.02592,1487,1,15
Co,0.05024,1487,1,15
Hg,0.98064,1487,1,15
Ni,1,1487,1,15
Tl,0.02592,1487,1,15
Pb,0.03264,1487,1,15
Mo,0.05408,1487,1,15
Sb,0.9928,1487,1,15
Sn,0.024,1487,1,15
As,0.0664,1488,3,15
Cd,0.04288,1488,3,15
Co,0.01088,1488,3,15
Hg,0.11184,1488,3,15
Ni,1,1488,3,15
Tl,0.01616,1488,3,15
Pb,0.00688,1488,3,15
Mo,0.01296,1488,3,15
Sb,0.23696,1488,3,15
Sn,0.01584,1488,3,15
As,0.06448,1489,2,15
Cd,0.0184,1489,2,15
Co,0.08,1489,2,15
Hg,0.32016,1489,2,15
Ni,0.67152,1489,2,15
Tl,0.5016,1489,2,15
Pb,0.11888,1489,2,15
Mo,0.05792,1489,2,15
Sb,0.99904,1489,2,15
Sn,0.23824,1489,2,15
As,0.0232,1490,2,15
Cd,0.0256,1490,2,15
Co,0.01936,1490,2,15
Hg,0.62912,1490,2,15
Ni,0.06832,1490,2,15
Tl,0.12096,1490,2,15
Pb,0.01728,1490,2,15
Mo,0.0152,1490,2,15
Sb,0.99856,1490,2,15
Sn,0.03744,1490,2,15
As,0.11952,1491,2,15
Cd,0.04064,1491,2,15
Co,0.10416,1491,2,15
Hg,0.39936,1491,2,15
Ni,0.96896,1491,2,15
Tl,0.03568,1491,2,15
Pb,0.04064,1491,2,15
Mo,0.06,1491,2,15
Sb,0.94672,1491,2,15
Sn,0.032,1491,2,15
As,0.02896,1492,2,15
Cd,0.0728,1492,2,15
Co,0.11072,1492,2,15
Hg,0.90672,1492,2,15
Ni,0.99344,1492,2,15
Tl,0.0296,1492,2,15
Pb,0.06688,1492,2,15
Mo,0.02576,1492,2,15
Sb,0.78992,1492,2,15
Sn,0.16976,1492,2,15
As,0.03056,1493,4,15
Cd,0.0208,1493,4,15
Co,0.02336,1493,4,15
Hg,0.5976,1493,4,15
Ni,0.97184,1493,4,15
Tl,0.02304,1493,4,15
Pb,0.72384,1493,4,15
Mo,0.0264,1493,4,15
Sb,0.95824,1493,4,15
Sn,0.04512,1493,4,15
As,0.02048,1494,3,15
Cd,0.01184,1494,3,15
Co,0.2864,1494,3,15
Hg,0.01776,1494,3,15
Ni,0.67248,1494,3,15
Tl,0.0128,1494,3,15
Pb,0.0368,1494,3,15
Mo,0.03728,1494,3,15
Sb,0.99328,1494,3,15
Sn,0.20176,1494,3,15
As,0.08208,1495,2,15
Cd,0.04608,1495,2,15
Co,0.46784,1495,2,15
Hg,0.96048,1495,2,15
Ni,0.99472,1495,2,15
Tl,0.05328,1495,2,15
Pb,0.24864,1495,2,15
Mo,0.0336,1495,2,15
Sb,1,1495,2,15
Sn,0.01792,1495,2,15
As,0.01264,1496,3,15
Cd,0.01792,1496,3,15
Co,0.04368,1496,3,15
Hg,0.42768,1496,3,15
Ni,1,1496,3,15
Tl,0.11296,1496,3,15
Pb,0.05808,1496,3,15
Mo,0.03136,1496,3,15
Sb,0.97792,1496,3,15
Sn,0.0776,1496,3,15
As,0.0344,1497,3,15
Cd,0.07232,1497,3,15
Co,0.05776,1497,3,15
Hg,0.99936,1497,3,15
Ni,0.9992,1497,3,15
Tl,0.02336,1497,3,15
Pb,0.21376,1497,3,15
Mo,0.03488,1497,3,15
Sb,0.9928,1497,3,15
Sn,0.78032,1497,3,15
As,0.16816,1498,3,15
Cd,0.01792,1498,3,15
Co,0.16496,1498,3,15
Hg,0.08016,1498,3,15
Ni,0.91056,1498,3,15
Tl,0.56416,1498,3,15
Pb,0.01296,1498,3,15
Mo,0.09104,1498,3,15
Sb,0.99936,1498,3,15
Sn,0.01456,1498,3,15
As,0.02656,1499,3,15
Cd,0.14272,1499,3,15
Co,0.04704,1499,3,15
Hg,0.05968,1499,3,15
Ni,0.99952,1499,3,15
Tl,0.0216,1499,3,15
Pb,0.03472,1499,3,15
Mo,0.26528,1499,3,15
Sb,0.98656,1499,3,15
Sn,0.02336,1499,3,15
As,0.15472,1500,3,15
Cd,0.01504,1500,3,15
Co,0.06096,1500,3,15
Hg,0.9568,1500,3,15
Ni,0.83184,1500,3,15
Tl,0.02032,1500,3,15
Pb,0.02016,1500,3,15
Mo,0.07744,1500,3,15
Sb,0.9984,1500,3,15
Sn,0.15664,1500,3,15
As,0.03312,1501,3,16
Cd,0.02512,1501,3,16
Co,0.05296,1501,3,16
Hg,0.05392,1501,3,16
Ni,0.08448,1501,3,16
Tl,0.01248,1501,3,16
Pb,0.69552,1501,3,16
Mo,0.29664,1501,3,16
Sb,0.99072,1501,3,16
Sn,0.04096,1501,3,16
As,0.02928,1502,2,16
Cd,0.68288,1502,2,16
Co,0.3192,1502,2,16
Hg,0.25088,1502,2,16
Ni,0.49936,1502,2,16
Tl,0.0336,1502,2,16
Pb,0.72224,1502,2,16
Mo,0.02064,1502,2,16
Sb,0.99872,1502,2,16
Sn,0.164,1502,2,16
As,0.02624,1503,3,16
Cd,0.03552,1503,3,16
Co,0.03024,1503,3,16
Hg,0.0336,1503,3,16
Ni,0.92384,1503,3,16
Tl,0.01008,1503,3,16
Pb,0.01808,1503,3,16
Mo,0.00832,1503,3,16
Sb,0.9968,1503,3,16
Sn,0.02112,1503,3,16
As,0.33744,1504,3,16
Cd,0.03744,1504,3,16
Co,0.05968,1504,3,16
Hg,0.25504,1504,3,16
Ni,0.97616,1504,3,16
Tl,0.016,1504,3,16
Pb,0.032,1504,3,16
Mo,0.04512,1504,3,16
Sb,0.9928,1504,3,16
Sn,0.08272,1504,3,16
As,0.00368,1505,4,16
Cd,0.0096,1505,4,16
Co,0.17376,1505,4,16
Hg,0.67312,1505,4,16
Ni,0.392,1505,4,16
Tl,0.00432,1505,4,16
Pb,0.00144,1505,4,16
Mo,0.23008,1505,4,16
Sb,1,1505,4,16
Sn,0.03008,1505,4,16
As,0.0224,1506,2,16
Cd,0.06416,1506,2,16
Co,0.03424,1506,2,16
Hg,0.9824,1506,2,16
Ni,0.02704,1506,2,16
Tl,0.02336,1506,2,16
Pb,0.05136,1506,2,16
Mo,0.014880000000000001,1506,2,16
Sb,0.6584,1506,2,16
Sn,0.05616,1506,2,16
As,0.04496,1507,3,16
Cd,0.03936,1507,3,16
Co,0.4672,1507,3,16
Hg,0.99872,1507,3,16
Ni,0.29712,1507,3,16
Tl,0.05392,1507,3,16
Pb,0.03152,1507,3,16
Mo,0.9536,1507,3,16
Sb,0.18256,1507,3,16
Sn,0.26416,1507,3,16
As,0.02592,1508,4,16
Cd,0.00928,1508,4,16
Co,0.15856,1508,4,16
Hg,0.91696,1508,4,16
Ni,0.9984,1508,4,16
Tl,0.0208,1508,4,16
Pb,0.00976,1508,4,16
Mo,0.0096,1508,4,16
Sb,0.9056,1508,4,16
Sn,0.01264,1508,4,16
As,0.06528,1509,3,16
Cd,0.05552,1509,3,16
Co,0.14624,1509,3,16
Hg,0.73136,1509,3,16
Ni,0.98016,1509,3,16
Tl,0.03488,1509,3,16
Pb,0.02944,1509,3,16
Mo,0.0536,1509,3,16
Sb,0.9992,1509,3,16
Sn,0.97408,1509,3,16
As,0.02784,1510,4,16
Cd,0.03728,1510,4,16
Co,0.1072,1510,4,16
Hg,0.64384,1510,4,16
Ni,0.85728,1510,4,16
Tl,0.0272,1510,4,16
Pb,0.01088,1510,4,16
Mo,0.00832,1510,4,16
Sb,0.87088,1510,4,16
Sn,0.02912,1510,4,16
As,0.50672,1511,1,16
Cd,0.03056,1511,1,16
Co,0.0608,1511,1,16
Hg,0.9616,1511,1,16
Ni,0.99712,1511,1,16
Tl,0.02496,1511,1,16
Pb,0.052,1511,1,16
Mo,0.02688,1511,1,16
Sb,0.02464,1511,1,16
Sn,0.02928,1511,1,16
As,0.1176,1512,3,16
Cd,0.35408,1512,3,16
Co,0.04256,1512,3,16
Hg,0.05024,1512,3,16
Ni,0.03584,1512,3,16
Tl,0.01824,1512,3,16
Pb,0.10816,1512,3,16
Mo,0.0184,1512,3,16
Sb,0.9128,1512,3,16
Sn,0.8656,1512,3,16
As,0.11056,1513,3,16
Cd,0.04496,1513,3,16
Co,0.07248,1513,3,16
Hg,0.99168,1513,3,16
Ni,0.9856,1513,3,16
Tl,0.29648,1513,3,16
Pb,0.70448,1513,3,16
Mo,0.8344,1513,3,16
Sb,0.1336,1513,3,16
Sn,0.268,1513,3,16
As,0.01664,1514,2,16
Cd,0.03056,1514,2,16
Co,0.03248,1514,2,16
Hg,0.99552,1514,2,16
Ni,0.99856,1514,2,16
Tl,0.03072,1514,2,16
Pb,0.01856,1514,2,16
Mo,0.01088,1514,2,16
Sb,0.98032,1514,2,16
Sn,0.09888,1514,2,16
As,0.02384,1515,2,16
Cd,0.03248,1515,2,16
Co,0.10592,1515,2,16
Hg,0.5632,1515,2,16
Ni,0.20224,1515,2,16
Tl,0.16352,1515,2,16
Pb,0.05248,1515,2,16
Mo,0.0488,1515,2,16
Sb,0.99968,1515,2,16
Sn,0.3,1515,2,16
As,0.008,1516,4,16
Cd,0.01408,1516,4,16
Co,0.05408,1516,4,16
Hg,0.00864,1516,4,16
Ni,0.4296,1516,4,16
Tl,0.0176,1516,4,16
Pb,0.02064,1516,4,16
Mo,0.21872,1516,4,16
Sb,0.95168,1516,4,16
Sn,0.40272,1516,4,16
As,0.12512,1517,3,16
Cd,0.03248,1517,3,16
Co,0.09904,1517,3,16
Hg,0.9064,1517,3,16
Ni,0.94864,1517,3,16
Tl,0.05168,1517,3,16
Pb,0.04416,1517,3,16
Mo,0.24624,1517,3,16
Sb,0.94272,1517,3,16
Sn,0.99616,1517,3,16
As,0.024,1518,3,16
Cd,0.02672,1518,3,16
Co,0.03136,1518,3,16
Hg,0.97344,1518,3,16
Ni,0.04832,1518,3,16
Tl,0.0256,1518,3,16
Pb,0.11616,1518,3,16
Mo,0.02592,1518,3,16
Sb,0.9568,1518,3,16
Sn,0.03616,1518,3,16
As,0.05088,1519,2,16
Cd,0.1128,1519,2,16
Co,0.04032,1519,2,16
Hg,0.86528,1519,2,16
Ni,0.92912,1519,2,16
Tl,0.05136,1519,2,16
Pb,0.05344,1519,2,16
Mo,0.01984,1519,2,16
Sb,0.9976,1519,2,16
Sn,0.18112,1519,2,16
As,0.028,1520,3,16
Cd,0.53968,1520,3,16
Co,0.19136,1520,3,16
Hg,0.56352,1520,3,16
Ni,0.7856,1520,3,16
Tl,0.30048,1520,3,16
Pb,0.07488,1520,3,16
Mo,0.08208,1520,3,16
Sb,0.96,1520,3,16
Sn,0.86672,1520,3,16
As,0.03888,1521,2,16
Cd,0.9792,1521,2,16
Co,0.08304,1521,2,16
Hg,0.28784,1521,2,16
Ni,0.99632,1521,2,16
Tl,0.02352,1521,2,16
Pb,0.0408,1521,2,16
Mo,0.03408,1521,2,16
Sb,0.99808,1521,2,16
Sn,0.13664,1521,2,16
As,0.3936,1522,3,16
Cd,0.02752,1522,3,16
Co,0.0304,1522,3,16
Hg,0.67072,1522,3,16
Ni,0.99328,1522,3,16
Tl,0.21568,1522,3,16
Pb,0.04624,1522,3,16
Mo,0.07808,1522,3,16
Sb,0.99952,1522,3,16
Sn,0.12608,1522,3,16
As,0.0504,1523,3,16
Cd,0.03088,1523,3,16
Co,0.04064,1523,3,16
Hg,0.17808,1523,3,16
Ni,0.99664,1523,3,16
Tl,0.02144,1523,3,16
Pb,0.04912,1523,3,16
Mo,0.0536,1523,3,16
Sb,0.99296,1523,3,16
Sn,0.85632,1523,3,16
As,0.04528,1524,4,16
Cd,0.02304,1524,4,16
Co,0.00544,1524,4,16
Hg,0.49728,1524,4,16
Ni,0.03392,1524,4,16
Tl,0.02048,1524,4,16
Pb,0.01248,1524,4,16
Mo,0.04976,1524,4,16
Sb,0.89952,1524,4,16
Sn,0.06768,1524,4,16
As,0.06224,1525,3,16
Cd,0.03568,1525,3,16
Co,0.032,1525,3,16
Hg,0.99936,1525,3,16
Ni,0.06704,1525,3,16
Tl,0.04112,1525,3,16
Pb,0.02832,1525,3,16
Mo,0.03184,1525,3,16
Sb,1,1525,3,16
Sn,0.8744,1525,3,16
As,0.03344,1526,3,16
Cd,0.01728,1526,3,16
Co,0.02,1526,3,16
Hg,0.03264,1526,3,16
Ni,0.11824,1526,3,16
Tl,0.0544,1526,3,16
Pb,0.02336,1526,3,16
Mo,0.02288,1526,3,16
Sb,0.99344,1526,3,16
Sn,0.0592,1526,3,16
As,0.1448,1527,3,16
Cd,0.04272,1527,3,16
Co,0.03456,1527,3,16
Hg,0.79184,1527,3,16
Ni,1,1527,3,16
Tl,0.02384,1527,3,16
Pb,0.01152,1527,3,16
Mo,0.07312,1527,3,16
Sb,0.9736,1527,3,16
Sn,0.0224,1527,3,16
As,0.01552,1528,3,16
Cd,0.05264,1528,3,16
Co,0.81056,1528,3,16
Hg,0.88368,1528,3,16
Ni,0.99152,1528,3,16
Tl,0.43968,1528,3,16
Pb,0.28576,1528,3,16
Mo,0.03088,1528,3,16
Sb,0.28112,1528,3,16
Sn,0.18944,1528,3,16
As,0.04048,1529,2,16
Cd,0.81776,1529,2,16
Co,0.23088,1529,2,16
Hg,0.69024,1529,2,16
Ni,0.48096,1529,2,16
Tl,0.01296,1529,2,16
Pb,0.01936,1529,2,16
Mo,0.00992,1529,2,16
Sb,0.99984,1529,2,16
Sn,0.02736,1529,2,16
As,0.08416,1530,3,16
Cd,0.01728,1530,3,16
Co,0.02272,1530,3,16
Hg,0.88992,1530,3,16
Ni,0.168,1530,3,16
Tl,0.052,1530,3,16
Pb,0.932,1530,3,16
Mo,0.23056,1530,3,16
Sb,0.97264,1530,3,16
Sn,0.0176,1530,3,16
As,0.0656,1531,4,16
Cd,0.10064,1531,4,16
Co,0.07216,1531,4,16
Hg,0.71168,1531,4,16
Ni,0.9688,1531,4,16
Tl,0.028,1531,4,16
Pb,0.024,1531,4,16
Mo,0.116,1531,4,16
Sb,0.9872,1531,4,16
Sn,0.36848,1531,4,16
As,0.01888,1532,3,16
Cd,0.73552,1532,3,16
Co,0.04416,1532,3,16
Hg,0.9824,1532,3,16
Ni,1,1532,3,16
Tl,0.07296,1532,3,16
Pb,0.01312,1532,3,16
Mo,0.07808,1532,3,16
Sb,0.50256,1532,3,16
Sn,0.0432,1532,3,16
As,0.03104,1533,3,16
Cd,0.0456,1533,3,16
Co,0.17696,1533,3,16
Hg,0.18496,1533,3,16
Ni,0.99936,1533,3,16
Tl,0.04528,1533,3,16
Pb,0.03776,1533,3,16
Mo,0.02288,1533,3,16
Sb,0.95712,1533,3,16
Sn,0.01664,1533,3,16
As,0.02432,1534,2,16
Cd,0.08048,1534,2,16
Co,0.37376,1534,2,16
Hg,0.99936,1534,2,16
Ni,0.19232,1534,2,16
Tl,0.10784,1534,2,16
Pb,0.07648,1534,2,16
Mo,0.02656,1534,2,16
Sb,0.99904,1534,2,16
Sn,0.31824,1534,2,16
As,0.0256,1535,2,16
Cd,0.02064,1535,2,16
Co,0.04368,1535,2,16
Hg,0.99712,1535,2,16
Ni,0.0728,1535,2,16
Tl,0.02384,1535,2,16
Pb,0.03232,1535,2,16
Mo,0.0936,1535,2,16
Sb,0.88656,1535,2,16
Sn,0.51792,1535,2,16
As,0.02096,1536,2,16
Cd,0.02992,1536,2,16
Co,0.03184,1536,2,16
Hg,0.44096,1536,2,16
Ni,0.53184,1536,2,16
Tl,0.25472,1536,2,16
Pb,0.02544,1536,2,16
Mo,0.01504,1536,2,16
Sb,0.98464,1536,2,16
Sn,0.46208,1536,2,16
As,0.14064,1537,2,16
Cd,0.00736,1537,2,16
Co,0.00912,1537,2,16
Hg,0.85504,1537,2,16
Ni,0.08704,1537,2,16
Tl,0.0176,1537,2,16
Pb,0.00896,1537,2,16
Mo,0.01584,1537,2,16
Sb,0.99568,1537,2,16
Sn,0.04576,1537,2,16
As,0.02368,1538,3,16
Cd,0.10576,1538,3,16
Co,0.0368,1538,3,16
Hg,0.52832,1538,3,16
Ni,0.90464,1538,3,16
Tl,0.25152,1538,3,16
Pb,0.0208,1538,3,16
Mo,0.04512,1538,3,16
Sb,0.9928,1538,3,16
Sn,0.5728,1538,3,16
As,0.44752,1539,3,16
Cd,0.63136,1539,3,16
Co,0.05616,1539,3,16
Hg,0.97904,1539,3,16
Ni,0.99648,1539,3,16
Tl,0.02192,1539,3,16
Pb,0.07856,1539,3,16
Mo,0.18576,1539,3,16
Sb,0.2376,1539,3,16
Sn,0.85872,1539,3,16
As,0.01216,1540,3,16
Cd,0.02288,1540,3,16
Co,0.0208,1540,3,16
Hg,0.0456,1540,3,16
Ni,0.99984,1540,3,16
Tl,0.01328,1540,3,16
Pb,0.01456,1540,3,16
Mo,0.0216,1540,3,16
Sb,0.84928,1540,3,16
Sn,0.05536,1540,3,16
As,0.02432,1541,2,16
Cd,0.02336,1541,2,16
Co,0.03248,1541,2,16
Hg,0.03072,1541,2,16
Ni,0.59616,1541,2,16
Tl,0.01792,1541,2,16
Pb,0.01424,1541,2,16
Mo,0.03456,1541,2,16
Sb,0.99984,1541,2,16
Sn,0.08192,1541,2,16
As,0.04592,1542,3,16
Cd,0.032,1542,3,16
Co,0.33536,1542,3,16
Hg,0.9976,1542,3,16
Ni,0.95808,1542,3,16
Tl,0.03536,1542,3,16
Pb,0.34672,1542,3,16
Mo,0.02096,1542,3,16
Sb,0.98352,1542,3,16
Sn,0.1048,1542,3,16
As,0.01664,1543,3,16
Cd,0.11376,1543,3,16
Co,0.0648,1543,3,16
Hg,0.0688,1543,3,16
Ni,0.80688,1543,3,16
Tl,0.01664,1543,3,16
Pb,0.02704,1543,3,16
Mo,0.06176,1543,3,16
Sb,0.96592,1543,3,16
Sn,0.04512,1543,3,16
As,0.04448,1544,2,16
Cd,0.03328,1544,2,16
Co,0.25904,1544,2,16
Hg,0.47904,1544,2,16
Ni,0.46704,1544,2,16
Tl,0.32496,1544,2,16
Pb,0.08176,1544,2,16
Mo,0.02288,1544,2,16
Sb,0.87328,1544,2,16
Sn,0.9776,1544,2,16
As,0.00384,1545,4,16
Cd,0.00768,1545,4,16
Co,0.98624,1545,4,16
Hg,0.23904,1545,4,16
Ni,0.06192,1545,4,16
Tl,0.0096,1545,4,16
Pb,0.00368,1545,4,16
Mo,0.00352,1545,4,16
Sb,0.15472,1545,4,16
Sn,0.0144,1545,4,16
As,0.07104,1546,3,16
Cd,0.01824,1546,3,16
Co,0.01808,1546,3,16
Hg,0.48736,1546,3,16
Ni,0.32368,1546,3,16
Tl,0.11184,1546,3,16
Pb,0.02272,1546,3,16
Mo,0.5008,1546,3,16
Sb,1,1546,3,16
Sn,0.06192,1546,3,16
As,0.02624,1547,2,16
Cd,0.16656,1547,2,16
Co,0.04112,1547,2,16
Hg,1,1547,2,16
Ni,0.84,1547,2,16
Tl,0.0256,1547,2,16
Pb,0.97376,1547,2,16
Mo,0.01152,1547,2,16
Sb,0.2232,1547,2,16
Sn,0.46256,1547,2,16
As,0.03728,1548,2,16
Cd,0.02528,1548,2,16
Co,0.03664,1548,2,16
Hg,0.19376,1548,2,16
Ni,0.19248,1548,2,16
Tl,0.26288,1548,2,16
Pb,0.01408,1548,2,16
Mo,0.01728,1548,2,16
Sb,0.84592,1548,2,16
Sn,0.01872,1548,2,16
As,0.03152,1549,1,16
Cd,0.18336,1549,1,16
Co,0.04672,1549,1,16
Hg,0.99264,1549,1,16
Ni,0.9856,1549,1,16
Tl,0.02768,1549,1,16
Pb,0.3368,1549,1,16
Mo,0.04384,1549,1,16
Sb,0.0432,1549,1,16
Sn,0.08736,1549,1,16
As,0.232,1550,2,16
Cd,0.04112,1550,2,16
Co,0.04304,1550,2,16
Hg,0.49536,1550,2,16
Ni,0.09808,1550,2,16
Tl,0.15824,1550,2,16
Pb,0.10656,1550,2,16
Mo,0.49712,1550,2,16
Sb,0.99712,1550,2,16
Sn,0.63824,1550,2,16
As,0.03168,1551,1,16
Cd,0.02432,1551,1,16
Co,0.03632,1551,1,16
Hg,0.2288,1551,1,16
Ni,0.12832,1551,1,16
Tl,0.05616,1551,1,16
Pb,0.12624,1551,1,16
Mo,0.02704,1551,1,16
Sb,0.07296,1551,1,16
Sn,0.04192,1551,1,16
As,0.02032,1552,2,16
Cd,0.0304,1552,2,16
Co,0.72896,1552,2,16
Hg,0.87984,1552,2,16
Ni,0.27504,1552,2,16
Tl,0.06656,1552,2,16
Pb,0.11136,1552,2,16
Mo,0.40928,1552,2,16
Sb,0.9992,1552,2,16
Sn,0.09776,1552,2,16
As,0.01376,1553,2,16
Cd,0.012,1553,2,16
Co,0.27504,1553,2,16
Hg,0.16464,1553,2,16
Ni,0.71136,1553,2,16
Tl,0.04032,1553,2,16
Pb,0.0136,1553,2,16
Mo,0.0136,1553,2,16
Sb,0.9896,1553,2,16
Sn,0.12448,1553,2,16
As,0.01696,1554,2,16
Cd,0.04848,1554,2,16
Co,0.0472,1554,2,16
Hg,0.2056,1554,2,16
Ni,0.85696,1554,2,16
Tl,0.03296,1554,2,16
Pb,0.21728,1554,2,16
Mo,0.02272,1554,2,16
Sb,0.75808,1554,2,16
Sn,0.0208,1554,2,16
As,0.02576,1555,2,16
Cd,0.72368,1555,2,16
Co,0.05344,1555,2,16
Hg,0.6016,1555,2,16
Ni,0.18848,1555,2,16
Tl,0.03504,1555,2,16
Pb,0.04576,1555,2,16
Mo,0.17056,1555,2,16
Sb,1,1555,2,16
Sn,0.0216,1555,2,16
As,0.03728,1556,1,16
Cd,0.03248,1556,1,16
Co,0.0512,1556,1,16
Hg,0.9928,1556,1,16
Ni,0.98864,1556,1,16
Tl,0.072,1556,1,16
Pb,0.03216,1556,1,16
Mo,0.0432,1556,1,16
Sb,0.03904,1556,1,16
Sn,0.12144,1556,1,16
As,0.01872,1557,3,16
Cd,0.04816,1557,3,16
Co,0.01456,1557,3,16
Hg,0.27648,1557,3,16
Ni,0.93136,1557,3,16
Tl,0.07888,1557,3,16
Pb,0.01152,1557,3,16
Mo,0.06192,1557,3,16
Sb,0.93152,1557,3,16
Sn,0.0264,1557,3,16
As,0.06304,1558,2,16
Cd,0.04448,1558,2,16
Co,0.04896,1558,2,16
Hg,0.4408,1558,2,16
Ni,0.94832,1558,2,16
Tl,0.05392,1558,2,16
Pb,0.0424,1558,2,16
Mo,0.16656,1558,2,16
Sb,0.98416,1558,2,16
Sn,0.05504,1558,2,16
As,0.029760000000000002,1559,2,16
Cd,0.0544,1559,2,16
Co,0.03408,1559,2,16
Hg,0.99568,1559,2,16
Ni,0.99152,1559,2,16
Tl,0.01664,1559,2,16
Pb,0.00944,1559,2,16
Mo,0.00832,1559,2,16
Sb,0.776,1559,2,16
Sn,0.12512,1559,2,16
As,0.0312,1560,3,16
Cd,0.01152,1560,3,16
Co,0.03296,1560,3,16
Hg,0.99072,1560,3,16
