variable,fixedat1,fixedat2,est,sd,trial,case
LBXD05LA,LBXPCBLA,LBX194LA,0.17213583976772062,0.8404338778353778,1338,14
LBXPCBLA,LBX194LA,LBXD05LA,0.2593799912082475,0.7562535198496078,1338,14
LBX194LA,LBXD05LA,LBXPCBLA,0.07318492039745328,0.8658264890711607,1338,14
LBXD05LA,LBXPCBLA,LBX194LA,0.18035396180509533,0.9960003744498529,1339,14
LBXPCBLA,LBX194LA,LBXD05LA,0.005770069456718652,0.6238347156171674,1339,14
LBX194LA,LBXD05LA,LBXPCBLA,0.03567469551302338,1.0335180842917435,1339,14
LBXD05LA,LBXPCBLA,LBX194LA,3.0968265615616275e-4,0.35796344262328744,1340,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.028164137980301263,0.3903330120162618,1340,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.03412112059839956,0.4972239534416355,1340,14
LBXD05LA,LBXPCBLA,LBX194LA,0.24649276120134722,0.6714932197437243,1341,14
LBXPCBLA,LBX194LA,LBXD05LA,0.022256298652722606,0.4723533674626418,1341,14
LBX194LA,LBXD05LA,LBXPCBLA,0.21393187192193608,0.6704788438268467,1341,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.027587653827561454,0.38696677364142323,1342,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.018053257232438114,0.3953614604256253,1342,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.08060168530603296,0.48218946016776715,1342,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.14978204222395353,0.5932603390792446,1343,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.1083773567226074,0.490090108491245,1343,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.10243897763041065,0.6652985937677557,1343,14
LBXD05LA,LBXPCBLA,LBX194LA,5.01660405050508e-4,1.5065423400829312,1344,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.17523547391436534,0.9772137895230995,1344,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.32712471060892145,1.599957901850542,1344,14
LBXD05LA,LBXPCBLA,LBX194LA,0.13394836518021513,0.630607216317919,1345,14
LBXPCBLA,LBX194LA,LBXD05LA,0.06752269712247205,0.5779309449171987,1345,14
LBX194LA,LBXD05LA,LBXPCBLA,0.16279470269792995,0.5619142211981955,1345,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.09118143168270443,0.776870900917673,1346,14
LBXPCBLA,LBX194LA,LBXD05LA,0.1316289977413616,0.5448199799495286,1346,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.029938268394169576,0.8227878651582733,1346,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.2669719241219548,0.6170476464277425,1347,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.14373011390397838,0.4069972200536821,1347,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.04894589594177656,0.6315109108418986,1347,14
LBXD05LA,LBXPCBLA,LBX194LA,0.22952334564873045,0.7817545171915479,1348,14
LBXPCBLA,LBX194LA,LBXD05LA,0.15092894444101823,0.5420690899188012,1348,14
LBX194LA,LBXD05LA,LBXPCBLA,0.31335675404618524,0.8894479459214637,1348,14
LBXD05LA,LBXPCBLA,LBX194LA,0.11812908473211259,0.630142692157072,1349,14
LBXPCBLA,LBX194LA,LBXD05LA,0.065599329072203,0.46398646730543375,1349,14
LBX194LA,LBXD05LA,LBXPCBLA,0.16975159769444215,0.7439677952691909,1349,14
LBXD05LA,LBXPCBLA,LBX194LA,0.033527917389220896,0.5279491280590944,1350,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.038186182891811526,0.25191318827759346,1350,14
LBX194LA,LBXD05LA,LBXPCBLA,0.05879000450483751,0.5001785508660184,1350,14
LBXD05LA,LBXPCBLA,LBX194LA,0.13633426826884154,0.617653809190182,1351,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.11565775456829375,0.9764514044096149,1351,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.3788414192397589,0.924463927748044,1351,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.03439952681985581,0.4916196047153027,1352,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.052915806576264934,0.4033156098614604,1352,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.03735298842961576,0.5402632559790508,1352,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.014202127516373508,0.3447425246296667,1353,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.025087976287650804,0.24553325738147805,1353,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.029959576778545216,0.39225932542064706,1353,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.014280743273278773,0.5783576567167743,1354,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.1739584605494109,0.6771855265556953,1354,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.14851855473201248,0.7229651412430891,1354,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.005343611813046323,0.34711316574409595,1355,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.03436667214840927,0.3349477536213341,1355,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.043633122625521104,0.391136729240825,1355,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.15027180855496436,0.6308406603647532,1356,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.017647394251036452,0.6603573180912293,1356,14
